id,claim_date,slug,claim,type,target,cluster_id,canonical_statement,specificity,falsifiability,status_at_eval,horizon_type,horizon_value
claim_0876,2024-04-20,groupthink-versus-tulips-what-will,2024 may mark the peak of a tulip-mania-like bubble in AI investment.,predictive,AI investment bubble,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,med,partial,contradicted,explicit_date,2024
claim_0877,2024-04-20,groupthink-versus-tulips-what-will,"All major AI companies are producing nearly identical LLM results with the same technology and data, all sharing the same fundamental flaws -- a dangerous groupthink.",descriptive,AI industry groupthink,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",med,partial,mixed,none,
claim_0878,2024-04-21,facing-facts,"Hallucinations are a fundamental feature of how LLMs work, not a fixable bug, and solving the problem requires fundamentally new approaches.",descriptive,LLM hallucinations,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,partial,mixed,none,
claim_0879,2024-04-21,humans-versus-machines-the-hallucination,"LLM hallucinations arise because LLMs cannot distinguish truth from falsehood, lack reliable reasoning processes, and cannot fact-check their own output",descriptive,LLM hallucinations,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,mixed,none,
claim_0880,2024-04-21,humans-versus-machines-the-hallucination,"All LLM outputs, whether true or false, come from the same statistical word-prediction process with no internal fact-checking mechanism",descriptive,LLM architecture,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,med,partial,contradicted,none,
claim_0881,2024-04-21,humans-versus-machines-the-hallucination,"Even with perfect training data, the stochastic generalization process used by LLMs would still produce hallucinations because the same mechanism that enables generalization also produces errors",causal,LLM hallucinations,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,partial,mixed,none,
claim_0882,2024-04-21,humans-versus-machines-the-hallucination,Future AI systems that surpass current LLM limitations will likely need a different architecture where facts are first-class citizens rather than emergent from statistical patterns,predictive,AI architecture,llms_no_real_understanding,LLMs are fundamentally statistical pattern matchers / next-word predictors without genuine understanding.,low,no,pending,none,
claim_0883,2024-04-27,we-cant-trust-the-fox-to-guard-the,Silicon Valley increasingly controls global affairs and the US government is too captured by tech industry influence to adequately regulate it,descriptive,tech regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0884,2024-04-27,we-cant-trust-the-fox-to-guard-the,"Self-regulation of the tech industry, as occurred with social media, has been a disaster",descriptive,tech self-regulation,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,low,no,untestable,none,
claim_0885,2024-04-27,we-cant-trust-the-fox-to-guard-the,Washington needs independent scientists involved in AI policy decisions because Silicon Valley is prone to hype,normative,AI policy,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0886,2024-04-27,we-cant-trust-the-fox-to-guard-the,US government AI advisory commissions dominated by tech CEOs represent regulatory capture,descriptive,AI regulatory capture,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,mixed,none,
claim_0887,2024-04-27,we-cant-trust-the-fox-to-guard-the,"As of April 2024, no US federal AI legislation has passed despite growing threats from deepfakes and AI-enabled scams",descriptive,AI legislation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,high,yes,supported,none,
claim_0888,2024-05-04,an-epistemic-clusterfuck-in-the-making,"The platform X (Twitter) has very little culture of fact-checking or rational resolution of competing opinions, which leads to extremism",descriptive,X/Twitter,miscellaneous,Miscellaneous claims that do not fit neatly into any other cluster.,low,partial,supported,none,
claim_0889,2024-05-04,an-epistemic-clusterfuck-in-the-making,"LLMs are not capable of reliable fact-checking and rational synthesis, and LLMs trained or confined to X/Twitter content will be even less grounded in reality",descriptive,LLMs and social media,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
claim_0890,2024-05-04,an-epistemic-clusterfuck-in-the-making,Using AI to automatically amplify social media content without fact-checking or reasoned analysis will amplify extremism and create information chaos,causal,AI and social media,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",low,partial,mixed,none,
claim_0891,2024-05-05,the-sam-altman-playbook,Whether generative AI approaches can achieve AGI remains highly uncertain and there is still a long way to go,descriptive,AGI progress,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,low,partial,supported,none,
claim_0892,2024-05-05,the-sam-altman-playbook,"There has been no dramatic improvement in AI capabilities for fourteen months (since roughly March 2023), which is evidence against claims of continuous exponential progress",descriptive,AI progress plateau,ai_child_safety,AI systems pose particular dangers to children and teens that remain unaddressed.,med,partial,mixed,none,
claim_0893,2024-05-05,the-sam-altman-playbook,There are increasing concerns that there may not be enough high-quality training data to sustain the rate of AI improvement seen previously,descriptive,AI scaling limits,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,low,partial,supported,none,
claim_0894,2024-05-05,the-sam-altman-playbook,Building larger generative AI models does not necessarily lead to AGI; the assertion that AGI is simply a function of cash spend is a logical fallacy,causal,scaling and AGI,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",low,partial,mixed,none,
claim_0895,2024-05-05,the-sam-altman-playbook,"As of May 2024, OpenAI has released no major update to GPT-4 in a year, and competitors have caught up or are close to catching up",descriptive,OpenAI competitive position,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,supported,none,
claim_0896,2024-05-05,the-sam-altman-playbook,"Meta will likely release a GPT-4-level model for free within months, and OpenAI has no visible competitive moat beyond its existing customer base",predictive,OpenAI competitive position,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,supported,relative,within months
claim_0897,2024-05-05,the-sam-altman-playbook,"As of May 2024, OpenAI has not demonstrated a working reliable AI agent and does not appear to have a GPT-5-level model",descriptive,OpenAI capabilities,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",high,yes,supported,none,
claim_0898,2024-05-05,the-sam-altman-playbook,"The massive investment in generative AI diverts resources from alternative AI approaches that might be more trustworthy, reliable, and interpretable, while also incurring significant environmental costs",causal,AI investment allocation,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,mixed,none,
claim_0899,2024-05-06,microsoft-and-openais-increasingly,"Microsoft is building an internal AI model large enough to compete directly with GPT-4, indicating possible loss of confidence in OpenAI",descriptive,Microsoft-OpenAI relationship,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,supported,none,
claim_0900,2024-05-13,hot-take-on-openais-new-gpt-4o,OpenAI's release of GPT-4o rather than GPT-5 indicates they do not have a GPT-5-level model ready,descriptive,OpenAI capabilities,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",high,partial,supported,none,
claim_0901,2024-05-13,hot-take-on-openais-new-gpt-4o,OpenAI has failed to produce a GPT-5-level model after 14 months of effort,descriptive,OpenAI capabilities,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",high,partial,supported,none,
claim_0902,2024-05-13,hot-take-on-openais-new-gpt-4o,"GPT-4o represents only marginal improvement over GPT-4 Turbo, which itself was not hugely different from GPT-4",descriptive,GPT-4o capabilities,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,yes,supported,none,
claim_0903,2024-05-13,hot-take-on-openais-new-gpt-4o,OpenAI pivoted to adding new features (like speech) rather than core capability improvements because they cannot produce the capability advances that exponential improvement narratives would predict,causal,OpenAI strategy,trump_ai_policy_harmful,The Trump administration's AI deregulation and industry capture will harm citizens and benefit only AI companies.,med,partial,mixed,none,
claim_0904,2024-05-13,hot-take-on-openais-new-gpt-4o,The continued absence of a GPT-5-level model from any well-funded AI lab is evidence that the field may have reached a phase of diminishing returns,descriptive,AI progress plateau,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",med,partial,contradicted,none,
claim_0905,2024-05-15,chaos-and-tension-at-openai,"Key safety researchers left OpenAI because of the company's deteriorating attitude towards AI safety, not because of a specific scary algorithm",causal,OpenAI safety culture,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0906,2024-05-15,chaos-and-tension-at-openai,Four key AI safety resignations from OpenAI in 2024 is a significant negative signal about the company's safety culture,descriptive,OpenAI safety culture,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",high,partial,supported,none,
claim_0907,2024-05-15,chaos-and-tension-at-openai,OpenAI's push toward commercialization is coming at the expense of its AI safety work,descriptive,OpenAI safety culture,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0908,2024-05-21,ai-has-become-saurons-ring,"AI development has gone down a harmful path of enabling surveillance capitalism, misinformation, nonconsensual deepfake porn, and IP theft, when it did not have to",descriptive,AI industry direction,deepfakes_threaten_democracy,"AI-generated deepfakes and misinformation pose a severe threat to democracy, elections, and public trust.",low,partial,supported,none,
claim_0909,2024-05-21,ai-has-become-saurons-ring,AI science has been corrupted by commercial financial incentives,descriptive,AI research culture,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,no,untestable,none,
claim_0910,2024-05-21,the-openai-board-was-right,OpenAI's claim that the GPT-4o voice's resemblance to Scarlett Johansson was coincidental was a deliberate lie,descriptive,OpenAI candor,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",high,partial,supported,none,
claim_0911,2024-05-21,the-openai-board-was-right,OpenAI as an organization has a systemic pattern of spin and dishonesty,descriptive,OpenAI candor,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,no,untestable,none,
claim_0912,2024-05-21,the-openai-board-was-right,"Sam Altman has a pattern of dishonesty including misleading Senate testimony about his equity, lying about Helen Toner, and lying about the Scarlett Johansson voice",descriptive,Sam Altman candor,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",med,partial,mixed,none,
claim_0913,2024-05-23,partial-regurgitation-and-how-llms,"LLMs can regurgitate training data in non-verbatim forms through partial regurgitation, paraphrasing source material while adding little conceptual content",descriptive,LLM memorization,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,low,partial,supported,none,
claim_0914,2024-05-23,partial-regurgitation-and-how-llms,LLMs function as synonym and pastiche machines that regurgitate training data with slight paraphrases while adding little conceptual content and having minimal genuine understanding,descriptive,LLM capabilities,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,low,no,untestable,none,
claim_0915,2024-05-23,partial-regurgitation-and-how-llms,"Partial regurgitation by LLMs, regardless of fluency, does not and will never constitute genuine comprehension",predictive,LLM understanding,ai_copyright_infringement,Generative AI is built on massive copyright infringement and the industry cannot solve the attribution problem.,low,no,untestable,none,
claim_0916,2024-05-23,partial-regurgitation-and-how-llms,Achieving real AI (with genuine understanding) will require a fundamentally different approach than current LLM architectures,predictive,AI architecture,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0917,2024-05-23,scarjo-is-just-the-tip-of-the-iceberg,OpenAI has not fulfilled its promise to devote 20% of its resources to AI safety,descriptive,OpenAI safety investment,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",high,partial,supported,none,
claim_0918,2024-05-23,scarjo-is-just-the-tip-of-the-iceberg,"GoogleDeepMind devotes significant energy to projects with clear humanitarian potential like AlphaFold, while OpenAI does not comparably invest in such work",descriptive,OpenAI vs DeepMind priorities,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0919,2024-05-23,scarjo-is-just-the-tip-of-the-iceberg,"OpenAI has a track record of cutting ethical corners, which poses a serious risk if they are first to achieve AGI",descriptive,OpenAI ethics,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",low,partial,supported,none,
claim_0920,2024-05-26,what-should-we-learn-from-openais,There is a significant and growing gap between OpenAI's public rhetoric about benefiting humanity and its actual behavior,descriptive,OpenAI credibility,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,partial,supported,none,
claim_0921,2024-05-26,what-should-we-learn-from-openais,"The public should be skeptical of everything OpenAI says, and if OpenAI achieved AGI given its track record, that would be worrying for humanity",normative,OpenAI trust,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,no,untestable,none,
claim_0922,2024-05-26,what-should-we-learn-from-openais,Wealth and success in tech should not be treated as proxies for trustworthiness in AI governance,normative,AI governance,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,no,untestable,none,
claim_0923,2024-05-26,what-should-we-learn-from-openais,"Independent scientists must have a real voice in AI governance; without them, effective oversight is impossible",normative,AI governance,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0924,2024-05-26,what-should-we-learn-from-openais,"Citizen engagement is the only real hope for achieving adequate AI governance, since governments are too captured by industry",normative,AI governance,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0925,2024-05-29,elon-musk-1-yann-lecun-1-humanity,"Both Grok (X.ai) and Meta's AI chatbots are wildly inadequate and hallucinatory, with very little understanding of the concepts underlying their fluent language",descriptive,Grok and Meta AI,musk_ai_hypocrisy,"Elon Musk is hypocritical on AI safety; his ventures (xAI, DOGE, Tesla) demonstrate reckless deployment and pursuit of power.",med,partial,supported,none,
claim_0926,2024-05-29,elon-musk-1-yann-lecun-1-humanity,Neither Musk/X.ai nor LeCun/Meta is making real progress toward AI breakthroughs despite massive budgets; both are mostly just building bigger LLMs,descriptive,AI progress at X.ai and Meta,musk_ai_hypocrisy,"Elon Musk is hypocritical on AI safety; his ventures (xAI, DOGE, Tesla) demonstrate reckless deployment and pursuit of power.",med,partial,contradicted,none,
claim_0927,2024-05-29,elon-musk-1-yann-lecun-1-humanity,Current AI development involves too much engineering and alchemy and not enough basic science; more fundamental scientific understanding is needed to reach AGI,descriptive,AI research methodology,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,no,untestable,none,
claim_0928,2024-05-29,kara-swisher-sam-altman-and-the-openai,"Sam Altman systematically withheld information, misrepresented company events, and outright lied to the OpenAI board for years, as confirmed by former board member Helen Toner",descriptive,Sam Altman governance,altman_overpromises,"Sam Altman systematically overpromises and underdelivers on AI capabilities, timelines, and ethical commitments.",med,partial,supported,none,
claim_0929,2024-05-29,kara-swisher-sam-altman-and-the-openai,The original OpenAI board's stated reason for firing Altman -- that he was not consistently candid -- was literally true and substantiated,descriptive,OpenAI board firing,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,supported,none,
claim_0930,2024-05-29,kara-swisher-sam-altman-and-the-openai,The CEO of a company as potentially powerful as OpenAI cannot be allowed to behave with the level of dishonesty Altman has demonstrated,normative,OpenAI governance,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,no,untestable,none,
claim_0931,2024-05-30,disturbing-and-misleading-efforts,The new OpenAI board's defense of Altman in The Economist was a strawman argument that substituted safety concerns for the actual issue of candor/trust,descriptive,OpenAI board governance,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,mixed,none,
claim_0932,2024-05-30,disturbing-and-misleading-efforts,"If Altman cannot be trusted, OpenAI's AI safety could become a serious issue because trustworthy leadership is a prerequisite for safe AI development",causal,OpenAI safety,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,partial,untestable,none,
claim_0933,2024-05-30,disturbing-and-misleading-efforts,"The new OpenAI board's failure to recognize that Altman's trustworthiness issues are relevant to AI safety, combined with their attack on whistleblower Toner, indicates the board cannot fulfill its safety oversight role",descriptive,OpenAI board governance,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,partial,mixed,none,
claim_0934,2024-05-30,disturbing-and-misleading-efforts,"The OpenAI nonprofit board cannot fulfill its safety oversight mission if it cannot trust Altman, which makes it unable to address deeply risky technology",causal,OpenAI governance,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",low,partial,untestable,none,
claim_0935,2024-05-30,disturbing-and-misleading-efforts,OpenAI has not behaved like a nonprofit for a long time and should be required to dissolve its nonprofit status if it cannot assemble a board that respects its legal filings and stated mission,normative,OpenAI corporate structure,openai_untrustworthy,"OpenAI has become untrustworthy, prioritizing profit over safety, breaking promises, and misleading the public.",med,partial,mixed,none,
claim_0936,2024-06-01,26-months-of-ridicule-and-failure,"As of June 2024, AI reliability remains unsolved, toxicity and hallucinations persist, and the field is no closer to solving the alignment problem than it was 26 months prior",descriptive,AI progress on core problems,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,med,partial,mixed,none,
claim_0937,2024-06-01,26-months-of-ridicule-and-failure,"Despite tens of billions of dollars invested and claims of exponential progress, AI reliability remains unachieved",descriptive,AI reliability,ai_worsens_inequality,"AI concentrates power/wealth while harming marginalized communities through bias, discrimination, and denial of services.",low,partial,mixed,none,
claim_0938,2024-06-04,ai-as-reality-television,"As of June 2024, there has been no GPT-4-level breakthrough in almost two years despite over $50 billion invested, and hallucinations, unreliability, poor reasoning, and alignment remain unsolved",descriptive,AI progress plateau,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",med,partial,contradicted,none,
claim_0939,2024-06-04,ai-as-reality-television,"The pace of AI innovation is slowing, its practical usefulness is limited, and operational costs remain exorbitant",descriptive,AI progress and economics,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,partial,contradicted,none,
claim_0940,2024-06-04,open-letter-responding-to-yann-lecun,"Deep learning is data-greedy, heavily dependent on massive data, and has trouble with reasoning",descriptive,deep learning,generalization_failure,"LLMs fail to generalize beyond their training distribution, breaking on novel variations of familiar problems.",low,partial,mixed,none,
claim_0941,2024-06-04,open-letter-responding-to-yann-lecun,"LLMs are data-greedy, uninterpretable, unreliable as reasoners, and subject to hallucinations",descriptive,LLMs,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,partial,mixed,none,
claim_0942,2024-06-04,open-letter-responding-to-yann-lecun,LLMs lack world models,descriptive,LLMs,llms_lack_world_models,LLMs do not build genuine world models or understand the world; they manipulate statistical patterns without comprehension.,low,partial,mixed,none,
claim_0943,2024-06-04,open-letter-responding-to-yann-lecun,LLMs do not develop robust representations of how events unfold over time,descriptive,LLMs,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,low,partial,mixed,none,
claim_0944,2024-06-04,open-letter-responding-to-yann-lecun,LLMs are inadequate as standalone systems for achieving general intelligence,descriptive,LLMs,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,low,partial,supported,none,
claim_0945,2024-06-04,open-letter-responding-to-yann-lecun,Scaling alone is not sufficient for achieving general AI capabilities,descriptive,AI scaling,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,partial,supported,none,
claim_0946,2024-06-04,open-letter-responding-to-yann-lecun,"AI systems need to represent kinds distinctly from individuals, separate reasoning from latent representations, incorporate explicit compositional structure and operations over variables, incorporate innate priors, and exploit explicit knowledge databases",normative,AI architecture,llms_cannot_reason_reliably,"LLMs cannot perform genuine, reliable reasoning; they approximate it through statistical pattern matching that breaks on novel problems.",med,no,untestable,none,
claim_0947,2024-06-04,open-letter-responding-to-yann-lecun,"Neurosymbolic approaches have achieved strong results, as demonstrated by DeepMind's AlphaGeometry",descriptive,neurosymbolic AI,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,high,partial,supported,none,
claim_0948,2024-06-04,open-letter-responding-to-yann-lecun,"AI models need innate structure beyond pure multilayer perceptrons, prior to learning",normative,AI architecture,need_hybrid_neurosymbolic,Progress toward AGI requires hybrid neurosymbolic architectures combining neural networks with structured symbolic reasoning.,low,no,untestable,none,
claim_0949,2024-06-05,agi-by-2027,"GPT-4 is not equivalent to a smart high schooler; it performs some tasks better, some worse, and very few reliably",descriptive,GPT-4,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",med,partial,mixed,none,
claim_0950,2024-06-05,agi-by-2027,"GPT-4 could not perform most jobs that high school students are hired to do, such as lifeguarding, restaurant work, or grocery store work",descriptive,GPT-4,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",med,partial,supported,none,
claim_0951,2024-06-05,agi-by-2027,"Projections of continued AI progress at past rates ignore qualitatively unsolved problems like hallucinations, planning, and reasoning, the limited utility of synthetic data compared to natural data, and energy and compute limits",descriptive,AI progress projections,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,partial,mixed,none,
claim_0952,2024-06-05,agi-by-2027,"As of mid-2024, no existing model outpaces GPT-4 by as much as GPT-4 outpaced the 2020 state of the art, indicating AI progress is already behind exponential projections",descriptive,AI progress rate,gpt4_overhyped,"GPT-4 was overhyped; it represents incremental improvement, not a paradigm shift, with the same fundamental limitations.",med,partial,mixed,none,
claim_0953,2024-06-05,agi-by-2027,Self-regulation by AI companies is ineffective,descriptive,AI regulation,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,low,no,untestable,none,
claim_0954,2024-06-05,agi-by-2027,The US legislature has made almost no progress in regulating Silicon Valley as of mid-2024,descriptive,AI regulation,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,med,partial,supported,none,
claim_0955,2024-06-05,first-sign-of-genai-winter,Declining GenAI seed-stage funding is an early indicator of a potential GenAI winter,descriptive,GenAI investment,genai_bubble_will_burst,The generative AI industry is a financial bubble with massive spending relative to revenue that will eventually burst.,med,partial,contradicted,none,
claim_0956,2024-06-07,the-misguided-backlash-against-californias,"California's SB-1047 AI safety bill should be strengthened, not weakened",normative,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0957,2024-06-07,the-misguided-backlash-against-californias,AI companies publicly support regulation but oppose it when actual legislation is proposed,descriptive,AI industry,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,partial,supported,none,
claim_0958,2024-06-07,the-misguided-backlash-against-californias,Big tech companies seek to maximize profits while externalizing AI risks to society,descriptive,AI industry,ai_roi_disappointing,"AI ROI has been deeply disappointing; companies spend far more on AI than they earn, productivity gains remain elusive.",low,no,untestable,none,
claim_0959,2024-06-07,the-misguided-backlash-against-californias,An unregulated AI industry will lead to disaster,causal,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0960,2024-06-07,the-misguided-backlash-against-californias,Microsoft Recall's plain-text database demonstrates that tech companies cannot be trusted to self-regulate on security and privacy,descriptive,Microsoft Recall,industry_self_regulation_fails,AI companies cannot be trusted to self-regulate; they externalize costs while capturing profits.,high,partial,supported,none,
claim_0961,2024-06-07,the-misguided-backlash-against-californias,AI companies should be subject to liability and basic safety requirements comparable to other industries,normative,AI regulation,ai_needs_regulation,AI systems need robust government regulation because industry self-regulation is insufficient to protect the public.,low,no,untestable,none,
claim_0962,2024-06-21,gpt-5-now-arriving-gate-8-gate-9,GPT-5 will not be released in 2024,predictive,GPT-5,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",high,yes,supported,explicit_date,2024
claim_0963,2024-06-21,gpt-5-now-arriving-gate-8-gate-9,"GPT-5, whenever released, will still hallucinate and make significant errors",predictive,GPT-5,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",med,partial,supported,none,
claim_0964,2024-06-21,gpt-5-now-arriving-gate-8-gate-9,GPT-4 Turbo and GPT-4o may have been failed attempts at GPT-5 that didn't meet the bar for the GPT-5 name,descriptive,OpenAI,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",med,partial,mixed,none,
claim_0965,2024-06-22,clarification-from-ray-kurzweil,AGI will not be achieved by 2029,predictive,AGI timeline,agi_not_imminent,AGI is not imminent and claims of near-term AGI by AI labs are unfounded hype.,high,yes,pending,explicit_date,2029
claim_0966,2024-06-22,the-great-ai-retrenchment-has-begun,LLMs are not AGI and will never achieve AGI on their own; scaling alone is insufficient,descriptive,LLMs,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",low,partial,mixed,none,
claim_0967,2024-06-22,the-great-ai-retrenchment-has-begun,Major AI companies are beginning to realize that scaling LLMs is insufficient for achieving AGI,descriptive,AI industry,scaling_wont_reach_agi,"Simply scaling up LLM architectures (more data, parameters, compute) will not produce AGI or solve fundamental capability gaps.",med,partial,supported,none,
claim_0968,2024-06-22,the-great-ai-retrenchment-has-begun,OpenAI's CTO admitted there is no mind-blowing GPT-5 behind the scenes as of mid-2024,descriptive,OpenAI,gpt5_disappointing,"GPT-5 is a moderate quantitative improvement that fails in the same qualitative ways as predecessors, confirming scaling limits.",high,partial,supported,none,
claim_0969,2024-06-22,the-great-ai-retrenchment-has-begun,AI industry leaders will increasingly revise their timelines downward and reduce expectations throughout 2024 and 2025,predictive,AI industry expectations,ai_scientists_overstate,Leading AI researchers and labs systematically overstate capabilities and make misleading claims.,med,partial,mixed,explicit_date,2024-2025
claim_0970,2024-06-28,the-need-for-a-president-that-speaks,Generative AI still has enormous limitations as of mid-2024,descriptive,generative AI,ai_progress_not_linear,AI progress is not linear or exponential; easy gains come first and fundamental problems remain unsolved.,low,partial,supported,none,
claim_0971,2024-06-28,the-need-for-a-president-that-speaks,"Generative AI continues to hallucinate and make significant errors, and is increasingly looking like a commercial dud",descriptive,generative AI,hallucination_unsolvable,LLM hallucination/confabulation is an inherent architectural limitation that cannot be fully solved within the current paradigm.,low,partial,contradicted,none,
claim_0972,2024-06-28,the-need-for-a-president-that-speaks,OpenAI may turn out to be the WeWork of AI -- a massively overvalued company that fails to deliver,predictive,OpenAI,openai_wont_stay_dominant,"OpenAI will not maintain dominance and faces serious competitive, financial, and organizational challenges.",med,partial,contradicted,none,
