post_id,claim_date,slug,reviewer,reviewed_at_utc,review_status,claims_extracted_count,evidence
post_0349,2025-05-05,why-do-large-language-models-hallucinate,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0350,2025-05-06,technology-review-jumps-the-shark,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0351,2025-05-07,all-your-data-belong-to-us,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0352,2025-05-08,everyone-is-cheating-their-way-through,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0353,2025-05-10,the-pope-gets-it,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0354,2025-05-10,the-secret-to-agi-in-4-pages,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0355,2025-05-12,chatgpt-blows-mapmaking-101,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0356,2025-05-14,when-it-comes-to-ai-policy-congress,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,10,file_read_and_hashed
post_0357,2025-05-15,has-grok-lost-its-mind-and-mind-melded,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0358,2025-05-16,two-years-ago-today-in-ai-history,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0359,2025-05-17,self-modern-post-parody,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0360,2025-05-19,ai-may-have-just-influenced-argentinas,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0361,2025-05-19,scaling-is-over-the-bubble-may-be,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0362,2025-05-22,the-ai-2027-scenario-how-realistic,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,20,file_read_and_hashed
post_0363,2025-05-23,black-mirror-was-a-warmup-act,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0364,2025-05-24,ai-literacy-hallucinations-and-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0365,2025-06-17,five-quick-updates-about-that-apple,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0366,2025-06-17,seven-replies-to-the-viral-apple,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0367,2025-06-21,1984-but-with-llms,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0368,2025-06-23,llms-dishonest-unpredictable-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0369,2025-06-25,image-generation-still-crazy-after,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0370,2025-07-01,alphageometry2-impressive-accomplishment,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0371,2025-07-03,a-knockout-blow-for-llms,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,8,file_read_and_hashed
post_0372,2025-07-04,botshit-gone-wild,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0373,2025-07-09,are-llms-starting-to-become-a-sentient,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0374,2025-07-09,scott-alexanders-misleading-victory,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0375,2025-07-10,breaking-news-ai-coding-may-not-be,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0376,2025-07-11,bad-actors-are-grooming-llms-to-produce,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0377,2025-07-13,how-o3-and-grok-4-accidentally-vindicated,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,21,file_read_and_hashed
post_0378,2025-07-15,why-my-pdoom-has-risen-dramatically,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,11,file_read_and_hashed
post_0379,2025-07-17,sex-violence-and-ethics-trying-to,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0380,2025-07-22,deepmind-and-openai-achieve-imo-gold,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0381,2025-07-27,what-to-expect-when-youre-expecting-62e,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,13,file_read_and_hashed
post_0382,2025-08-03,ai-agents-have-so-far-mostly-been,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0383,2025-08-04,slopocalypse-now,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0384,2025-08-07,gpt-5-hot-take,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0385,2025-08-09,gpt-5-overdue-overhyped-and-underwhelming,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,11,file_read_and_hashed
post_0386,2025-08-12,llms-are-not-like-you-and-meand-never,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0387,2025-08-14,openais-waterloo,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,6,file_read_and_hashed
post_0388,2025-08-17,llms-coding-agents-security-nightmare,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0389,2025-08-18,things-are-so-desperate-at-openai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0390,2025-08-20,is-this-the-moment-when-the-generative,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0391,2025-08-23,ai-layoffs-productivity-and-the-klarna,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0392,2025-08-27,what-scaling-does-and-doesnt-buy,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0393,2025-08-31,spinal-tap-meets-john-malkovich,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0394,2025-09-03,scaling-hasnt-gotten-us-to-agi-or,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0395,2025-09-05,the-bad-news-ai-is-going-pretty-much,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0396,2025-09-07,openais-future-foretold,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0397,2025-09-10,alan-kay-alan-turing-and-your-truly,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0398,2025-09-11,peak-bubble,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0399,2025-09-17,if-anyone-builds-it-does-everybody,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0400,2025-09-22,ai-red-lines-we-should-not-cross,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0401,2025-09-24,why-is-the-roi-on-generative-ai-so,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0402,2025-09-28,game-over-for-pure-llms-even-turing,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0403,2025-09-30,sam-altman-and-copyright-then-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0404,2025-10-12,the-grand-agi-delusion,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0405,2025-10-16,is-agi-the-right-goal-for-ai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0406,2025-10-18,the-last-few-months-have-been-devastating,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0407,2025-10-22,five-signs-that-generative-ai-is,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0408,2025-10-22,is-vibe-coding-dying,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0409,2025-10-27,could-china-devastate-the-us-without,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0410,2025-11-02,too-big-to-fail,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0411,2025-11-06,if-you-thought-the-2008-bank-bailout,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0412,2025-11-07,sam-altmans-pants-are-totally-on,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0413,2025-11-11,5-recent-ominous-signs-for-generative,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0414,2025-11-18,generative-ais-crippling-and-widespread,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,23,file_read_and_hashed
post_0415,2025-11-19,hot-take-on-googles-gemini-3,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0416,2025-11-19,mayday-the-white-house-is-attempting,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0417,2025-11-20,nvidias-earnings-report-and-the-calculus,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0418,2025-11-21,breaking-the-ai-2027-doomsday-scenario,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0419,2025-11-23,chatgpt-and-delusions-an-important,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0420,2025-11-24,erdosgate,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0421,2025-11-25,a-tale-of-two-ai-capitalisms,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0422,2025-11-27,has-the-bailout-of-generative-ai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0423,2025-12-01,a-trillion-dollars-is-a-terrible,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0424,2025-12-01,three-years-on-chatgpt-still-isnt,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,22,file_read_and_hashed
post_0425,2025-12-03,openais-code-red,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0426,2025-12-09,has-the-chinese-government-figured,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0427,2025-12-09,is-the-white-houses-ai-policy-coherent,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0428,2025-12-12,a-sad-day-for-america,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0429,2025-12-13,a-deeply-implausible-premise-is-behind,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0430,2025-12-15,a-case-for-ai-models-that-understand,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0431,2025-12-15,new-ways-to-corrupt-llms,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0432,2025-12-17,breaking-news-scale-is-all-you-need,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0433,2025-12-20,six-or-seven-predictions-for-ai-2026,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0434,2025-12-23,two-takes-on-ai-and-the-future-of,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0435,2025-12-26,the-ai-bubble-is-all-over-now-baby,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0436,2025-12-30,ai-cartoon-of-the-year-and-five-rereadings,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0437,2026-01-06,breaking-marcus-weighs-in-mostly,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0438,2026-01-06,the-false-glorification-of-yann-lecun,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,9,file_read_and_hashed
post_0439,2026-01-06,the-possibly-coming-ai-backlash-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0440,2026-01-06,why-chatgpt-cant-be-trusted-with,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0441,2026-01-07,the-worst-person-in-tech,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0442,2026-01-12,lets-be-honest-generative-ai-isnt,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0443,2026-01-13,the-rapid-rise-and-slow-decline-of,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0444,2026-01-14,how-generative-ai-is-destroying-society,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0445,2026-01-15,a-few-dark-words-about-chatbots-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0446,2026-01-21,the-big-short-meets-marcus-on-ai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0447,2026-01-22,breaking-sir-demis-hassabis-becomes,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0448,2026-01-22,further-breaking-news-further-vindicating,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0449,2026-01-23,ai-bot-swarms-threaten-to-undermine,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
post_0450,2026-02-01,openclaw-aka-moltbot-is-everywhere,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0451,2026-02-02,where-is-ai-headed-8-perspectives,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0452,2026-02-03,four-theories-about-the-spacex-xai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0453,2026-02-04,sam-altman-and-the-day-nvidias-meteoric,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0454,2026-02-05,is-the-great-ai-meltdown-imminent,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0455,2026-02-08,super-bowl-matchup-anthropic-vs-openai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0456,2026-02-10,breaking-llm-reasoning-continues,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0457,2026-02-10,some-disconcerting-facts-about-ai,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,5,file_read_and_hashed
post_0458,2026-02-11,about-that-matt-shumer-post-that,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0459,2026-02-11,the-literal-enshittification-of-the,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0460,2026-02-12,promises-are-cheap,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0461,2026-02-13,breaking-openai-is-probably-toast,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0462,2026-02-13,irony-irony-laced-with-karma-and,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0463,2026-02-14,we-urgently-need-a-federal-law-forbidding,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0464,2026-02-17,rumors-of-agis-arrival-have-been,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0465,2026-02-23,turns-out-generative-ai-was-a-scam,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0466,2026-02-24,marilyn-molly-marcus-1942-2026,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0467,2026-02-25,code-red-for-humanity,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,4,file_read_and_hashed
post_0468,2026-02-26,america-and-probably-the-world-stands,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,7,file_read_and_hashed
post_0469,2026-02-26,historic-statement-from-dario-amodei,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0470,2026-02-26,retired-us-air-force-general-jack,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0471,2026-02-27,did-trump-just-overplay-his-hand,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,2,file_read_and_hashed
post_0472,2026-02-27,does-openais-new-financing-make-sense,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,1,file_read_and_hashed
post_0473,2026-02-28,the-whole-thing-was-scam,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,0,file_read_and_hashed
post_0474,2026-03-01,is-ai-already-killing-people-by-accident,chatgpt_automation_scan_v1,2026-03-03T00:44:32+00:00,scanned_full_text,3,file_read_and_hashed
