theme3_id,theme_label,target_mode,claim_type_mode,first_date,last_date,claim_occurrences,goalpost_shift_candidate,status_at_eval,confidence,as_of_date,reason,sources
theme3_fe6828136104,agi_timeline,microsoft,predictive,2024-02-12,2024-02-12,1,no,unresolved,medium,2026-03-02,Downgraded from mixed for high-precision pass: claim remains too broad/ambiguous for decisive adjudication.,https://openai.com/index/introducing-gpt-5/;https://deepmind.google/models/model-cards/gemini-3-1-pro/;https://www.anthropic.com/system-cards
theme3_4d4764672c3e,agi_timeline,agi,normative,2023-02-03,2025-11-21,19,yes,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_1035472658e9,regulation_policy,regulation,normative,2022-05-29,2026-02-26,16,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_0572199dc099,reasoning_common_sense,general_ai,normative,2023-02-11,2026-02-14,10,yes,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_9b38ae8cd486,safety_alignment,ai_safety,normative,2023-10-26,2025-07-15,9,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_331c20da7676,safety_alignment,regulation,normative,2023-02-26,2025-05-14,7,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_8d9a23510bf7,openai_governance,general_ai,normative,2023-12-07,2025-11-18,7,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_1171c23b8fe5,openai_governance,openai,normative,2023-02-21,2024-10-24,5,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_172e5150cd97,scaling_limits,llms,normative,2023-02-11,2025-07-13,5,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_4fc5744321e5,reasoning_common_sense,agi,normative,2022-05-29,2025-12-17,5,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_8f587a704cfd,hallucination_misinformation,llms,normative,2024-03-15,2026-01-06,5,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_fa38c07be4e7,safety_alignment,general_ai,normative,2023-11-25,2026-02-26,5,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_0ec6975bae97,scaling_limits,general_ai,normative,2024-09-10,2026-02-10,4,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_2ea498a89294,hallucination_misinformation,general_ai,normative,2023-02-15,2026-02-25,4,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_c34d7523982e,hallucination_misinformation,ai_safety,normative,2023-02-15,2026-01-23,4,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_fc164b36a679,safety_alignment,llms,normative,2023-03-29,2024-10-05,4,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_374373bb7ddc,regulation_policy,general_ai,normative,2023-09-21,2025-07-13,3,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_0f76f2088106,scaling_limits,agi,normative,2025-03-05,2025-08-09,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_10988792d03a,regulation_policy,openai,normative,2023-10-17,2024-04-08,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_4092af813ca4,regulation_policy,llms,normative,2025-04-03,2025-12-13,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_847967e079b6,hallucination_misinformation,agi,normative,2023-05-01,2025-03-05,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_8546265138f1,self_driving_robotics,general_ai,normative,2023-01-31,2023-02-11,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_c49097e81ee1,self_driving_robotics,llms,normative,2023-10-26,2024-02-12,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_d59b750b4574,reasoning_common_sense,openai,normative,2024-02-11,2025-07-13,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_ef9572842556,reasoning_common_sense,llms,normative,2023-02-15,2025-04-17,2,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_023d31465c4a,copyright_ip,microsoft,normative,2024-05-29,2024-05-29,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_0b8a4f26a16f,hallucination_misinformation,google,normative,2024-04-06,2024-04-06,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_1c72faf37cd5,agi_timeline,regulation,normative,2025-05-14,2025-05-14,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_1ebd4ce067d9,market_hype_bubble,llms,normative,2023-02-18,2023-02-18,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_3c58fbaf4439,safety_alignment,openai,normative,2024-02-04,2024-02-04,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_4acd3c028f35,agi_timeline,meta,normative,2025-01-14,2025-01-14,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_4c6df10ac954,agi_timeline,general_ai,normative,2022-05-29,2022-05-29,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_65d13d74dd78,agi_timeline,openai,normative,2024-03-01,2024-03-01,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_6f07286a29dd,reasoning_common_sense,ai_safety,normative,2024-08-20,2024-08-20,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_79c4816299f2,scaling_limits,regulation,normative,2024-11-24,2024-11-24,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_7fce72a0f3dd,self_driving_robotics,tesla,normative,2023-02-11,2023-02-11,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_919f4cd32961,hallucination_misinformation,microsoft,normative,2024-04-17,2024-04-17,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_91ef632a8c27,reasoning_common_sense,tesla,normative,2023-08-20,2023-08-20,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_9d3a3aa0a56f,self_driving_robotics,google,normative,2023-02-17,2023-02-17,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_9f755cccecc5,regulation_policy,tesla,normative,2024-04-09,2024-04-09,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_a49d43352868,hallucination_misinformation,openai,normative,2023-03-18,2023-03-18,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_c1d277607edd,reasoning_common_sense,google,normative,2025-01-05,2025-01-05,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_d623e8944184,market_hype_bubble,general_ai,normative,2025-03-09,2025-03-09,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_d8c7f3475f9e,scaling_limits,ai_safety,normative,2024-02-11,2024-02-11,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_e35c4f9a12f0,copyright_ip,general_ai,normative,2023-02-18,2023-02-18,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
theme3_f018463815f0,reasoning_common_sense,microsoft,normative,2023-09-22,2023-09-22,1,no,untestable,high,2026-03-02,Normative/prescriptive theme without a clear falsification condition.,https://openai.com/index/introducing-gpt-5/
