theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_696ea994cd91,safety_alignment,8,cluster2_e928a0fa527f,cluster2_f38689a0141c,2025-05-22,2025-06-23,2027-12-31,,less_specific,balanced,balanced,stable,0.980,2,"And, as I will argue at the end, stoking fear, uncertainty and doubt may actually ultimately be harming the (noble!) cause of AI safety, rather than helping it. § Because AI 2027 has caused such a stir, it is worth dissecting its dark “scenario” 1 in detail.","Late last night the Senate’s parliamentarian gave the provision that would block state action a green light, making it ever less likely that the United States will ever hold AI companies meaningfully accountable for the harms they might cause."
theme3_7536106433d4,reasoning_common_sense,1,cluster2_0119bbc834eb,cluster2_602f3619d47e,2024-06-07,2024-06-07,,,stable,balanced,balanced,stable,0.959,1,"Quoting a bit from his brief summary on X, Ng complains that: There are many things wrong with this bill, but I’d like to focus here on just one: It defines an unreasonable “hazardous capability” designation that may make builders of large AI models liable if someone uses their models to do something that exceeds the bill’s definition of harm (such as causing $500 million in damage).","It does, for example, ask that companies take reasonable measures to ensure that their products are not hazardous and to safety-test their products – something that 7 companies already swore on their pinkies to President Biden to do."
theme3_7536106433d4,reasoning_common_sense,2,cluster2_602f3619d47e,cluster2_59cf8b13bb86,2024-06-07,2025-02-26,,,stable,balanced,balanced,stable,0.978,1,"It does, for example, ask that companies take reasonable measures to ensure that their products are not hazardous and to safety-test their products – something that 7 companies already swore on their pinkies to President Biden to do.","He has done so much harm in recent weeks, though, ranging from violent cuts on science research to, in a deeply Orwellian move, preparing to feed massive amounts of private information into unreliable generative AI for the purposes of making employment decisions that I no longer find him remotely reasonable."
theme3_7645c65073c8,agents_reliability,1,cluster2_5bdcdd29b6cb,cluster2_1b52e98783eb,2025-05-22,2025-08-03,,,stable,balanced,balanced,stable,1.000,1,"This bakes in a basic personality and “drives.” 20 For example, an agent that understands a task clearly is more likely to complete it successfully; over the course of training the model “learns” a “drive” to get a clear understanding of its tasks.",That can and sometimes does lead to catastrophe. § I don’t expect agents to go away; eventually AI agents will be among the biggest time-savers humanity has ever known.
theme3_7d22014cb9c1,openai_governance,1,cluster2_54d1904d91ce,cluster2_4ccb1c9af8b9,2023-10-17,2023-11-17,,,stable,balanced,balanced,stable,0.961,1,"If Yann LeCun and I are correct, AI will need genuinely new paradigms to get to the next level in AI, and OpenAI may be no closer to that than anyone else. § If GPT-5 did fail to please, or even if it were just deferred indefinitely (like so many promises that have been about driverless cars), it could have a rapid, deflationary effect on sky-high valuations.","Coming from Gates, this is a big deal, since Gates probably has access to drafts of GPT-5, given that he still owns a lot of Microsoft which owns a lot of OpenAI. § I will confess that I found all of this to be more than a little bit vindicating; I am human after all."
theme3_7d22014cb9c1,openai_governance,2,cluster2_4ccb1c9af8b9,cluster2_4e56549220ea,2023-11-17,2024-01-27,,,stable,balanced,balanced,stable,0.951,1,"Coming from Gates, this is a big deal, since Gates probably has access to drafts of GPT-5, given that he still owns a lot of Microsoft which owns a lot of OpenAI. § I will confess that I found all of this to be more than a little bit vindicating; I am human after all.","It’s also worth noting that OpenAI is not alone is all of this; many other generative AI companies are likely to encounter intense legal and public pressure this year, around potential cases of copyright infringement."
theme3_7d22014cb9c1,openai_governance,3,cluster2_4e56549220ea,cluster2_d0519865ab11,2024-01-27,2024-02-04,,,stable,balanced,balanced,stable,0.980,1,"It’s also worth noting that OpenAI is not alone is all of this; many other generative AI companies are likely to encounter intense legal and public pressure this year, around potential cases of copyright infringement.","Certainly OpenAI has in no way proven that there is not an important positive relationship between LLM access and capacity to design bioweapons, even if you bought the Bonferonni argument, which you shouldn’t. § OpenAI also performed what I will call a threshold analysis, in which they focus only on people who get at least 8 of 10 correct."
theme3_7d22014cb9c1,openai_governance,4,cluster2_d0519865ab11,cluster2_ed076d0718c5,2024-02-04,2024-02-11,,,stable,balanced,balanced,stable,0.957,1,"Certainly OpenAI has in no way proven that there is not an important positive relationship between LLM access and capacity to design bioweapons, even if you bought the Bonferonni argument, which you shouldn’t. § OpenAI also performed what I will call a threshold analysis, in which they focus only on people who get at least 8 of 10 correct.","I know the fantasy here is generative AI will make the whole pie vastly bigger, as far as I can tell running it is so costly OpenAI hasn’t yet even turned a profit."
theme3_7d22014cb9c1,openai_governance,5,cluster2_ed076d0718c5,cluster2_78181e1324f1,2024-02-11,2024-03-31,,near_term,more_specific,balanced,balanced,stable,0.919,1,"I know the fantasy here is generative AI will make the whole pie vastly bigger, as far as I can tell running it is so costly OpenAI hasn’t yet even turned a profit.","So here is my prediction: If OpenAI manages to put out a truly mindblowing GPT-5 this year, the hype will further increase; the bubble won’t burst soon (even if the use cases to justify it aren’t really there)."
theme3_7d22014cb9c1,openai_governance,6,cluster2_78181e1324f1,cluster2_51054f5db7aa,2024-03-31,2024-05-05,near_term,,less_specific,balanced,balanced,stable,0.950,2,"So here is my prediction: If OpenAI manages to put out a truly mindblowing GPT-5 this year, the hype will further increase; the bubble won’t burst soon (even if the use cases to justify it aren’t really there).","One might also wonder whether AI will genuinely create abundance, longevity, etc, and further whether Generative AI, the only form of AI that OpenAI happens to specialize in, will play a material role in such advances."
theme3_7d22014cb9c1,openai_governance,7,cluster2_51054f5db7aa,cluster2_a6e467bb6987,2024-05-05,2024-05-05,,,stable,balanced,hedged,softened,0.947,2,"One might also wonder whether AI will genuinely create abundance, longevity, etc, and further whether Generative AI, the only form of AI that OpenAI happens to specialize in, will play a material role in such advances.","They might worry that people will lose their jobs, and their sense of well-being; they might worry that the tools of AI might be misused for nefarious purposes, as OpenAI themselves detailed at great length in the 60 page GPT-4 System Card ."
theme3_7d22014cb9c1,openai_governance,8,cluster2_a6e467bb6987,cluster2_b0152b5d1e71,2024-05-05,2024-08-06,,,stable,hedged,balanced,hardened,0.974,1,"They might worry that people will lose their jobs, and their sense of well-being; they might worry that the tools of AI might be misused for nefarious purposes, as OpenAI themselves detailed at great length in the 60 page GPT-4 System Card .","(Brockman’s extended leave shocks me the most.) The board, which basically said it couldn’t trust Sam, may have had a point. § I said it before, and I will say it again: OpenAI could wind up being seen as the WeWork of AI."
theme3_7d22014cb9c1,openai_governance,9,cluster2_b0152b5d1e71,cluster2_2578113b4e2e,2024-08-06,2024-09-12,,,stable,balanced,balanced,stable,0.969,1,"(Brockman’s extended leave shocks me the most.) The board, which basically said it couldn’t trust Sam, may have had a point. § I said it before, and I will say it again: OpenAI could wind up being seen as the WeWork of AI.","I promise it will all come together in a moment. ¶ OpenAI’s latest, GPT o1, code named Strawberry, came out .."
theme3_7d22014cb9c1,openai_governance,10,cluster2_2578113b4e2e,cluster2_0a0af98cec93,2024-09-12,2024-10-05,,,stable,balanced,balanced,stable,1.000,1,"I promise it will all come together in a moment. ¶ OpenAI’s latest, GPT o1, code named Strawberry, came out ..","We have been told that AI will “solve physics” (per Sam Altman), make major breakthroughs in medicine, battery technology, etc, but so far none of that has materialized."
theme3_7d22014cb9c1,openai_governance,11,cluster2_0a0af98cec93,cluster2_cc88222ba771,2024-10-05,2024-10-30,,,stable,balanced,balanced,stable,1.000,1,"We have been told that AI will “solve physics” (per Sam Altman), make major breakthroughs in medicine, battery technology, etc, but so far none of that has materialized.","It’s just fantasy to imagine selling 200 times as many humanoid robots in the nearish term when nobody knows how to build a single safe, reliable, generally useful humanoid right now, at any price.” At the same venue, Elon Musk said confidently (after acknowledging that the future that is not fully knowable), “ I feel comfortable saying that that AI is getting 10 times better each year ” – never specifying any measure that supports this claim (is OpenAI’s o1 100 times better than GPT4?"
theme3_7d22014cb9c1,openai_governance,12,cluster2_cc88222ba771,cluster2_3af7213a335f,2024-10-30,2025-01-22,,,stable,balanced,balanced,stable,0.955,1,"It’s just fantasy to imagine selling 200 times as many humanoid robots in the nearish term when nobody knows how to build a single safe, reliable, generally useful humanoid right now, at any price.” At the same venue, Elon Musk said confidently (after acknowledging that the future that is not fully knowable), “ I feel comfortable saying that that AI is getting 10 times better each year ” – never specifying any measure that supports this claim (is OpenAI’s o1 100 times better than GPT4?","Like a lot of what Sam says, this is based on the conjecture, or in this case multiple conjectures: The entirely speculative conjecture that LLMs or something else OpenAI figures out how to be build will be enormously profitable."
theme3_7d22014cb9c1,openai_governance,13,cluster2_3af7213a335f,cluster2_3a30a47e741b,2025-01-22,2025-01-26,,,stable,balanced,balanced,stable,0.946,1,"Like a lot of what Sam says, this is based on the conjecture, or in this case multiple conjectures: The entirely speculative conjecture that LLMs or something else OpenAI figures out how to be build will be enormously profitable.","GPT-5 or a similarly impressive model will come eventually, perhaps led by OpenAI, a Chinese company, or maybe a competitor like Google will get there first."
theme3_7d22014cb9c1,openai_governance,14,cluster2_3a30a47e741b,cluster2_ea98392d5e11,2025-01-26,2025-02-13,,,stable,balanced,balanced,stable,0.946,1,"GPT-5 or a similarly impressive model will come eventually, perhaps led by OpenAI, a Chinese company, or maybe a competitor like Google will get there first.","Instead, OpenAI will be throwing the kitchen sink at future efforts to build GPT-5 , including “test-time-compute”, a new approach that involves longer, more expensive inference times rather than “constant time inference” of GPT-4-like models, as well as (I suspect) massive amounts of synthetic data, which appears to work better for semi-closed domains like math and coding than in the open-ended real world."
theme3_7d22014cb9c1,openai_governance,15,cluster2_ea98392d5e11,cluster2_66b70047be4d,2025-02-13,2025-07-22,,,stable,balanced,balanced,stable,0.967,1,"Instead, OpenAI will be throwing the kitchen sink at future efforts to build GPT-5 , including “test-time-compute”, a new approach that involves longer, more expensive inference times rather than “constant time inference” of GPT-4-like models, as well as (I suspect) massive amounts of synthetic data, which appears to work better for semi-closed domains like math and coding than in the open-ended real world.","Related to this, I will not be commenting on any self-reported AI competition performance results for which the methodology was not disclosed in advance of the competition."" That is to say, Tao is refusing to acknowledge (or even name) OpenAI and its accomplishment at all."
theme3_7d22014cb9c1,openai_governance,16,cluster2_66b70047be4d,cluster2_962e55305f45,2025-07-22,2025-08-09,,,stable,balanced,balanced,stable,0.939,1,"Related to this, I will not be commenting on any self-reported AI competition performance results for which the methodology was not disclosed in advance of the competition."" That is to say, Tao is refusing to acknowledge (or even name) OpenAI and its accomplishment at all.","On the question of “which company [will have] the best AI model at the end of August”, a Polymarket poll charted OpenAI dropping from 75% to 14% in the space of an hour ."
theme3_7d22014cb9c1,openai_governance,17,cluster2_962e55305f45,cluster2_e9ebc7772031,2025-08-09,2026-02-05,,,stable,balanced,balanced,stable,0.968,1,"On the question of “which company [will have] the best AI model at the end of August”, a Polymarket poll charted OpenAI dropping from 75% to 14% in the space of an hour .","My only objection is to the second part of the subheadline, “Apparent collapse of Nvidia–OpenAI tie-up raises questions about circular funding and who will bear the cost of AI’s expansion”."
theme3_7d22014cb9c1,openai_governance,18,cluster2_e9ebc7772031,cluster2_e7f408dc6074,2026-02-05,2026-02-08,,,stable,balanced,balanced,stable,0.967,1,"My only objection is to the second part of the subheadline, “Apparent collapse of Nvidia–OpenAI tie-up raises questions about circular funding and who will bear the cost of AI’s expansion”.","But not to Claude.”) Even Sam Altman admits that it’s funny : From what I gather, OpenAI will run some ads, too."
theme3_7d22014cb9c1,openai_governance,19,cluster2_e7f408dc6074,cluster2_845ab3a24e71,2026-02-08,2026-02-13,,2023-12-31,more_specific,balanced,balanced,stable,0.957,1,"But not to Claude.”) Even Sam Altman admits that it’s funny : From what I gather, OpenAI will run some ads, too.","Will OpenAI someday be seen as the WeWork of AI, as I have suggested several times, as far as back as late 2023 ?"
theme3_7d22014cb9c1,openai_governance,20,cluster2_845ab3a24e71,cluster2_4d1408b05644,2026-02-13,2026-02-27,2023-12-31,,less_specific,balanced,balanced,stable,0.810,2,"Will OpenAI someday be seen as the WeWork of AI, as I have suggested several times, as far as back as late 2023 ?","Even with Nvidia and other propping them up, I hold onto my longstanding sense that there is a good chance that OpenAI will someday be seen as the WeWork of AI."
theme3_7e94375ad3bc,regulation_policy,1,cluster2_5e890507c7c2,cluster2_d2a4ed03395c,2024-02-21,2024-06-07,2019-12-31,,less_specific,balanced,balanced,stable,0.962,2,"The capacity to endow machines with the commonsense understanding of history, culture, and human values that would be required to make sensible guardrails has not. § In closing, I will repeat, perhaps not for the first time here, something prescient that Ernest Davis and I wrote at the end of Rebooting AI , on 2019: Gary Marcus keeps hoping that he will live to see an AI that is deeper than mere stochastic mimicry plus Band-Aids.","Gary Marcus, author of the forthcoming book Taming Silicon Valley, hopes that people will eventually recognize that unregulated AI could be as foolish as — or more foolish than — unregulated explosives."
theme3_7e94375ad3bc,regulation_policy,2,cluster2_d2a4ed03395c,cluster2_9f9bfd52a4fe,2024-06-07,2025-04-17,,,stable,balanced,balanced,stable,1.000,1,"Gary Marcus, author of the forthcoming book Taming Silicon Valley, hopes that people will eventually recognize that unregulated AI could be as foolish as — or more foolish than — unregulated explosives.","Unexpected circumstances have been and continue to be the bane of contemporary AI techniques, and probably will be until there is a real revolution."
theme3_833be3ff31bb,agents_reliability,1,cluster2_1e5894a5de3b,cluster2_0f7e86c0aac1,2024-02-10,2025-08-03,,,stable,balanced,balanced,stable,0.946,1,"One screwup (and we all know LLMs are prone to screwups) and a LOT of people could die. § In the very best case, LLM-based agents will change the world for the better.","Someday, I predict, the failure of current agents to produce much of lasting value will be seen as a poignant reflection of a massive mistake, intellectually and economically speaking: the mistake of investing almost solely in LLMs, as a kind of hopeful shortcut."
theme3_843083c99dae,hallucination_misinformation,1,cluster2_3dead0b718e0,cluster2_badbd11aabe1,2023-02-16,2023-02-16,,,stable,balanced,balanced,stable,0.970,1,A decent fraction of the AI community has already recognized that the primary forte of large language models is in generating bullshit; many also see that the current path to autonomous vehicles is not making the progress that some expected.,"If you treat ChatGPT as a sentient being, when it clearly is not, you are misleading the public into thinking ChatGPT is sentient; rather than communicating good science, you are hyping bullshit."
theme3_843083c99dae,hallucination_misinformation,2,cluster2_badbd11aabe1,cluster2_6cb83b12e457,2023-02-16,2023-03-11,,,stable,balanced,balanced,stable,0.974,1,"If you treat ChatGPT as a sentient being, when it clearly is not, you are misleading the public into thinking ChatGPT is sentient; rather than communicating good science, you are hyping bullshit.","State actors and extremist groups are likely to use large language models to deliberately mass produce authoritative-sounding misinformation with fake references and data at unprecedented scale, attempting to sway elections and public opinion."
theme3_843083c99dae,hallucination_misinformation,3,cluster2_6cb83b12e457,cluster2_4e5114d1c6d2,2023-03-11,2024-02-06,,,stable,balanced,balanced,stable,1.000,1,"State actors and extremist groups are likely to use large language models to deliberately mass produce authoritative-sounding misinformation with fake references and data at unprecedented scale, attempting to sway elections and public opinion.","For example, ChatGPT claimed (falsely yet authoritatively, and without any evidence) that I had a pet chicken named Henrietta: Wholesale unintentional fabrication is not the same thing as making a flawed argument, or lying, or spinning facts for political gain, and so on."
theme3_843083c99dae,hallucination_misinformation,4,cluster2_4e5114d1c6d2,cluster2_102bebbe59bf,2024-02-06,2024-03-10,,,stable,balanced,balanced,stable,1.000,1,"For example, ChatGPT claimed (falsely yet authoritatively, and without any evidence) that I had a pet chicken named Henrietta: Wholesale unintentional fabrication is not the same thing as making a flawed argument, or lying, or spinning facts for political gain, and so on.","Likely still a concern, especially with open-source bots that may have less carefully constructed guardrails ; there has been at least one chatbot related death. “GPT-3 is prone to producing toxic language, and promulgating misinformation” Still true, with some progress."
theme3_843083c99dae,hallucination_misinformation,5,cluster2_102bebbe59bf,cluster2_a453bdb54efd,2024-03-10,2024-04-13,,,stable,balanced,hedged,softened,0.958,2,"Likely still a concern, especially with open-source bots that may have less carefully constructed guardrails ; there has been at least one chatbot related death. “GPT-3 is prone to producing toxic language, and promulgating misinformation” Still true, with some progress.","Even if LLMs could max out on all existing benchmark, we might still have a long way to go. § If we really have changed regimes, from rapid progress to diminishing returns, and hallucinations and stupid errors do linger, LLMs may never be ready for prime time."
theme3_843083c99dae,hallucination_misinformation,6,cluster2_a453bdb54efd,cluster2_8f966ddd439d,2024-04-13,2024-04-21,,,stable,hedged,balanced,hardened,0.946,1,"Even if LLMs could max out on all existing benchmark, we might still have a long way to go. § If we really have changed regimes, from rapid progress to diminishing returns, and hallucinations and stupid errors do linger, LLMs may never be ready for prime time.",So many people are confused about the relation between human cognitive errors and LLM hallucinations that I wrote this short explainer: Humans say things that aren't true for many different reasons • Sometimes they lie • Sometimes they misremember things • Sometimes they fail to think through what they are saying • Sometimes they are on drugs • Sometimes they suffer from mental disorders etc LLMs errors result from 𝙖 𝙙𝙞𝙛𝙛𝙚𝙧𝙚𝙣𝙩 𝙪𝙣𝙙𝙚𝙧𝙡𝙮𝙞𝙣𝙜 𝙥𝙧𝙤𝙘𝙚𝙨𝙨.
theme3_843083c99dae,hallucination_misinformation,7,cluster2_8f966ddd439d,cluster2_e168741f56d0,2024-04-21,2024-04-21,,,stable,balanced,balanced,stable,0.913,1,So many people are confused about the relation between human cognitive errors and LLM hallucinations that I wrote this short explainer: Humans say things that aren't true for many different reasons • Sometimes they lie • Sometimes they misremember things • Sometimes they fail to think through what they are saying • Sometimes they are on drugs • Sometimes they suffer from mental disorders etc LLMs errors result from 𝙖 𝙙𝙞𝙛𝙛𝙚𝙧𝙚𝙣𝙩 𝙪𝙣𝙙𝙚𝙧𝙡𝙮𝙞𝙣𝙜 𝙥𝙧𝙤𝙘𝙚𝙨𝙨.,"Instead, everything that LLMs say -- true or false -- comes from the same process of statistically reconstructing what words are likely in some context."
theme3_843083c99dae,hallucination_misinformation,8,cluster2_e168741f56d0,cluster2_ef7312c16783,2024-04-21,2025-02-09,,,stable,balanced,balanced,stable,0.956,1,"Instead, everything that LLMs say -- true or false -- comes from the same process of statistically reconstructing what words are likely in some context.","I think it is fair to say that “Deep Learning is Hitting a Wall” didn’t anticipate how well a system like Deep Research might work, but in most other respects, ranging from anticipating the slowing of pure LLMs to the need for neurosymbolic AI to the continued troubles with reasoning and hallucination, the paper was bang on."
theme3_843083c99dae,hallucination_misinformation,9,cluster2_ef7312c16783,cluster2_9a5bec033295,2025-02-09,2025-06-23,,,stable,balanced,balanced,stable,0.970,1,"I think it is fair to say that “Deep Learning is Hitting a Wall” didn’t anticipate how well a system like Deep Research might work, but in most other respects, ranging from anticipating the slowing of pure LLMs to the need for neurosymbolic AI to the continued troubles with reasoning and hallucination, the paper was bang on.","Reasoning models like o3 would likely behave markedly better in this particular kind of dialog 1 , but still make hallucinations of different sorts, sometimes at high rates .) § In another interchange I just saw (shared by Justine Moore, a partner at the increasingly notorious venture capital firm a16z) an LLM does such a bad job coding it offers to kill itself."
theme3_843083c99dae,hallucination_misinformation,10,cluster2_9a5bec033295,cluster2_ab47c3eb54b3,2025-06-23,2025-12-01,,,stable,balanced,balanced,stable,1.000,1,"Reasoning models like o3 would likely behave markedly better in this particular kind of dialog 1 , but still make hallucinations of different sorts, sometimes at high rates .) § In another interchange I just saw (shared by Justine Moore, a partner at the increasingly notorious venture capital firm a16z) an LLM does such a bad job coding it offers to kill itself.","(I do think they have their uses, but I worry about their costs to society, around bias, cybersecurity, misinformation, nonconsensual deepfake porn, copyright theft, energy and water usage, the gradual enshittification of the internet, the severe hit to college education, and so on.) I think that the recurring core technical problems that we have seen (as discussed below) with LLMs aren’t going way; instead they inherent to the technology."
theme3_847967e079b6,hallucination_misinformation,1,cluster2_337b553dfbd3,cluster2_92e0a665743f,2023-05-01,2025-03-05,,,stable,balanced,balanced,stable,0.972,1,"I’ve been writing with urgency about my concerns about the contributions of large language models misinformation , and my concerns about how bad actors might misuse AI, and in my essay AI risk ≠ AGI risk , argued that we should worry about both near-term and long-term risks.",(Ongoing unpredictable errors in LLMs reflect this.) • AGI should have a reliable ability to keep track of individuals and their properties without hallucination.
theme3_84ad1984d6b1,hallucination_misinformation,1,cluster2_7b2739eefbc4,cluster2_806f90c5d70b,2023-11-26,2024-01-08,,,stable,high_assertion,high_assertion,stable,0.983,1,"(And if the OpenAI staff leaves, nobody will offer much for what’s left over.) There has never been a solution to the hallucination problem, and it’s not clear that there will be until we find a new paradigm, as Altman himself partly acknowledged last week, when he did his best Gary Marcus impression .","In the interest of protecting delicate ears, I will quote only the less off-color opening bit here. § OpenAI’s lobbying campaign, simply put, is based on a false dichotomy (give everything to us free or we will die)—and also a threat: either we get to use all the existing IP we want for free, or you won’t get to generative AI anymore."
theme3_84ad1984d6b1,hallucination_misinformation,2,cluster2_806f90c5d70b,cluster2_e4292691b51f,2024-01-08,2025-12-01,,,stable,high_assertion,high_assertion,stable,1.000,1,"In the interest of protecting delicate ears, I will quote only the less off-color opening bit here. § OpenAI’s lobbying campaign, simply put, is based on a false dichotomy (give everything to us free or we will die)—and also a threat: either we get to use all the existing IP we want for free, or you won’t get to generative AI anymore.","That was never going to work. § If things do go belly-up, and the whole economy falls into recession, the single biggest culprit in my mind, will be ChatGPT’s human avatar, its bullshit-spewing CEO Sam Altman, who hyped GPT-5 endlessly for years, pretending he knew that AGI was coming when in hindsight he was bluffing."
theme3_8546265138f1,self_driving_robotics,1,cluster2_442dd0ed02fe,cluster2_3e1d1406a62c,2023-01-31,2023-02-11,2013-12-31,,less_specific,balanced,balanced,stable,0.919,2,"Three minutes into his talk, Urmson told a profound story that pretty much every congressperson and citizen should be pondering, deeply, right about now: So back in 2013, we had the first test of a self-driving car where we let regular people use it.",The whole point of “Full” self-driving is that the car should be able take you from point A to point B without requiring a human to pay attention at all.
theme3_8d9a23510bf7,openai_governance,1,cluster2_134b3eda5f2b,cluster2_c36bc50f2359,2023-12-07,2024-04-13,,,stable,balanced,balanced,stable,0.909,1,"If the Board was making a step towards bringing them back to their original mission, of AI for human interest rather than for profit, we should be praising them, not burying them.","Reliable, trustworthy AI is surely achievable, but we may need to go back to the drawing board to get there."
theme3_8d9a23510bf7,openai_governance,2,cluster2_c36bc50f2359,cluster2_6e0b8af37c4d,2024-04-13,2024-05-30,,,stable,balanced,balanced,stable,0.971,1,"Reliable, trustworthy AI is surely achievable, but we may need to go back to the drawing board to get there.","It is the latter, and not the former, that led the late Dan Dennett to write an essay about the perils of counterfeit humans , arguing that “Companies using AI to generate fake people are committing an immoral act of vandalism, and should be held liable.” The Board should have been apprised that this was in the works."
theme3_8d9a23510bf7,openai_governance,3,cluster2_6e0b8af37c4d,cluster2_0df0de96fe9a,2024-05-30,2025-08-17,,,stable,balanced,balanced,stable,1.000,1,"It is the latter, and not the former, that led the late Dan Dennett to write an essay about the perils of counterfeit humans , arguing that “Companies using AI to generate fake people are committing an immoral act of vandalism, and should be held liable.” The Board should have been apprised that this was in the works.","No one patch would be enough, or even a thousand; there are just too many variations on the overall theme, and at the same time, many developers will find it hard to resist giving AI tools far more access and permissions than they should, lured by hopes of convenience and productivity."
theme3_8d9a23510bf7,openai_governance,4,cluster2_0df0de96fe9a,cluster2_2a2d2d3e0129,2025-08-17,2025-11-18,,,stable,balanced,balanced,stable,0.978,1,"No one patch would be enough, or even a thousand; there are just too many variations on the overall theme, and at the same time, many developers will find it hard to resist giving AI tools far more access and permissions than they should, lured by hopes of convenience and productivity.","It was obvious even in 1948 where the core of a chess program should begin: with a world model, viz. a machine-internal representation of the current board state (which pieces are on which squares) that can be updated after every move."
theme3_8d9a23510bf7,openai_governance,5,cluster2_2a2d2d3e0129,cluster2_324ad0fbfbf2,2025-11-18,2025-11-18,,,stable,balanced,balanced,stable,0.867,1,"It was obvious even in 1948 where the core of a chess program should begin: with a world model, viz. a machine-internal representation of the current board state (which pieces are on which squares) that can be updated after every move.",You don’t need to have a world model (here a representation of the board) at all to parrot these moves.
theme3_8e4a7ba67b7e,safety_alignment,1,cluster2_a2733e6ac553,cluster2_72ebd8947074,2023-04-04,2025-06-23,near_term,,less_specific,balanced,balanced,stable,0.941,2,"Documentation, reports, decision support -- all seem more useful in the near term.” Let’s use LLM’s where there can be help, and be cautious where they might cause harm.",In a recent unscientific poll I ran roughly a third of the respondents felt that there was a greater than 1 in 5 chance that LLMs could cause serious harm to humanity in the next twelve months .
theme3_8f587a704cfd,hallucination_misinformation,1,cluster2_3e1007c9fc35,cluster2_2e7b3f41ca16,2024-03-15,2024-04-21,,,stable,hedged,balanced,hardened,0.971,1,"Here’s another blatant example: In my opinion, every article with ChatGPT remnants should be considered suspect and perhaps retracted, because hallucinations may have filtered in, and both authors and reviewers) were asleep at the switch.","Instead we need to wake up and realize that hallucinations are absolutely core to how LLMs work, and that we need new approaches based on different ideas."
theme3_8f587a704cfd,hallucination_misinformation,2,cluster2_2e7b3f41ca16,cluster2_76372dca5fa4,2024-04-21,2025-02-27,,,stable,balanced,balanced,stable,1.000,1,"Instead we need to wake up and realize that hallucinations are absolutely core to how LLMs work, and that we need new approaches based on different ideas.","GPT 5 is still a fantasy. • Scaling data and compute is not a physical law, and pretty much everything I have told you was true. • All the bullshit about GPT-5 we listened to for the last couple years: not so true. • AI influencers like Tyler Cowen will blame the users , but the results just aren’t what they had hoped for."
theme3_8f587a704cfd,hallucination_misinformation,3,cluster2_76372dca5fa4,cluster2_22f2430375b0,2025-02-27,2025-12-01,,,stable,balanced,balanced,stable,0.979,1,"GPT 5 is still a fantasy. • Scaling data and compute is not a physical law, and pretty much everything I have told you was true. • All the bullshit about GPT-5 we listened to for the last couple years: not so true. • AI influencers like Tyler Cowen will blame the users , but the results just aren’t what they had hoped for.","ChatGPT obviously lacks the reliability of calculators (which is something the field should aspire to), but more than that the hallucinations and occasional bizaare errors should be shocking given that they (unlike seven-years-olds) have swallowed the entire internet."
theme3_8f587a704cfd,hallucination_misinformation,4,cluster2_22f2430375b0,cluster2_34249504c774,2025-12-01,2026-01-06,,,stable,balanced,balanced,stable,0.947,1,"ChatGPT obviously lacks the reliability of calculators (which is something the field should aspire to), but more than that the hallucinations and occasional bizaare errors should be shocking given that they (unlike seven-years-olds) have swallowed the entire internet.","But nobody should be surprised by these errors; they emanate from the same dynamics as hallucinations : pure LLMs correlate words in their training, but lack stable, revisable world models ."
theme3_8fe53b7d86e3,regulation_policy,1,cluster2_09289df32930,cluster2_34639c3c612b,2023-02-26,2023-11-28,,,stable,balanced,balanced,stable,1.000,1,"Leave technology companies to their own devices, trust them to sort themselves out without any more regulations, and hope they will learn to corral their AI and find better, less chaotic ways of rolling them out.",Gary Marcus has had it with strawperson arguments about how regulating AI will ruin everything.
theme3_8fe53b7d86e3,regulation_policy,2,cluster2_34639c3c612b,cluster2_68ccc7882b9a,2023-11-28,2023-11-28,,,stable,balanced,balanced,stable,1.000,1,Gary Marcus has had it with strawperson arguments about how regulating AI will ruin everything.,"Far from being a burden for the European industry, the regulation applied to the technology of foundation models offers essential protection that will benefit the EU industry and the emerging AI ecosystem."
theme3_8fe53b7d86e3,regulation_policy,3,cluster2_68ccc7882b9a,cluster2_58a81103f89e,2023-11-28,2025-01-01,,,stable,balanced,balanced,stable,1.000,1,"Far from being a burden for the European industry, the regulation applied to the technology of foundation models offers essential protection that will benefit the EU industry and the emerging AI ecosystem.","(Again, see also Rodney Brooks .) Copyright lawsuits over generative AI will continue throughout the year."
theme3_8fe53b7d86e3,regulation_policy,4,cluster2_58a81103f89e,cluster2_0a4e4b67b36c,2025-01-01,2025-05-14,,,stable,balanced,high_assertion,changed,0.958,1,"(Again, see also Rodney Brooks .) Copyright lawsuits over generative AI will continue throughout the year.",(Defenders of this overbroad bill will claim that AI is part of interstate commerce; years of lawsuits will ensue.) Of course there are always arguments on the other side.
theme3_8fe53b7d86e3,regulation_policy,5,cluster2_0a4e4b67b36c,cluster2_0f1b7d917ca4,2025-05-14,2025-12-09,,,stable,high_assertion,balanced,changed,1.000,1,(Defenders of this overbroad bill will claim that AI is part of interstate commerce; years of lawsuits will ensue.) Of course there are always arguments on the other side.,"Every poll I have seen shows the vast majority of the public wanting AI regulation, and I doubt people will be fond of selling fancy chips to China."
