theme3_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,c2_clusters_merged,claim_occurrences,distinct_posts_sum,horizon_values,goalpost_shift_candidate,representative_quote,cluster2_ids,source_urls
theme3_baac05bbb9c7,safety_alignment,tesla,predictive,prediction,tier_2,2023-02-13,2025-07-15,2,2,2,,no,"Second, there was very little vision for how Tesla would build the cognitive part of the AI they will need, beyond the basics of motor control (which Boston Dynamics already does so well), nor much recognition about why robotics is so hard in the real world.",cluster2_7dea6b8e2a14;cluster2_9322bc482b25,https://garymarcus.substack.com/p/sub-optimal;https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_f099539befa0,hallucination_misinformation,meta,descriptive,technical_assessment,tier_1,2023-08-27,2024-04-06,2,2,2,2022-12-31,no,"Unfortunately, LeCun gives us no hint as how to we might, and no guarantee that doing so is even possible. 2 When I think about how poor his company (Meta) is even at making LLMs that don’t hallucinate, I get worried.",cluster2_4a7deca387e0;cluster2_8b7b3eacddc2,https://garymarcus.substack.com/p/d28;https://garymarcus.substack.com/p/information-pollution-reaches-new
theme3_4c6df10ac954,agi_timeline,general_ai,normative,policy,tier_3,2022-05-29,2022-05-29,1,1,1,,no,"For many decades, part of the premise behind AI was that artificial intelligence should take inspiration from natural intelligence .",cluster2_401055abd424,https://garymarcus.substack.com/p/the-new-science-of-alt-intelligence
theme3_e35c4f9a12f0,copyright_ip,general_ai,normative,policy,tier_3,2023-02-18,2023-02-18,1,1,1,,no,"In adding an example, the model that generated it, a brief description of the error, and either a screenshot or the text of the example are required, and, for verification purposes, you must supply an email address, which is not published.",cluster2_021ce84274ec,https://garymarcus.substack.com/p/large-language-models-like-chatgpt
theme3_ad215ff54ca7,scaling_limits,general_ai,causal,prediction,tier_3,2023-04-09,2023-04-09,1,1,1,,no,"If China wins the AI war it will be partly because of data, partly because of choices about how to allocate resources, and partly because they ultimately do a better job educating their citizens and become the first to invent something new, and not because they scale up the exciting but rickety contraption that’s currently obsessing the West.",cluster2_4ce0672a5316,https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance
theme3_419123be14a2,regulation_policy,general_ai,descriptive,technical_assessment,tier_2,2023-09-21,2023-09-21,1,1,1,,no,"I have been accused of trying to hype AI (certainly not my intention), people have miscontrued the letter as banning all AI research (which is not what it called for, and not something I would support), and so on .",cluster2_348d7e9a9513,https://garymarcus.substack.com/p/six-months-after-the-pause-letter
theme3_4fd1eed54bd2,self_driving_robotics,general_ai,predictive,capability,tier_2,2023-10-27,2023-10-27,1,1,1,,no,"I do still think that reliable self-driving cars will emerge, and eventually be safer than humans, who can get distracted, become tired and so forth.",cluster2_9abb9fd7e403,https://garymarcus.substack.com/p/why-driverless-cars-mightor-might
theme3_3d0db8f9faae,openai_governance,general_ai,descriptive,technical_assessment,tier_2,2024-03-06,2024-03-06,1,1,1,,no,"(Never mind that they now sell a far more capable model at competitive prices.) In effort to slap back at Musk they posted the email below from cofounder Ilya Sutskever to Musk, just three weeks after the beautiful initial mission statement.",cluster2_b4d04c50df82,https://garymarcus.substack.com/p/openais-own-goal
theme3_8ac582808fb4,copyright_ip,general_ai,causal,prediction,tier_2,2024-10-05,2024-10-05,1,1,1,,no,"In a brief aside in a recent interview, Eric Schmidt argued that, despite AI’s rapacious energy demands, he would rather bet on AI solving the problem than try to constrain AI : In the 2 minute clip, Schmidt concludes “My own opinion is that we’re not going to hit the climate goals anyway because we are not organized to do it and yes the needs in this area [AI] will be a problem.",cluster2_b518daf70d2c,https://garymarcus.substack.com/p/eric-schmidts-risky-bet-on-ai-and
theme3_bcade1f0ce6f,openai_governance,general_ai,predictive,prediction,tier_3,2025-02-11,2025-02-11,1,1,1,,no,"Since they were first to lay out what a conversion to nonprofit might entail, I will give them the last words, heartily agreeing their closing sentence: Gary Marcus ’ efforts to detach himself from the daily AI news are going poorly.",cluster2_4d7d9ce90739,https://garymarcus.substack.com/p/did-elon-musk-just-muk-sam-altman
theme3_d623e8944184,market_hype_bubble,general_ai,normative,policy,tier_3,2025-03-09,2025-03-09,1,1,1,,no,"The AI Hype Hall of Fame, as envisioned by Grok “ We should stop training scientists now.",cluster2_ca219014d6cb,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall
theme3_c0445b574603,hallucination_misinformation,general_ai,causal,prediction,tier_2,2025-03-27,2025-03-27,1,1,1,,no,"Agents will be a disappointment, precisely because of all of the ongoing reliability and hallucination issues.",cluster2_fc2d869aecdb,https://garymarcus.substack.com/p/genais-day-of-reckoning-may-have
theme3_fb1e8f4c72f2,agi_timeline,general_ai,descriptive,technical_assessment,tier_1,2025-05-22,2025-05-22,1,1,1,2027-12-31,no,"Overall, then, the AI 2027 scenario almost certainly underestimates how much time we have to prepare for general intelligence, by years if not decades. 2 And some of what they describe (like AI’s going rogue, completely beyond human control) might never happen.",cluster2_86b0e81b6610,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_e38d5e6599b8,self_driving_robotics,general_ai,descriptive,technical_assessment,tier_3,2025-07-15,2025-07-15,1,1,1,,no,"Is it possible that a poorly constructed AI fueling a worldwide fleet of robots could go truly, horribly wrong?",cluster2_25e43ffb3c51,https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_ab190e6108e8,reasoning_common_sense,general_ai,causal,technical_assessment,tier_2,2026-01-06,2026-01-06,1,1,1,,no,"LeCun talks about world models, but (because of what appears to be an ego-related mental block against classical symbolic AI, which he has always allied himself against) I don’t think LeCun actually understands what a world model needs to be.",cluster2_9edbc6e463bb,https://garymarcus.substack.com/p/breaking-marcus-weighs-in-mostly
theme3_08ea1f8f4bfc,reasoning_common_sense,google,descriptive,technical_assessment,tier_2,2022-05-29,2022-05-29,1,1,1,,no,"DeepMind’s newest star, just unveiled, Gato , is capable of cross-modal feats never seen before in AI, but still, when you look in the fine print, remains stuck in the same land of unreliability, moments of brilliance coupled with absolute discomprehension: Of course, it’s not uncommon for defenders of deep learning to make the reasonable point that humans make errors, too.",cluster2_6d7cf5526dbb,https://garymarcus.substack.com/p/the-new-science-of-alt-intelligence
theme3_9d3a3aa0a56f,self_driving_robotics,google,normative,policy,tier_3,2023-02-17,2023-02-17,1,1,1,,no,"Not sure it is coincidence; my flight is about to take off but a quick note, on three major bits of AI news: Tesla FSD recall, today Google stock drop after Bard fiasco, last week Microsoft must be having a code red over the Bing meltdowns, especially with the bizarre conversation between Bing and Kevin Roose at NYT. perhaps the product might get paused?",cluster2_2c0586cae5c3,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter
theme3_4c05ee8245b3,self_driving_robotics,google,descriptive,capability,tier_2,2023-02-17,2023-02-17,1,1,1,,no,"Tesla recall, MSFT Bing fail, and Google Bard fail are NOT independent; each reflect the fact that you cannot build AI in the real world from Big Data and deep learning alone.",cluster2_524670a17076,https://garymarcus.substack.com/p/smells-a-little-bit-like-ai-winter
theme3_c20b717d1357,hallucination_misinformation,google,predictive,prediction,tier_1,2023-08-13,2023-08-13,1,1,1,near_term,no,"Perhaps the only use case that really seemed compelling to either of us economically was search (e.g., using Bing powered by ChatGPT instead of Google Search) — but the technical problems there are immense; there is no reason to think that the hallucination problem will be solved soon.",cluster2_bd8a1793e8d5,https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
theme3_0b8a4f26a16f,hallucination_misinformation,google,normative,policy,tier_3,2024-04-06,2024-04-06,1,1,1,2022-12-31,no,"Among many other essays was my December 10, 2022 essay on AI’s Jurassic Park moment (“New systems like chatGPT are enormously entertaining, and even mind-boggling, but also unreliable, and potentially dangerous.”), an essay in The Atlantic (“Bad actors could seize on large language models to engineer falsehoods at unprecedented scale.”), and my warning that Google should worry about polluting its own well (“How sewers of lies could spell the end of web search”).",cluster2_61dd4ed7fae2,https://garymarcus.substack.com/p/information-pollution-reaches-new
theme3_16db13f00387,reasoning_common_sense,google,causal,capability,tier_1,2025-01-01,2025-01-01,1,1,1,,no,"(Google’s Veo 2 seems to be better but I have not been able to experiment with it, and suspect that changes of state and the persistence of objects will still cause problems; a separate not-yet-fully released hybrid system called Genesis that works on different principles looks potentially interesting.) Neurosymbolic AI will become much more prominent .",cluster2_70de267b3de7,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
theme3_c1d277607edd,reasoning_common_sense,google,normative,policy,tier_3,2025-01-05,2025-01-05,1,1,1,,no,"Typical example of an AI struggling with common sense, via Gur Kimchi who asked Google’s AI Overview “How many elephants can fit an Olympic pool?” “There must be a way out of here,"" said the joker to the thief, ""There's too much confusion, I can't get no relief.” — Bob Dylan John McCarthy, one of the true godfathers of AI, and the person who actually coined the term Artificial Intelligence, is rarely mentioned nowadays.",cluster2_41505c80640e,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years
theme3_fc9bd1ed6aeb,scaling_limits,google,predictive,capability,tier_1,2025-02-13,2025-02-13,1,1,1,,no,"A security and privacy researcher who works for Google DeepMind (but who spoke for herself, not the company) spelled it out : § As I have always said, AI will go on; the death of pure scaling is not the death of AI.",cluster2_e75366411560,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure
theme3_66474188f998,market_hype_bubble,google,predictive,industry_market,tier_1,2025-12-01,2025-12-01,1,1,1,2024-12-31,no,"By one estimate , Meta, Amazon, Microsoft, Google, and Tesla will by the end of this year have collectively spent $560 billion on AI-related capital expenditures since the beginning of 2024 and have brought in just $35 billion in AI-related revenue.",cluster2_f436f9361ae6,https://garymarcus.substack.com/p/a-trillion-dollars-is-a-terrible
theme3_c36d63426d0a,market_hype_bubble,google,descriptive,technical_assessment,tier_1,2025-12-01,2025-12-01,1,1,1,,no,"Steven Witt wrote in the New Yorker “ I think ChatGPT is maybe the most successful internet product in history. ”, overlooking a series of product like Amazon.com, Facebook, and Google’s search engine that have seen broader adoption and far greater profits.",cluster2_7e207889d450,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
theme3_884d8ba6d388,hallucination_misinformation,agi,predictive,prediction,tier_2,2023-11-17,2023-11-17,1,1,1,near_term,no,"I had the temerity to argue, right in the middle of an AI explosion, that (a) scale was not everything; (ii) we had no serious solution to problems of compositionality (understanding whole in terms of their parts); (iii) hallucinations were not going away; (iv) reliability would continue to be a problem; (v) misinformation and factuality were unsolved and unlikely to be solved soon; and (vi) large language models would not get us to AGI and that we needed a new paradigm.",cluster2_d27a89f2e49d,https://garymarcus.substack.com/p/has-sam-altman-gone-full-gary-marcus
theme3_7e42adbbe8cc,hallucination_misinformation,agi,descriptive,technical_assessment,tier_2,2024-10-20,2024-10-20,1,1,1,,no,"But then again, their products have always been served with large side order of bullshit, like when Sam said, apparently jokingly, that “AGI has been achieved internally”.",cluster2_fe84bf7dcb06,https://garymarcus.substack.com/p/is-openai-more-like-wework-or-theranos
theme3_a6b68bc85bcf,reasoning_common_sense,agi,descriptive,technical_assessment,tier_1,2025-07-13,2025-07-13,1,1,1,2022-12-31,no,"(Few seem to have noticed the irony that came a few years later, when LeCun ultimately came around to making almost exactly the same points I was making then, declaring, e.g., that pure LLMs are not an adequate route to AGI, and emphasizing their limits in reasoning .) § The story was similar when my 2022 article Deep Learning is Hitting a Wall came out.",cluster2_8c51df2a2f06,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
theme3_c41ab86ca4e1,reasoning_common_sense,regulation,causal,prediction,tier_1,2023-08-28,2023-08-28,1,1,1,,no,"The number one reason I hear for not regulating AI is that if we do China will beat us, and if China beats us, we are all screwed, because they would use AI to different ends than we would.",cluster2_5fe79b9f878c,https://garymarcus.substack.com/p/the-us-and-china-want-different-things
theme3_174bb7f1a1a1,regulation_policy,regulation,causal,prediction,tier_3,2024-06-28,2024-06-28,1,1,1,,no,"The markers that our next President puts down—about how much liability and responsibility companies will have, and about how the government keeps up with a rapidly changing technology— will have lasting impact. § The need for a President that speaks AI natively is more and more pressing because there has recently been a subtle shift in how the big tech companies are hyping AI.",cluster2_2ad7f8b1ba89,https://garymarcus.substack.com/p/the-need-for-a-president-that-speaks
theme3_a54614512de5,scaling_limits,regulation,descriptive,technical_assessment,tier_1,2024-11-10,2024-11-10,1,1,1,2022-12-31,no,"We had discovered a new square in the periodic table” But, as I have been saying since 2022’s “ Deep Learning is Hitting a Wall ”, scaling laws” are not physical laws.",cluster2_5ce1c6819c0b,https://garymarcus.substack.com/p/an-ai-rumor-you-wont-want-to-miss
theme3_79c4816299f2,scaling_limits,regulation,normative,policy,tier_3,2024-11-24,2024-11-24,1,1,1,,no,"The new version is that there is not one scaling law, but three: scaling with how long you train a model (which isn’t really holding anymore), scaling with how long you post-train a model, and scaling with how long you let a given model wrestle with a given problem (or what Satya Nadella called scaling with “inference time compute”).",cluster2_2b80f447291a,https://garymarcus.substack.com/p/a-new-ai-scaling-law-shell-game
theme3_4cd923f75a30,safety_alignment,regulation,predictive,prediction,tier_3,2025-01-01,2025-01-01,1,1,1,,no,"Profits from AI models will continue to be modest or nonexistent (chip-making companies will continue to do well though, in supplying hardware to the companies that build the models; shovels will continue to sell well throughout the gold rush.) The US will continue to have very little regulation protecting its consumers from the risks of generative AI.",cluster2_a703fcb5b101,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus
theme3_1c72faf37cd5,agi_timeline,regulation,normative,policy,tier_3,2025-05-14,2025-05-14,1,1,1,within_10_years,no,"If you are among the 82% of Americans who think AI needs oversight, you need to call or write your Congress members now, or the door on AI regulation will slam shut at least for the next decade, if not forever, and we will be entirely at Silicon Valley’s mercy.",cluster2_04892b0d53be,https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress
theme3_8fabf966d580,safety_alignment,regulation,causal,technical_assessment,tier_1,2025-05-16,2025-05-16,1,1,1,2023-12-31,no,"The real question is why the US government continues to place so much faith in Altman, given (a) his own track record, and (b) his own 2023 testimony to the Senate that AI could cause “cause significant harm to the world”.",cluster2_3b74d3082777,https://garymarcus.substack.com/p/two-years-ago-today-in-ai-history
theme3_1ebd4ce067d9,market_hype_bubble,llms,normative,policy,tier_3,2023-02-18,2023-02-18,1,1,1,,no,"Needless to say — or, rather, this should be needless to say, but this obvious fact can get buried beneath the ongoing avalanche of hype — ChatGPT made all the same kinds of mistakes that its predecessors did .",cluster2_7c0e33ac37e0,https://garymarcus.substack.com/p/large-language-models-like-chatgpt
theme3_855ae3bb7be1,openai_governance,llms,descriptive,capability,tier_2,2023-08-14,2023-08-14,1,1,1,,no,"AI is not a magical economic engine; it works brilliantly in some use cases (such as selling ads, helping coders write code faster, playing classic board games) but in many others it simply isn’t reliable enough (e.g., truly autonomous driverless cars, medical diagnosis, ChatGPT-style search).",cluster2_8b86fc096dd3,https://garymarcus.substack.com/p/what-exactly-are-the-economics-of
theme3_90cdb2bb15e4,agents_reliability,llms,descriptive,technical_assessment,tier_2,2024-02-10,2024-02-10,1,1,1,,no,The best realistic case is that LLM-based agents never see widespread release.,cluster2_26f2bdfc8da4,https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with
theme3_54e37b5b2981,self_driving_robotics,llms,descriptive,technical_assessment,tier_1,2025-07-13,2025-07-13,1,1,1,2022-12-31,no,"LeCun wrote on Facebook, in May 2022, a few months before he turned against LLMs, “Not only is Al not ""hitting a wall"", cars with Al-powered driving assistance aren't hitting walls, or anything else, either.” Musk circulated a meme that mentioned me which featured a cartoon of deep learning-powered robot smashing over walls and buildings .",cluster2_c8ba0456cdff,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
theme3_8fe0ad899072,scaling_limits,llms,causal,prediction,tier_3,2025-10-22,2025-10-22,1,1,1,,no,"Meanwhile, just as I writing this, MSNBC reported that Airbnb CEO Chesky said on CNBC that “ ChatGPT isn’t ‘quite robust enough’ to integrate into travel app ”. § If and when the whole generative AI edifice comes crashing down, it will be in no small part because too many otherwise smart investors read too many graphs—from “LLM scaling” to usage statistics—too naively, assuming that things had been going up for a while would continue to go up at the same pace, indefinitely.",cluster2_e398112e4c83,https://garymarcus.substack.com/p/five-signs-that-generative-ai-is
theme3_f122aba746fc,openai_governance,llms,causal,technical_assessment,tier_2,2025-11-18,2025-11-18,1,1,1,,no,"In short ChatGPT can approximate the game of chess, but it can’t play it reliably , precisely because (despite immense relevant evidence) it never induces proper world model of the board and the rules.",cluster2_28b4a92ae665,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
theme3_b9f19c78c06d,copyright_ip,llms,causal,technical_assessment,tier_2,2026-02-10,2026-02-10,1,1,1,,no,"The big problem, which has persisted since the beginning of LLMs, is that the reliability is not great, and hence returns on investment for most big corporate customers have been low (as multiple studies have now shown).",cluster2_92e064d23600,https://garymarcus.substack.com/p/some-disconcerting-facts-about-ai
theme3_8e1a0d0af076,agi_timeline,openai,causal,prediction,tier_3,2023-02-16,2023-02-16,1,1,1,,no,"LLMs give some illusion of having solved that (because they can talk about so much), and OpenAI just confirmed that they are working on a model with video input, which will surely be interesting, but I think that in achieving AGI we will have no choice but to find ways of integrating whatever we can get out of deep learning with explicit knowledge and explicit cognitive models .",cluster2_3f1dd0762249,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
theme3_a49d43352868,hallucination_misinformation,openai,normative,policy,tier_3,2023-03-18,2023-03-18,1,1,1,,no,"Would you use a calculator that makes mistakes? § And by the way, no need to worry, says OpenAI, because our models can reason : Interview with ABC News, March 16 , mischaracterizing what GPT does True LLMs don’t (just) memorize, and true that their models make for lousy databases (for a database a hallucination is an outright fail) but if the definition of reasoning is to obtain valid conclusions from known facts, GPT-4 frequently falls short there, too.",cluster2_859703941f56,https://garymarcus.substack.com/p/this-week-in-ai-doublespeak
theme3_3c58fbaf4439,safety_alignment,openai,normative,policy,tier_3,2024-02-04,2024-02-04,1,1,1,,no,"As OpenAI themselves note, there are a number of important methodological differences, including the types of LLMs used) It should go without saying that any risk-benefit analyses that with respect to the tradeoffs involved in AI needs to reflect studies that are not just methodologically sound but also interpreted accurately.",cluster2_b4705d69a903,https://garymarcus.substack.com/p/when-looked-at-carefully-openais
theme3_65d13d74dd78,agi_timeline,openai,normative,policy,tier_3,2024-03-01,2024-03-01,1,1,1,,no,"Under its new board, it is not just developing but is actually refining an AGI to maximize profits for Microsoft, rather than for the benefit of humanity, … OpenAI, Inc.’s once carefully crafted non-profit structure was replaced by a purely profit-driven CEO and a Board with inferior technical expertise in AGI and AI public policy.",cluster2_6d1d8154005c,https://garymarcus.substack.com/p/elon-musk-sues-openai
theme3_1d051096961b,scaling_limits,openai,predictive,industry_market,tier_3,2024-11-09,2024-11-09,1,1,1,,no,"Sky high valuation of companies like OpenAI and Microsoft are largely based on the notion that LLMs will, with continued scaling, become artificial general intelligence.",cluster2_6709a62b1005,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached
theme3_b9eb41933dd0,hallucination_misinformation,openai,causal,prediction,tier_2,2024-12-08,2024-12-08,1,1,1,near_term,no,"Likewise, an AI with a known tendency to hallucinate things can be used to target weapon (this as may happen soon, given the recent announcement that OpenAI will collaborate with Anduril). • Newton deeply and doubly misrepresents me in this key passage: ““Therefore, superintelligence is unlikely to arrive any time soon, if ever.",cluster2_1130030bbd81,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
theme3_5e564709c39c,regulation_policy,openai,descriptive,technical_assessment,tier_2,2025-05-22,2025-05-22,1,1,1,,no,"Sam Altman is laughing his way all the way to the bank. § Another political model – working with China, is never even considered.",cluster2_65cade629881,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_dc8619624667,scaling_limits,openai,descriptive,technical_assessment,tier_2,2025-08-03,2025-08-03,1,1,1,,no,"One of the week’s most telling reports came from The Information , which, drawing on a scoop at OpenAI, basically affirmed what I have been saying all along (albeit without citing my earlier analyses): pure scaling is not getting us to AGI; returns are diminishing.",cluster2_3ebb16bd341e,https://garymarcus.substack.com/p/ai-agents-have-so-far-mostly-been
theme3_7fce72a0f3dd,self_driving_robotics,tesla,normative,policy,tier_3,2023-02-11,2023-02-11,1,1,1,,no,"It calls its stuff “Autopilot” and “Full Self Driving”, but it tells the state of California that it doesn’t need to supply self-driving intervention rates because it’s software is actually only Level 2.",cluster2_811ddefdca0b,https://garymarcus.substack.com/p/will-tesla-ever-solve-full-self-driving
theme3_a258d61593cc,self_driving_robotics,tesla,causal,capability,tier_1,2023-02-13,2023-02-13,1,1,1,,no,"At one point, in the question period, Musk argued that Tesla was likely to contribute to AI (and solve whatever needs solving) because it would have the most data and and the compute, weak version of the implausible alt intelligence hypothesis I discussed in May .",cluster2_77588a6075da,https://garymarcus.substack.com/p/sub-optimal
theme3_91ef632a8c27,reasoning_common_sense,tesla,normative,policy,tier_3,2023-08-20,2023-08-20,1,1,1,,no,"Dropping from “as smart as the Star Trek computer” to better than Joe Sixpack should not be our goal. § Things have actually changed, quite a bit, in a subtle way.A year and half ago, when I offered Elon Musk a bet about when AGI would come , the field generally thought my criteria were reasonable.",cluster2_202e102ef045,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent
theme3_9f755cccecc5,regulation_policy,tesla,normative,policy,tier_3,2024-04-09,2024-04-09,1,1,1,,no,"When another Tesla fan asked me about it, I took the challenge and articulated three concerns: § Meanwhile, Wyatt Walls just pointed out some gruesome facts about LLMs and summarization: https://arxiv.org/pdf/2404.01261.pdf § Bonus track: Politico Tech interviewed me this morning on their podcast: The new article on AI policy that we discussed will be out tomorrow, at Politico.",cluster2_d82f49ebd26b,https://garymarcus.substack.com/p/24-hours-in-ai-news
theme3_0b7a44e78690,self_driving_robotics,tesla,descriptive,technical_assessment,tier_2,2024-06-01,2024-06-01,1,1,1,,no,The ridicule started with my infamous “Deep Learning is Hit a Wall” essay (recently reevaluated here ); the deep learning world hated it so much they went a-meming; my personal favorite was always Joscha Bach’s stomping robot — reposted this morning by Elon Musk to his audience of millions.,cluster2_b82b3dddd801,https://garymarcus.substack.com/p/26-months-of-ridicule-and-failure
theme3_e07ab2924ca9,safety_alignment,tesla,descriptive,technical_assessment,tier_2,2025-07-15,2025-07-15,1,1,1,,no,"ButI have seen enough to realize that there is a real risk, especially in the current anti-regulatory regime, that some exceptionally powerful person, Elon or otherwise, unconstrained in conventional ways, with a reckless disregard for humanity, could accidentally launch and spread an AI that deliberately or otherwise causes “ significant harm to the world ”.",cluster2_a4a5c31f5a1a,https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically
theme3_4acd3c028f35,agi_timeline,meta,normative,policy,tier_3,2025-01-14,2025-01-14,1,1,1,,no,"If you will pardon the metaphor, AGI should be able to stand on its own two feet.",cluster2_e081c211b857,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence
theme3_be469008f20d,copyright_ip,meta,descriptive,technical_assessment,tier_2,2026-01-06,2026-01-06,1,1,1,,no,"(It’s only when ChatGPT eclipsed Meta that LeCun began to be sharply, publicly critical of LLMs) LeCun has in fact probably never cited my own critiques, and always presented his own critiques as if they were his own original ideas.",cluster2_dae187f7ee6a,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun
theme3_d8c7f3475f9e,scaling_limits,ai_safety,normative,policy,tier_3,2024-02-11,2024-02-11,1,1,1,,no,"Let’s not by any means abandon research in AI, altogether—I do still see great hope if we can get to more trustworthy forms of AI—butfor now we should be focusing primarily on safety and innovative new approaches, rather than rushing to scale up existing and problematic architectures to unfathomable and unpredictable consequences.",cluster2_0e4d5a912071,https://garymarcus.substack.com/p/seven-reasons-why-the-world-should
theme3_6fb1ef5deff5,scaling_limits,ai_safety,descriptive,technical_assessment,tier_3,2024-08-10,2024-08-10,1,1,1,,no,"Companies that can afford that, presumably valued in the billions, are not exactly ""little-tech."" • You say that you favor AI governance, but don't make any positive, concrete suggestion for how to address risks such as mass casualties, weapons of mass destruction, large-scale cyberattacks, and AI models autonomously committing serious felonies.",cluster2_57d44d4bf2ae,https://garymarcus.substack.com/p/an-open-letter-to-fei-fei-li-concerning
theme3_6f07286a29dd,reasoning_common_sense,ai_safety,normative,policy,tier_3,2024-08-20,2024-08-20,1,1,1,,no,"The bill also sends a message to big tech that the quality of safety protocols, and internal investigations of safety, are relevant to the reasonable care standard — which can help to avoid Ford Pinto-like situations in which companies that should have known better fail to act.",cluster2_f96f9fe71cf1,https://garymarcus.substack.com/p/why-californias-ai-safety-bill-should
theme3_e08a363477d6,scaling_limits,ai_safety,causal,technical_assessment,tier_2,2025-01-16,2025-01-16,1,1,1,,no,"New paper at arXiv : If that’s not enough to make you nervous, there’s always this tweet from a couple days ago: Easily jailbroken AI agents that excel at mimicry but lack the capacity and imperative to evaluate the consequences of their actions are going to cause massive harm. “Mainlining them” into the veins of society , as the UK proposes to do, is a huge mistake.",cluster2_b34dc5cac6f3,https://garymarcus.substack.com/p/llms-amplify-existing-security-risks
theme3_6608404f688e,scaling_limits,ai_safety,predictive,prediction,tier_3,2025-05-22,2025-05-22,1,1,1,,no,"The second issue is that by writing scenarios that trade so heavily on China-US conflict, they are feeding the worst fears of hawks, both in the US and China — escalating how much money and power both sides will give to companies racing as fast as possible, and reduce investments in efforts to mitigate the risks of building AI that we are scarcely able to control.",cluster2_4180720acbcd,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
theme3_8cc71dd645bf,safety_alignment,microsoft,descriptive,technical_assessment,tier_3,2023-02-26,2023-02-26,1,1,1,,no,"A week after release, the chatbot - known internally within Microsoft as "" Sydney "" - was making entirely different headlines, this time for suggesting it would harm and blackmail users and wanted to escape its confines .",cluster2_47a85f87a090,https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button
theme3_16706773bfe0,copyright_ip,microsoft,descriptive,technical_assessment,tier_3,2023-02-26,2023-02-26,1,1,1,,no,Microsoft's decision to release its chatbot likely with prior knowledge of disturbing incidents is one example of ignoring the ethical principles they laid out in recent years.,cluster2_286e22ae2fbc,https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button
theme3_f018463815f0,reasoning_common_sense,microsoft,normative,policy,tier_3,2023-09-22,2023-09-22,1,1,1,,no,"Computers should be expected to make optimal use of information given, regardless of human limitations. 2 Bing uses some neurosymbolic supplementation to pure LLM’s, with some benefit on these type of problems, where there are known facts, but it is not yet clear how general the benefit is, and I would expect it to have trouble on the made-up facts that were used in Experiment 1.",cluster2_f862018cc473,https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that
theme3_fe6828136104,agi_timeline,microsoft,predictive,prediction,tier_1,2024-02-12,2024-02-12,1,1,1,near_term,no,"I am not worried, immediately, about “AGI risk” (the risk of superintelligent machines beyond our control), in the near term I am worried about what I will call “MAI risk”—Mediocre AI that is unreliable (a la Bing and GPT-4) but widely deployed—both in terms of the sheer number of people using it, and in terms of the access that the software has to the world.",cluster2_3835d16aa2fe,https://garymarcus.substack.com/p/ai-risk-agi-risk
theme3_919f4cd32961,hallucination_misinformation,microsoft,normative,policy,tier_3,2024-04-17,2024-04-17,1,1,1,near_term,no,"Microsoft’s Mustafa Suleyman promised that hallucinations would be cured “soon”, yet my X feed is still filled with examples like these from Princeton Professor Aleksandra Korolova: Suleyman promised, with enthusiasm, we were going to live in a world full of digital aliens, arguing that “ AI should best be understood as a new digital species. ” He didn’t give the slightest hint as to how we might solve the hallucination problem.",cluster2_41a8b42f6a9b,https://garymarcus.substack.com/p/technoptimism-ted-and-the-road-to
