date,slug,title,url,category,claim_text,evidence_excerpt,file_path
2024-12-31,where-will-ai-be-at-the-end-of-2027,Marcus on AI,https://garymarcus.substack.com/p/where-will-ai-be-at-the-end-of-2027,prescription,The judges should also feel free to make an adjudication as how to general any AI system(s) that succeed at the tasks might be.,The judges should also feel free to make an adjudication as how to general any AI system(s) that succeed at the tasks might be.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2024-12-31_where-will-ai-be-at-the-end-of-2027.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"(Again, see also Rodney Brooks .) Copyright lawsuits over generative AI will continue throughout the year.","(Again, see also Rodney Brooks .) Copyright lawsuits over generative AI will continue throughout the year.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"(For example, Sora was previewed in February, and only rolled out in December, with restrictions on usage; the AI tutor demoed by Sal Khan in May 2024 is still not generally available; o3 has been previewed but not released likely will likely be quite expensive.) Few if any radiologists will be replaced by AI (contra Hinton’s infamous 2016 prediction).","(For example, Sora was previewed in February, and only rolled out in December, with restrictions on usage; the AI tutor demoed by Sal Khan in May 2024 is still not generally available; o3 has been previewed but not released likely will likely be quite expensive.) Few if any radio",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"(Google’s Veo 2 seems to be better but I have not been able to experiment with it, and suspect that changes of state and the persistence of objects will still cause problems; a separate not-yet-fully released hybrid system called Genesis that works on different principles looks potentially interesting.) Neurosymbolic AI will become much more prominent .","(Google’s Veo 2 seems to be better but I have not been able to experiment with it, and suspect that changes of state and the persistence of objects will still cause problems; a separate not-yet-fully released hybrid system called Genesis that works on different principles looks p",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,(People will also continue to play games to weaken the definition or even try to define it in financial rather than scientific terms .) No single system will solve more than 4 of the AI 2027 Marcus-Brundage tasks by the end of 2025.,(People will also continue to play games to weaken the definition or even try to define it in financial rather than scientific terms .) No single system will solve more than 4 of the AI 2027 Marcus-Brundage tasks by the end of 2025.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"AI Safety Institutes will also offer guidance, but have little legal authority to stop truly dangerous models should they arise.","AI Safety Institutes will also offer guidance, but have little legal authority to stop truly dangerous models should they arise.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"AI will presumably solve all of these someday, of course, but current techniques have thus far not been adequate.","AI will presumably solve all of these someday, of course, but current techniques have thus far not been adequate.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"AI “Agents” will be endlessly hyped throughout 2025 but far from reliable, except possibly in very narrow use cases.","AI “Agents” will be endlessly hyped throughout 2025 but far from reliable, except possibly in very narrow use cases.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"Companies will continue to experiment with AI, but adoption to production-grade systems scaled out in the real-world will continue to be tentative. 2025 could well be the year in which valuations for major AI companies start to fall.","Companies will continue to experiment with AI, but adoption to production-grade systems scaled out in the real-world will continue to be tentative. 2025 could well be the year in which valuations for major AI companies start to fall.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,Hallucinations (which should really be called confabulations) will continue to haunt generative AI.,Hallucinations (which should really be called confabulations) will continue to haunt generative AI.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"Humanoid robotics will see a lot of hype, but nobody will release anything to remotely as capable as Rosie the Robot .","Humanoid robotics will see a lot of hype, but nobody will release anything to remotely as capable as Rosie the Robot .",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,Less than 10% of the work force will be replaced by AI.,Less than 10% of the work force will be replaced by AI.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"Low confidence, but worth discussing We may well see a large-scale cyberattack in which Generative AI plays an important causal role, perhaps in one of the four ways discussed in a short essay of mine that will appear shortly in Politico.","Low confidence, but worth discussing We may well see a large-scale cyberattack in which Generative AI plays an important causal role, perhaps in one of the four ways discussed in a short essay of mine that will appear shortly in Politico.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"Power consumption will rise and continue to be a major problem, but few generative AI companies will be transparent about their usage.","Power consumption will rise and continue to be a major problem, but few generative AI companies will be transparent about their usage.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,"Profits from AI models will continue to be modest or nonexistent (chip-making companies will continue to do well though, in supplying hardware to the companies that build the models; shovels will continue to sell well throughout the gold rush.) The US will continue to have very little regulation protecting its consumers from the risks of generative AI.","Profits from AI models will continue to be modest or nonexistent (chip-making companies will continue to do well though, in supplying hardware to the companies that build the models; shovels will continue to sell well throughout the gold rush.) The US will continue to have very l",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,Reasoning flubs will continue to haunt generative AI.,Reasoning flubs will continue to haunt generative AI.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-01,25-ai-predictions-for-2025-from-marcus,Marcus on AI,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,forecast,The lack of reliability will continue to haunt generative AI.,The lack of reliability will continue to haunt generative AI.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-01_25-ai-predictions-for-2025-from-marcus.txt
2025-01-05,ai-still-lacks-common-sense-70-years,Marcus on AI,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years,limitation,"In empirical science, what cannot be investigated often ends up being ignored.) We, Ernie and Gary, have spent many year trying to explain how important commonsense is for AI, and what makes it challenging.","In empirical science, what cannot be investigated often ends up being ignored.) We, Ernie and Gary, have spent many year trying to explain how important commonsense is for AI, and what makes it challenging.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-05_ai-still-lacks-common-sense-70-years.txt
2025-01-05,ai-still-lacks-common-sense-70-years,Marcus on AI,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years,forecast,"In our view, it is only once AI researchers grapple directly with the challenging problems inherent in commonsense reasoning about entities that interact in space and persist in time that the field of general-purpose AI will finally begin to mature.","In our view, it is only once AI researchers grapple directly with the challenging problems inherent in commonsense reasoning about entities that interact in space and persist in time that the field of general-purpose AI will finally begin to mature.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-05_ai-still-lacks-common-sense-70-years.txt
2025-01-05,ai-still-lacks-common-sense-70-years,Marcus on AI,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years,prescription,"Rosie the Robot is not doing our housework, and that is in part because the kind of physical reasoning a household robot would need to do can’t be done purely by running simulations.","Rosie the Robot is not doing our housework, and that is in part because the kind of physical reasoning a household robot would need to do can’t be done purely by running simulations.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-05_ai-still-lacks-common-sense-70-years.txt
2025-01-05,ai-still-lacks-common-sense-70-years,Marcus on AI,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years,forecast,"Together, we wrote two long critiques of that idea— one for applications in AI , one for hypotheses about cognitive science —pointing out that simulation works well only if four things hold: the task is prediction, if there is an accurate physical model, if accurate geometric and physical information is available, and if quite precise predictions will be useful.","Together, we wrote two long critiques of that idea— one for applications in AI , one for hypotheses about cognitive science —pointing out that simulation works well only if four things hold: the task is prediction, if there is an accurate physical model, if accurate geometric and",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-05_ai-still-lacks-common-sense-70-years.txt
2025-01-05,ai-still-lacks-common-sense-70-years,Marcus on AI,https://garymarcus.substack.com/p/ai-still-lacks-common-sense-70-years,limitation,"Typical example of an AI struggling with common sense, via Gur Kimchi who asked Google’s AI Overview “How many elephants can fit an Olympic pool?” “There must be a way out of here,"" said the joker to the thief, ""There's too much confusion, I can't get no relief.” — Bob Dylan John McCarthy, one of the true godfathers of AI, and the person who actually coined the term Artificial Intelligence, is rarely mentioned nowadays.","Typical example of an AI struggling with common sense, via Gur Kimchi who asked Google’s AI Overview “How many elephants can fit an Olympic pool?” “There must be a way out of here,"" said the joker to the thief, ""There's too much confusion, I can't get no relief.” — Bob Dylan John",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-05_ai-still-lacks-common-sense-70-years.txt
2025-01-08,the-five-stages-of-agi-grief,Marcus on AI,https://garymarcus.substack.com/p/the-five-stages-of-agi-grief,forecast,"Some people shift their goalposts; others try to duck specifying goalposts altogether. § If a lot of people’s goalposts have moved, mine have not. same as before, I will be satisfied if and when we reach AI systems are “ flexible and general, with resourcefulness and reliability comparable to (or beyond) human intelligence” – and not until.","Some people shift their goalposts; others try to duck specifying goalposts altogether. § If a lot of people’s goalposts have moved, mine have not. same as before, I will be satisfied if and when we reach AI systems are “ flexible and general, with resourcefulness and reliability ",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-08_the-five-stages-of-agi-grief.txt
2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,Marcus on AI,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,forecast,"(o3 is a real advance in some domains beyond GPT-4, but it’s likely not the quantum leap forward people would expect of the name GPT-5, and at a rumored $1000/querry certainly not at the price point anyone might have hoped for). § While I was at the conference hearing implicitly that GPT-5 wasn’t coming, Elon Musk was giving an interview at CES.","(o3 is a real advance in some domains beyond GPT-4, but it’s likely not the quantum leap forward people would expect of the name GPT-5, and at a rumored $1000/querry certainly not at the price point anyone might have hoped for). § While I was at the conference hearing implicitly ",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-09_agi-isnt-coming-in-2025-and-gpt-5.txt
2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,Marcus on AI,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,other,"He made some of his usual overpromises (500,000 humanoid robots in three years, which seems to very unlikely) but also, importantly, and without clear acknowledgement, walked about his AGI predictions.","He made some of his usual overpromises (500,000 humanoid robots in three years, which seems to very unlikely) but also, importantly, and without clear acknowledgement, walked about his AGI predictions.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-09_agi-isnt-coming-in-2025-and-gpt-5.txt
2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,Marcus on AI,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,forecast,"His statement yesterday, was an unacknowledged retrenchment: “AI will do anything [cognitive] you want really w ithin the few next years any cognitive task .” Given that Musk is right in the middle of building what many think will be the largest language model to date, Grok 3, and that he has probably seen earlier returns on Grok 3, this is a notable retreat from his earlier predictions.","His statement yesterday, was an unacknowledged retrenchment: “AI will do anything [cognitive] you want really w ithin the few next years any cognitive task .” Given that Musk is right in the middle of building what many think will be the largest language model to date, Grok 3, an",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-09_agi-isnt-coming-in-2025-and-gpt-5.txt
2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,Marcus on AI,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,forecast,"I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here ).","I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here ).",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-09_agi-isnt-coming-in-2025-and-gpt-5.txt
2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,Marcus on AI,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,forecast,What was not said by the well informed source was that we should expect GPT-5 anytime soon.,What was not said by the well informed source was that we should expect GPT-5 anytime soon.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-09_agi-isnt-coming-in-2025-and-gpt-5.txt
2025-01-09,agi-isnt-coming-in-2025-and-gpt-5,Marcus on AI,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5,forecast,What was said is that we should expect to see GPT 4.5 soon.,What was said is that we should expect to see GPT 4.5 soon.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-09_agi-isnt-coming-in-2025-and-gpt-5.txt
2025-01-14,agi-versus-broad-shallow-intelligence,Marcus on AI,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,prescription,"Counting on AI that is shallow and not reliable, it should also be said, could cause huge problems.","Counting on AI that is shallow and not reliable, it should also be said, could cause huge problems.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-14_agi-versus-broad-shallow-intelligence.txt
2025-01-14,agi-versus-broad-shallow-intelligence,Marcus on AI,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,forecast,"If you will pardon the metaphor, AGI should be able to stand on its own two feet.","If you will pardon the metaphor, AGI should be able to stand on its own two feet.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-14_agi-versus-broad-shallow-intelligence.txt
2025-01-14,agi-versus-broad-shallow-intelligence,Marcus on AI,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,prescription,Moving past broad but shallow AI and into a new and hopefully safer and more reliable regime should be a major research priority for the human species.,Moving past broad but shallow AI and into a new and hopefully safer and more reliable regime should be a major research priority for the human species.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-14_agi-versus-broad-shallow-intelligence.txt
2025-01-14,agi-versus-broad-shallow-intelligence,Marcus on AI,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,forecast,"One never knows when one will get a correct answer or ludicrous response like this one observed by AI researcher Abhijit Mahabal: There are by now legions of examples of like these, like another Mahabal just posted .","One never knows when one will get a correct answer or ludicrous response like this one observed by AI researcher Abhijit Mahabal: There are by now legions of examples of like these, like another Mahabal just posted .",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-14_agi-versus-broad-shallow-intelligence.txt
2025-01-14,agi-versus-broad-shallow-intelligence,Marcus on AI,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,forecast,"Then, and only then, will we have reliable solutions to the unreliability that has plagued recent AI. § When grifters and influencers in 2025 claim that AGI has been solved or is imminent, you should ask: is that really true?","Then, and only then, will we have reliable solutions to the unreliability that has plagued recent AI. § When grifters and influencers in 2025 claim that AGI has been solved or is imminent, you should ask: is that really true?",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-14_agi-versus-broad-shallow-intelligence.txt
2025-01-14,agi-versus-broad-shallow-intelligence,Marcus on AI,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence,forecast,"We can never guarantee that broad but shallow AI will be safe, or that it will be human-compatible (in the words of Stuart Russell), or that it will do what we ask of it. § For all these reasons, I propose that we call LLMs broad, shallow intelligence..","We can never guarantee that broad but shallow AI will be safe, or that it will be human-compatible (in the words of Stuart Russell), or that it will do what we ask of it. § For all these reasons, I propose that we call LLMs broad, shallow intelligence..",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-14_agi-versus-broad-shallow-intelligence.txt
2025-01-15,ai-agents-hype-versus-reality-redux,Marcus on AI,https://garymarcus.substack.com/p/ai-agents-hype-versus-reality-redux,forecast,"I do genuinely think we will all have our own AI agents, and companies will have armies of them.","I do genuinely think we will all have our own AI agents, and companies will have armies of them.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-15_ai-agents-hype-versus-reality-redux.txt
2025-01-15,ai-agents-hype-versus-reality-redux,Marcus on AI,https://garymarcus.substack.com/p/ai-agents-hype-versus-reality-redux,forecast,"The same will be true of AI agents, some prompts, some of the time will work, and some of the time they will give strange results.","The same will be true of AI agents, some prompts, some of the time will work, and some of the time they will give strange results.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-15_ai-agents-hype-versus-reality-redux.txt
2025-01-20,breaking-news-agi-is-not-imminent,Marcus on AI,https://garymarcus.substack.com/p/breaking-news-agi-is-not-imminent,forecast,"Gary Marcus stands by his prediction that we will not see AGI in 2025, and regrets that Elon Musk didn’t take his million dollar bet .","Gary Marcus stands by his prediction that we will not see AGI in 2025, and regrets that Elon Musk didn’t take his million dollar bet .",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-20_breaking-news-agi-is-not-imminent.txt
2025-01-22,hot-take-on-an-ai-catfight,Marcus on AI,https://garymarcus.substack.com/p/hot-take-on-an-ai-catfight,forecast,"Yes, some people will be employed building data centers; but if the data centers work towards better AI, many others will lose their jobs.","Yes, some people will be employed building data centers; but if the data centers work towards better AI, many others will lose their jobs.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-22_hot-take-on-an-ai-catfight.txt
2025-01-26,the-race-for-ai-supremacy-is-over,Marcus on AI,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over,forecast,"Altman has already cut prices twice in the last few days , and we already know from his own testimony that OpenAI has been losing money on ChatGPT Pro ; as Grady Booch observed on X, “Now he’ll be losing money faster.” I have said it before, and I will say it again—OpenAI may well become the WeWork of AI. § Nvidia could soon take a serious hit, too, for two reasons.","Altman has already cut prices twice in the last few days , and we already know from his own testimony that OpenAI has been losing money on ChatGPT Pro ; as Grady Booch observed on X, “Now he’ll be losing money faster.” I have said it before, and I will say it again—OpenAI may wel",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-26_the-race-for-ai-supremacy-is-over.txt
2025-01-26,the-race-for-ai-supremacy-is-over,Marcus on AI,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over,forecast,"Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027.","Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-26_the-race-for-ai-supremacy-is-over.txt
2025-01-26,the-race-for-ai-supremacy-is-over,Marcus on AI,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over,forecast,"GPT-5 or a similarly impressive model will come eventually, perhaps led by OpenAI, a Chinese company, or maybe a competitor like Google will get there first.","GPT-5 or a similarly impressive model will come eventually, perhaps led by OpenAI, a Chinese company, or maybe a competitor like Google will get there first.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-26_the-race-for-ai-supremacy-is-over.txt
2025-01-26,the-race-for-ai-supremacy-is-over,Marcus on AI,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over,forecast,"Racing endlessly around LLMs will sap resources that might go into developing more original ideas. § The only hope for the US to regain a clear lead is for a government agency, a US company, or an academic lab to think outside the LLM box.","Racing endlessly around LLMs will sap resources that might go into developing more original ideas. § The only hope for the US to regain a clear lead is for a government agency, a US company, or an academic lab to think outside the LLM box.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-26_the-race-for-ai-supremacy-is-over.txt
2025-01-26,the-race-for-ai-supremacy-is-over,Marcus on AI,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over,forecast,The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.,The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-26_the-race-for-ai-supremacy-is-over.txt
2025-01-29,my-conversation-with-chinas-victor,Marcus on AI,https://garymarcus.substack.com/p/my-conversation-with-chinas-victor,forecast,"For example he writes authoritatively (chatbot-style!) that ""Making AI that is smarter than almost all humans at almost all things will require millions of chips, tens of billions of dollars (at least), and is most likely to happen in 2026-2027."" We don't actual KNOW this; we humans are flexible, general, resourceful thinkers but it is not at all clear that we actually need the equivalent of millions of chips to achieve what we do.","For example he writes authoritatively (chatbot-style!) that ""Making AI that is smarter than almost all humans at almost all things will require millions of chips, tens of billions of dollars (at least), and is most likely to happen in 2026-2027."" We don't actual KNOW this; we hum",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-01-29_my-conversation-with-chinas-victor.txt
2025-02-03,how-come-gpt-can-seem-so-brilliant,Marcus on AI,https://garymarcus.substack.com/p/how-come-gpt-can-seem-so-brilliant,other,I think about the rest of the answer in two parts: Part I is about how GPT works Knowledge is in part about specific properties of particular entities .,I think about the rest of the answer in two parts: Part I is about how GPT works Knowledge is in part about specific properties of particular entities .,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-03_how-come-gpt-can-seem-so-brilliant.txt
2025-02-05,google-2001-dont-be-evil,Marcus on AI,https://garymarcus.substack.com/p/google-2001-dont-be-evil,forecast,"Powerful AI, sooner or later, will wind up in bad hands. § What changed here was the AI landscape.","Powerful AI, sooner or later, will wind up in bad hands. § What changed here was the AI landscape.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-05_google-2001-dont-be-evil.txt
2025-02-06,irony-too-funny-for-words,Marcus on AI,https://garymarcus.substack.com/p/irony-too-funny-for-words,forecast,Fat lot of good that will do. § Let that be a lesson to all AI developers.,Fat lot of good that will do. § Let that be a lesson to all AI developers.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-06_irony-too-funny-for-words.txt
2025-02-09,five-ways-in-which-the-last-3-months,Marcus on AI,https://garymarcus.substack.com/p/five-ways-in-which-the-last-3-months,prescription,"Another of the key suggestions I made in 2022 was that we should use neurosymbolic techniques, combining neural networks with classical symbolic techniques such as rules.","Another of the key suggestions I made in 2022 was that we should use neurosymbolic techniques, combining neural networks with classical symbolic techniques such as rules.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-09_five-ways-in-which-the-last-3-months.txt
2025-02-09,five-ways-in-which-the-last-3-months,Marcus on AI,https://garymarcus.substack.com/p/five-ways-in-which-the-last-3-months,prescription,"I think it is fair to say that “Deep Learning is Hitting a Wall” didn’t anticipate how well a system like Deep Research might work, but in most other respects, ranging from anticipating the slowing of pure LLMs to the need for neurosymbolic AI to the continued troubles with reasoning and hallucination, the paper was bang on.","I think it is fair to say that “Deep Learning is Hitting a Wall” didn’t anticipate how well a system like Deep Research might work, but in most other respects, ranging from anticipating the slowing of pure LLMs to the need for neurosymbolic AI to the continued troubles with reaso",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-09_five-ways-in-which-the-last-3-months.txt
2025-02-11,did-elon-musk-just-muk-sam-altman,Marcus on AI,https://garymarcus.substack.com/p/did-elon-musk-just-muk-sam-altman,forecast,"Since they were first to lay out what a conversion to nonprofit might entail, I will give them the last words, heartily agreeing their closing sentence: Gary Marcus ’ efforts to detach himself from the daily AI news are going poorly.","Since they were first to lay out what a conversion to nonprofit might entail, I will give them the last words, heartily agreeing their closing sentence: Gary Marcus ’ efforts to detach himself from the daily AI news are going poorly.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-11_did-elon-musk-just-muk-sam-altman.txt
2025-02-11,everything-i-warned-about-in-taming,Marcus on AI,https://garymarcus.substack.com/p/everything-i-warned-about-in-taming,prescription,"He’s absolutely right, we should worry about authoritarian uses of AI.","He’s absolutely right, we should worry about authoritarian uses of AI.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-11_everything-i-warned-about-in-taming.txt
2025-02-13,breaking-openais-efforts-at-pure,Marcus on AI,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure,forecast,"A security and privacy researcher who works for Google DeepMind (but who spoke for herself, not the company) spelled it out : § As I have always said, AI will go on; the death of pure scaling is not the death of AI.","A security and privacy researcher who works for Google DeepMind (but who spoke for herself, not the company) spelled it out : § As I have always said, AI will go on; the death of pure scaling is not the death of AI.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-13_breaking-openais-efforts-at-pure.txt
2025-02-13,breaking-openais-efforts-at-pure,Marcus on AI,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure,forecast,Gary Marcus hopes you will someday reread his 2022 essay Deep Learning is Hitting A Wall with an open mind.,Gary Marcus hopes you will someday reread his 2022 essay Deep Learning is Hitting A Wall with an open mind.,/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-13_breaking-openais-efforts-at-pure.txt
2025-02-13,breaking-openais-efforts-at-pure,Marcus on AI,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure,other,"If they called Orion GPT-5, reactions would likely converge for many on “is that all there is?”.","If they called Orion GPT-5, reactions would likely converge for many on “is that all there is?”.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-13_breaking-openais-efforts-at-pure.txt
2025-02-13,breaking-openais-efforts-at-pure,Marcus on AI,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure,forecast,"In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included.","In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included.",/Users/davidgoldblatt/Desktop/marcus_scrape/posts/2025-02-13_breaking-openais-efforts-at-pure.txt
