theme3_id,theme_label,target_mode,claim_type_mode,first_date,last_date,c2_clusters_merged,claim_occurrences,distinct_horizon_values,horizon_shift_detected,horizon_shift_type,certainty_shift,goalpost_shift_score,goalpost_shift_flag,cluster2_ids,representative_quote
theme3_f122aba746fc,openai_governance,llms,causal,2025-11-18,2025-11-18,1,1,,no,none,stable,0,no,cluster2_28b4a92ae665,"In short ChatGPT can approximate the game of chess, but it can’t play it reliably , precisely because (despite immense relevant evidence) it never induces proper world model of the board and the rules."
theme3_b9f19c78c06d,copyright_ip,llms,causal,2026-02-10,2026-02-10,1,1,,no,none,stable,0,no,cluster2_92e064d23600,"The big problem, which has persisted since the beginning of LLMs, is that the reliability is not great, and hence returns on investment for most big corporate customers have been low (as multiple studies have now shown)."
theme3_8e1a0d0af076,agi_timeline,openai,causal,2023-02-16,2023-02-16,1,1,,no,none,stable,0,no,cluster2_3f1dd0762249,"LLMs give some illusion of having solved that (because they can talk about so much), and OpenAI just confirmed that they are working on a model with video input, which will surely be interesting, but I think that in achieving AGI we will have no choice but to find ways of integrating whatever we can get out of deep learning with explicit knowledge and explicit cognitive models ."
theme3_a49d43352868,hallucination_misinformation,openai,normative,2023-03-18,2023-03-18,1,1,,no,none,stable,0,no,cluster2_859703941f56,"Would you use a calculator that makes mistakes? § And by the way, no need to worry, says OpenAI, because our models can reason : Interview with ABC News, March 16 , mischaracterizing what GPT does True LLMs don’t (just) memorize, and true that their models make for lousy databases (for a database a hallucination is an outright fail) but if the definition of reasoning is to obtain valid conclusions from known facts, GPT-4 frequently falls short there, too."
theme3_3c58fbaf4439,safety_alignment,openai,normative,2024-02-04,2024-02-04,1,1,,no,none,stable,0,no,cluster2_b4705d69a903,"As OpenAI themselves note, there are a number of important methodological differences, including the types of LLMs used) It should go without saying that any risk-benefit analyses that with respect to the tradeoffs involved in AI needs to reflect studies that are not just methodologically sound but also interpreted accurately."
theme3_65d13d74dd78,agi_timeline,openai,normative,2024-03-01,2024-03-01,1,1,,no,none,stable,0,no,cluster2_6d1d8154005c,"Under its new board, it is not just developing but is actually refining an AGI to maximize profits for Microsoft, rather than for the benefit of humanity, … OpenAI, Inc.’s once carefully crafted non-profit structure was replaced by a purely profit-driven CEO and a Board with inferior technical expertise in AGI and AI public policy."
theme3_1d051096961b,scaling_limits,openai,predictive,2024-11-09,2024-11-09,1,1,,no,none,stable,0,no,cluster2_6709a62b1005,"Sky high valuation of companies like OpenAI and Microsoft are largely based on the notion that LLMs will, with continued scaling, become artificial general intelligence."
theme3_b9eb41933dd0,hallucination_misinformation,openai,causal,2024-12-08,2024-12-08,1,1,near_term,no,none,stable,0,no,cluster2_1130030bbd81,"Likewise, an AI with a known tendency to hallucinate things can be used to target weapon (this as may happen soon, given the recent announcement that OpenAI will collaborate with Anduril). • Newton deeply and doubly misrepresents me in this key passage: ““Therefore, superintelligence is unlikely to arrive any time soon, if ever."
theme3_5e564709c39c,regulation_policy,openai,descriptive,2025-05-22,2025-05-22,1,1,,no,none,stable,0,no,cluster2_65cade629881,"Sam Altman is laughing his way all the way to the bank. § Another political model – working with China, is never even considered."
theme3_dc8619624667,scaling_limits,openai,descriptive,2025-08-03,2025-08-03,1,1,,no,none,stable,0,no,cluster2_3ebb16bd341e,"One of the week’s most telling reports came from The Information , which, drawing on a scoop at OpenAI, basically affirmed what I have been saying all along (albeit without citing my earlier analyses): pure scaling is not getting us to AGI; returns are diminishing."
theme3_7fce72a0f3dd,self_driving_robotics,tesla,normative,2023-02-11,2023-02-11,1,1,,no,none,stable,0,no,cluster2_811ddefdca0b,"It calls its stuff “Autopilot” and “Full Self Driving”, but it tells the state of California that it doesn’t need to supply self-driving intervention rates because it’s software is actually only Level 2."
theme3_a258d61593cc,self_driving_robotics,tesla,causal,2023-02-13,2023-02-13,1,1,,no,none,stable,0,no,cluster2_77588a6075da,"At one point, in the question period, Musk argued that Tesla was likely to contribute to AI (and solve whatever needs solving) because it would have the most data and and the compute, weak version of the implausible alt intelligence hypothesis I discussed in May ."
theme3_91ef632a8c27,reasoning_common_sense,tesla,normative,2023-08-20,2023-08-20,1,1,,no,none,stable,0,no,cluster2_202e102ef045,"Dropping from “as smart as the Star Trek computer” to better than Joe Sixpack should not be our goal. § Things have actually changed, quite a bit, in a subtle way.A year and half ago, when I offered Elon Musk a bet about when AGI would come , the field generally thought my criteria were reasonable."
theme3_9f755cccecc5,regulation_policy,tesla,normative,2024-04-09,2024-04-09,1,1,,no,none,stable,0,no,cluster2_d82f49ebd26b,"When another Tesla fan asked me about it, I took the challenge and articulated three concerns: § Meanwhile, Wyatt Walls just pointed out some gruesome facts about LLMs and summarization: https://arxiv.org/pdf/2404.01261.pdf § Bonus track: Politico Tech interviewed me this morning on their podcast: The new article on AI policy that we discussed will be out tomorrow, at Politico."
theme3_0b7a44e78690,self_driving_robotics,tesla,descriptive,2024-06-01,2024-06-01,1,1,,no,none,stable,0,no,cluster2_b82b3dddd801,The ridicule started with my infamous “Deep Learning is Hit a Wall” essay (recently reevaluated here ); the deep learning world hated it so much they went a-meming; my personal favorite was always Joscha Bach’s stomping robot — reposted this morning by Elon Musk to his audience of millions.
theme3_e07ab2924ca9,safety_alignment,tesla,descriptive,2025-07-15,2025-07-15,1,1,,no,none,stable,0,no,cluster2_a4a5c31f5a1a,"ButI have seen enough to realize that there is a real risk, especially in the current anti-regulatory regime, that some exceptionally powerful person, Elon or otherwise, unconstrained in conventional ways, with a reckless disregard for humanity, could accidentally launch and spread an AI that deliberately or otherwise causes “ significant harm to the world ”."
theme3_4acd3c028f35,agi_timeline,meta,normative,2025-01-14,2025-01-14,1,1,,no,none,stable,0,no,cluster2_e081c211b857,"If you will pardon the metaphor, AGI should be able to stand on its own two feet."
theme3_be469008f20d,copyright_ip,meta,descriptive,2026-01-06,2026-01-06,1,1,,no,none,stable,0,no,cluster2_dae187f7ee6a,"(It’s only when ChatGPT eclipsed Meta that LeCun began to be sharply, publicly critical of LLMs) LeCun has in fact probably never cited my own critiques, and always presented his own critiques as if they were his own original ideas."
theme3_d8c7f3475f9e,scaling_limits,ai_safety,normative,2024-02-11,2024-02-11,1,1,,no,none,stable,0,no,cluster2_0e4d5a912071,"Let’s not by any means abandon research in AI, altogether—I do still see great hope if we can get to more trustworthy forms of AI—butfor now we should be focusing primarily on safety and innovative new approaches, rather than rushing to scale up existing and problematic architectures to unfathomable and unpredictable consequences."
theme3_6fb1ef5deff5,scaling_limits,ai_safety,descriptive,2024-08-10,2024-08-10,1,1,,no,none,stable,0,no,cluster2_57d44d4bf2ae,"Companies that can afford that, presumably valued in the billions, are not exactly ""little-tech."" • You say that you favor AI governance, but don't make any positive, concrete suggestion for how to address risks such as mass casualties, weapons of mass destruction, large-scale cyberattacks, and AI models autonomously committing serious felonies."
theme3_6f07286a29dd,reasoning_common_sense,ai_safety,normative,2024-08-20,2024-08-20,1,1,,no,none,stable,0,no,cluster2_f96f9fe71cf1,"The bill also sends a message to big tech that the quality of safety protocols, and internal investigations of safety, are relevant to the reasonable care standard — which can help to avoid Ford Pinto-like situations in which companies that should have known better fail to act."
theme3_e08a363477d6,scaling_limits,ai_safety,causal,2025-01-16,2025-01-16,1,1,,no,none,stable,0,no,cluster2_b34dc5cac6f3,"New paper at arXiv : If that’s not enough to make you nervous, there’s always this tweet from a couple days ago: Easily jailbroken AI agents that excel at mimicry but lack the capacity and imperative to evaluate the consequences of their actions are going to cause massive harm. “Mainlining them” into the veins of society , as the UK proposes to do, is a huge mistake."
theme3_6608404f688e,scaling_limits,ai_safety,predictive,2025-05-22,2025-05-22,1,1,,no,none,stable,0,no,cluster2_4180720acbcd,"The second issue is that by writing scenarios that trade so heavily on China-US conflict, they are feeding the worst fears of hawks, both in the US and China — escalating how much money and power both sides will give to companies racing as fast as possible, and reduce investments in efforts to mitigate the risks of building AI that we are scarcely able to control."
theme3_8cc71dd645bf,safety_alignment,microsoft,descriptive,2023-02-26,2023-02-26,1,1,,no,none,stable,0,no,cluster2_47a85f87a090,"A week after release, the chatbot - known internally within Microsoft as "" Sydney "" - was making entirely different headlines, this time for suggesting it would harm and blackmail users and wanted to escape its confines ."
theme3_16706773bfe0,copyright_ip,microsoft,descriptive,2023-02-26,2023-02-26,1,1,,no,none,stable,0,no,cluster2_286e22ae2fbc,Microsoft's decision to release its chatbot likely with prior knowledge of disturbing incidents is one example of ignoring the ethical principles they laid out in recent years.
theme3_f018463815f0,reasoning_common_sense,microsoft,normative,2023-09-22,2023-09-22,1,1,,no,none,stable,0,no,cluster2_f862018cc473,"Computers should be expected to make optimal use of information given, regardless of human limitations. 2 Bing uses some neurosymbolic supplementation to pure LLM’s, with some benefit on these type of problems, where there are known facts, but it is not yet clear how general the benefit is, and I would expect it to have trouble on the made-up facts that were used in Experiment 1."
theme3_fe6828136104,agi_timeline,microsoft,predictive,2024-02-12,2024-02-12,1,1,near_term,no,none,stable,0,no,cluster2_3835d16aa2fe,"I am not worried, immediately, about “AGI risk” (the risk of superintelligent machines beyond our control), in the near term I am worried about what I will call “MAI risk”—Mediocre AI that is unreliable (a la Bing and GPT-4) but widely deployed—both in terms of the sheer number of people using it, and in terms of the access that the software has to the world."
theme3_919f4cd32961,hallucination_misinformation,microsoft,normative,2024-04-17,2024-04-17,1,1,near_term,no,none,stable,0,no,cluster2_41a8b42f6a9b,"Microsoft’s Mustafa Suleyman promised that hallucinations would be cured “soon”, yet my X feed is still filled with examples like these from Princeton Professor Aleksandra Korolova: Suleyman promised, with enthusiasm, we were going to live in a world full of digital aliens, arguing that “ AI should best be understood as a new digital species. ” He didn’t give the slightest hint as to how we might solve the hallucination problem."
theme3_023d31465c4a,copyright_ip,microsoft,normative,2024-05-29,2024-05-29,1,1,,no,none,stable,0,no,cluster2_bfe1e65b01a8,"The first thing that I will tell you is that each of those not so-gentle men scored some points; neither kept things above the belt. § The second is that I probably should have listened to Gemini (courtesy Phil Libin) below, in one of its finer moments, and stayed out of this: Alas, I am now succumbing to peer pressure :( § So, game on, here are some snippets from the brawl."
theme3_17682cba7368,market_hype_bubble,microsoft,predictive,2025-03-27,2025-03-27,1,1,,no,none,stable,0,no,cluster2_48bb5d418826,"Here are just a few, just from the last few days: • NVidia, the largest company actually making serious profits from AI, is down 17.75% for the year, and (after a meteoric rise) clearly facing headwinds. • Microsoft appears to be pulling out of more data center contracts . • Alibaba Group chair Joseph Tsai became the latest to warn that the US was likely overinvesting in GenAI infrastructure . • User disillusionment continues to grow."
theme3_b889360f49df,agi_timeline,anthropic,predictive,2023-08-13,2023-08-13,1,1,,no,none,stable,0,no,cluster2_43f061855a06,"Dario Amodei, CEO of Anthropic, recently projected that we will have AGI in 2-3 years ."
theme3_74fdd247ed10,agi_timeline,anthropic,descriptive,2025-03-05,2025-03-05,1,1,,no,none,stable,0,no,cluster2_442cafe62889,"(The low point was when Klein said it was “slightly damning” that the Biden administration didn’t use Claude, presumably a security risk like all LLMs, to write its confidential memos.) Aside from mentioning a recent positive experience with Deep Research, Klein didn’t fully articulate why he was convinced AGI is likely imminent, beyond saying that folks in industry and government tell him so."
theme3_1741dd2488ee,scaling_limits,anthropic,descriptive,2025-11-18,2025-11-18,1,1,,no,none,stable,0,no,cluster2_f38e7db56387,"The same lack of capacity for representing and maintaining world models over time that explains the other examples in this essay is likely involved in poker as well. ) Don’t even get me started on math, like the time Claude miscalculated 8.8-8.11 as -0.31. § A couple days ago Anthropic reported the results of something called Project Vend, in which Claude tried to run a small shop ."
theme3_641e64cb86a3,reasoning_common_sense,anthropic,causal,2026-02-04,2026-02-04,1,1,,no,none,stable,0,no,cluster2_7f6507eb5159,"The best news here is that with LLM mania subsiding, there might actually be a chance for newcomers to try new things. 1 People are likely rotating out of tech stocks for two almost contradictory reasons: some may be leaving companies like Nvidia out of concerns about circular financing and profitability of LLM companies, while others are leaving traditional companies like Salesforce because they’re worried about companies like Anthropic replacing traditional software."
