cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_9a82bb8e535c,llms may ultimately prove to be something like a 30b or 40b industry which is not nothing but they could well also turn out to be an industry that costs double or treble that to run including data licensing high priced staff massively expensive data centers that may become obsolete quickly and seemingly endless litigation,"LLMs may ultimately prove to be something like a $$30B or $40B industry, which is not nothing — but they could well also turn out to be an industry that costs double or treble that to run, including data licensing, high-priced staff, massively expensive data centers that may become obsolete quickly, and seemingly endless litigation.",technical_assessment,descriptive,tier_3,llms,2025-03-27,2025-03-27,1,genais-day-of-reckoning-may-have,https://garymarcus.substack.com/p/genais-day-of-reckoning-may-have,claim_00786
cluster_f37b07b8b217,llms have just became exactly the commodity i predicted they would become at the lowest possible price,"LLMs have just became exactly the commodity I predicted they would become, at the lowest possible price.",technical_assessment,descriptive,tier_3,llms,2024-07-24,2024-07-24,1,why-openai-may-well-be-completely,https://garymarcus.substack.com/p/why-openai-may-well-be-completely,claim_00528
cluster_8f200e4886f1,llms give some illusion of having solved that because they can talk about so much and openai just confirmed that they are working on a model with video input which will surely be interesting but that in achieving agi we will have no choice but to find ways of integrating whatever we can get out of deep learning with explicit knowledge and explicit cognitive models,"LLMs give some illusion of having solved that (because they can talk about so much), and OpenAI just confirmed that they are working on a model with video input, which will surely be interesting, but I think that in achieving AGI we will have no choice but to find ways of integrating whatever we can get out of deep learning with explicit knowledge and explicit cognitive models .",prediction,causal,tier_3,openai,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00124
cluster_b58ee6cca330,llms don t store things in simple databases but when presented with enough data their regeneration of distributed bits has demonstrably duplicated lengthy training materials multiple times a phenomenon that is called memorization in the field 2 openai will no doubt by now have filtered this specific example so that it can no longer be replicated now that it has appeared in a lawsuit,"LLMs don’t store things in simple databases, but when presented with enough data, their regeneration of distributed bits has demonstrably duplicated lengthy training materials multiple times, a phenomenon that is called memorization in the field. 2 OpenAI will no doubt by now have filtered this specific example so that it can no longer be replicated, now that it has appeared in a lawsuit.",prediction,predictive,tier_2,openai,2024-02-06,2024-02-06,1,deconstructing-geoffrey-hintons-weakest,https://garymarcus.substack.com/p/deconstructing-geoffrey-hintons-weakest,claim_00391
cluster_0e3b73ac1396,llms confined to x tweets will be even less grounded in reality,LLMs confined to X tweets will be even less grounded in reality.,prediction,predictive,tier_3,llms,2024-05-04,2024-05-04,1,an-epistemic-clusterfuck-in-the-making,https://garymarcus.substack.com/p/an-epistemic-clusterfuck-in-the-making,claim_00478
cluster_5c476b91d287,llms are well on their way to becoming a commodity price wars will be intense,LLMs are well on their way to becoming a commodity; price wars will be intense.,prediction,predictive,tier_3,llms,2024-04-20,2024-04-20,1,groupthink-versus-tulips-what-will,https://garymarcus.substack.com/p/groupthink-versus-tulips-what-will,claim_00471
cluster_dc30170a8980,llms are not similarly immune on x there have been a couple of reactions to abysmal showing of llms trying to defend llms that are worth discussing,"LLMs are not similarly immune. § On X, there have been a couple of reactions to abysmal showing of LLMs, trying to defend LLMs, that are worth discussing.",technical_assessment,descriptive,tier_3,llms,2025-04-06,2025-04-06,1,reports-of-llms-mastering-math-have,https://garymarcus.substack.com/p/reports-of-llms-mastering-math-have,claim_00796
cluster_8f8e9317a89a,llms are not like you and me and never will be,LLMs are not like you and me—and never will be .,prediction,predictive,tier_2,llms,2025-12-30,2025-12-30,1,ai-cartoon-of-the-year-and-five-rereadings,https://garymarcus.substack.com/p/ai-cartoon-of-the-year-and-five-rereadings,claim_01074
cluster_962333cb3656,llms are just one form of deep learning and maybe others especially those that play nicer with symbols will eventually thrive,"LLMs are just one form of deep learning, and maybe others — especially those that play nicer with symbols – will eventually thrive.",prediction,predictive,tier_3,llms,2025-07-03,2025-07-03,1,a-knockout-blow-for-llms,https://garymarcus.substack.com/p/a-knockout-blow-for-llms,claim_00884
cluster_f70dee324ff5,llms are desperately greedy for data so pretty much everyone has used every bit of data they can scrape from the internet and there is only one internet short of using some fine tuning tricks that likely reduce accuracy it s actually pretty hard to make an llm that stands out from the pack if you use the same data as everyone else,"LLMs are desperately greedy for data, so pretty much everyone has used every bit of data they can scrape from the internet, and there is only one internet.) Short of using some fine-tuning tricks that likely reduce accuracy, it’s actually pretty hard to make an LLM that stands out from the pack – if you use the same data as everyone else.",technical_assessment,descriptive,tier_2,llms,2025-06-21,2025-06-21,1,1984-but-with-llms,https://garymarcus.substack.com/p/1984-but-with-llms,claim_00863
cluster_32455bb29814,llms are a silicon valley folly like so many others and will soon go the way of nfts and daos this is a view that i have come to associate with gary marcus this is not actually my view and newton should know better,"LLMs are a Silicon Valley folly like so many others, and will soon go the way of NFTs and DAOs.” This is a view that I have come to associate with Gary Marcus.” This is NOT actually my view, and Newton should know better.",policy,normative,tier_3,llms,2024-12-08,2024-12-08,1,hard-forked-casey-newtons-distorted,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted,claim_00644
cluster_02d65eb2a728,llms an intuition about why they work and why they fail nobody understands llms fully we can write the code them but we don t really understand their internals or what they will do at any given moment in part because their outputs depend so heavily on the minutia of their training histories,"LLMs: An intuition about why they work, and why they fail Nobody understands LLMs fully; we can write the code them, but we don’t really understand their internals, or what they will do at any given moment, in part because their outputs depend so heavily on the minutia of their training histories.",capability,causal,tier_2,llms,2024-07-28,2024-07-28,1,alphaproof-alphageometry-chatgpt,https://garymarcus.substack.com/p/alphaproof-alphageometry-chatgpt,claim_00536
cluster_0b17abcb64fc,likewise ernest davis and i argued strenuously that the field should pay more attention to world cognitive models in our 2019 book rebooting ai which lecun was dismissive of,"Likewise, Ernest Davis and I argued strenuously that the field should pay more attention to world (cognitive) models in our 2019 book Rebooting AI , which LeCun was dismissive of.",policy,normative,tier_3,general_ai,2026-01-06,2026-01-06,1,the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun,claim_01086
cluster_c6742d82da3f,likewise an ai with a known tendency to hallucinate things can be used to target weapon this as may happen soon given the recent announcement that openai will collaborate with anduril newton deeply and doubly misrepresents me in this key passage therefore superintelligence is unlikely to arrive any time soon if ever,"Likewise, an AI with a known tendency to hallucinate things can be used to target weapon (this as may happen soon, given the recent announcement that OpenAI will collaborate with Anduril). • Newton deeply and doubly misrepresents me in this key passage: ““Therefore, superintelligence is unlikely to arrive any time soon, if ever.",prediction,causal,tier_2,openai,2024-12-08,2024-12-08,1,hard-forked-casey-newtons-distorted,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted,claim_00643
cluster_0783cfa6c608,likely still a concern especially with open source bots that may have less carefully constructed guardrails there has been at least one chatbot related death gpt 3 is prone to producing toxic language and promulgating misinformation still true with some progress,"Likely still a concern, especially with open-source bots that may have less carefully constructed guardrails ; there has been at least one chatbot related death. “GPT-3 is prone to producing toxic language, and promulgating misinformation” Still true, with some progress.",technical_assessment,descriptive,tier_2,llms,2024-03-10,2024-03-10,1,two-years-later-deep-learning-is,https://garymarcus.substack.com/p/two-years-later-deep-learning-is,claim_00432
cluster_6ca9d6dba7a6,like if we put more effort into figuring out what s going on inside ai systems that would actually change the how likely is it that we can t make ai systems do the things we want parameter words to live by,"Like if we put more effort into figuring out what's going on inside AI systems, that would actually change the ‘how likely is it that we can't make AI systems do the things we want?’ parameter."" Words to live by.",capability,descriptive,tier_2,general_ai,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,claim_00257
cluster_951939eec4f7,like a lot of what sam says this is based on the conjecture or in this case multiple conjectures the entirely speculative conjecture that llms or something else openai figures out how to be build will be enormously profitable,"Like a lot of what Sam says, this is based on the conjecture, or in this case multiple conjectures: The entirely speculative conjecture that LLMs or something else OpenAI figures out how to be build will be enormously profitable.",prediction,predictive,tier_3,openai,2025-01-22,2025-01-22,1,hot-take-on-an-ai-catfight,https://garymarcus.substack.com/p/hot-take-on-an-ai-catfight,claim_00712
cluster_ae407aff144c,license to the author via cartoonstock com i do think ai will eventually work reliably,License to the author via cartoonstock.com I do think AI will eventually work reliably.,capability,predictive,tier_1,general_ai,2024-02-24,2024-02-24,1,no-rag-is-probably-not-going-to-rescue,https://garymarcus.substack.com/p/no-rag-is-probably-not-going-to-rescue,claim_00423
cluster_ea37b5c5a98f,let s not by any means abandon research in ai altogether i do still see great hope if we can get to more trustworthy forms of ai butfor now we should be focusing primarily on safety and innovative new approaches rather than rushing to scale up existing and problematic architectures to unfathomable and unpredictable consequences,"Let’s not by any means abandon research in AI, altogether—I do still see great hope if we can get to more trustworthy forms of AI—butfor now we should be focusing primarily on safety and innovative new approaches, rather than rushing to scale up existing and problematic architectures to unfathomable and unpredictable consequences.",policy,normative,tier_3,ai_safety,2024-02-11,2024-02-11,1,seven-reasons-why-the-world-should,https://garymarcus.substack.com/p/seven-reasons-why-the-world-should,claim_00402
cluster_87369eae1eb6,let s get moving people part of the danger comes from the fact that we are very far from any guarantees that any sort of advanced ai or current ai that we can figure out how to build will be helpful harmless and honest,"Let’s get moving, people. • Part of the danger comes from the fact that we are very far from any guarantees that any sort of advanced AI (or current AI) that we can figure out how to build will be helpful, harmless, and honest.",prediction,predictive,tier_3,ai_safety,2024-12-08,2024-12-08,1,hard-forked-casey-newtons-distorted,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted,claim_00636
cluster_8af638406d1e,let me begin by saying that i would be delighted if my prediction that agi will not happen anytime soon was utterly and completely wrong and that you were right,Let me begin by saying that I would be delighted if my prediction (that AGI will not happen anytime soon) was utterly and completely wrong and that you were right.,prediction,predictive,tier_2,agi,2023-02-16,2023-02-16,1,agi-will-not-happen-in-your-lifetime,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime,claim_00114
cluster_47100fe1ee39,let me add that i do think that some form of ai will eventually actually yield the returns people were anticipating for generative ai,Let me add that I do think that some form of AI will eventually actually yield the returns people were anticipating for Generative AI.,prediction,predictive,tier_3,general_ai,2026-02-10,2026-02-10,1,some-disconcerting-facts-about-ai,https://garymarcus.substack.com/p/some-disconcerting-facts-about-ai,claim_01124
cluster_ea0e8778eea1,less than 10 of the work force will be replaced by ai,Less than 10% of the work force will be replaced by AI.,capability,predictive,tier_1,general_ai,2025-01-01,2025-01-01,1,25-ai-predictions-for-2025-from-marcus,https://garymarcus.substack.com/p/25-ai-predictions-for-2025-from-marcus,claim_00680
cluster_f07d2535f04c,lecun wrote on facebook in may 2022 a few months before he turned against llms not only is al not hitting a wall cars with al powered driving assistance aren t hitting walls or anything else either musk circulated a meme that mentioned me which featured a cartoon of deep learning powered robot smashing over walls and buildings,"LeCun wrote on Facebook, in May 2022, a few months before he turned against LLMs, “Not only is Al not ""hitting a wall"", cars with Al-powered driving assistance aren't hitting walls, or anything else, either.” Musk circulated a meme that mentioned me which featured a cartoon of deep learning-powered robot smashing over walls and buildings .",technical_assessment,descriptive,tier_1,llms,2025-07-13,2025-07-13,1,how-o3-and-grok-4-accidentally-vindicated,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated,claim_00909
cluster_0ed8831bcfcd,lecun talks about world models but because of what appears to be an ego related mental block against classical symbolic ai which he has always allied himself against i don t think lecun actually understands what a world model needs to be,"LeCun talks about world models, but (because of what appears to be an ego-related mental block against classical symbolic AI, which he has always allied himself against) I don’t think LeCun actually understands what a world model needs to be.",technical_assessment,causal,tier_2,general_ai,2026-01-06,2026-01-06,1,breaking-marcus-weighs-in-mostly,https://garymarcus.substack.com/p/breaking-marcus-weighs-in-mostly,claim_01076
cluster_0b801d5c7239,lecun and his collaborator browning make a strong case that language input alone which is the kind of thing that gpt 3 is trained on is not enough writing an essay called ai and the limits of language arguing that a system trained on language alone will never approximate human intelligence even if trained from now until the heat death of the universe but here again there s a lack of credit,"LeCun and his collaborator Browning make a strong case that language input alone (which is the kind of thing that GPT-3 is trained on) is not enough, writing an essay called AI And The Limits Of Language arguing that “A system trained on language alone will never approximate human intelligence, even if trained from now until the heat death of the universe.” But here again there’s a lack of credit.",prediction,predictive,tier_2,llms,2023-02-13,2023-02-13,1,how-new-are-yann-lecuns-new-ideas,https://garymarcus.substack.com/p/how-new-are-yann-lecuns-new-ideas,claim_00057
cluster_ab0858a9156e,leaving our lives in the hands of llms that lack explicit models is literally putting our lives at risk,Leaving our lives in the hands of LLMs that lack explicit models is literally putting our lives at risk.,technical_assessment,descriptive,tier_2,llms,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,claim_01013
cluster_15c272cbb31d,leave technology companies to their own devices trust them to sort themselves out without any more regulations and hope they will learn to corral their ai and find better less chaotic ways of rolling them out,"Leave technology companies to their own devices, trust them to sort themselves out without any more regulations, and hope they will learn to corral their AI and find better, less chaotic ways of rolling them out.",prediction,predictive,tier_3,regulation,2023-02-26,2023-02-26,1,is-it-time-to-hit-the-pause-button,https://garymarcus.substack.com/p/is-it-time-to-hit-the-pause-button,claim_00165
cluster_9a01e34cc3f6,lately i have been asked to participate in a bunch of debates about whether llms will on balance be net positive or net negative,"Lately I have been asked to participate in a bunch of debates about whether LLMs will, on balance, be net positive or net negative.",prediction,predictive,tier_3,llms,2023-03-11,2023-03-11,1,the-long-shadow-of-gpt,https://garymarcus.substack.com/p/the-long-shadow-of-gpt,claim_00171
cluster_03fe816f695b,late last night the senate s parliamentarian gave the provision that would block state action a green light making it ever less likely that the united states will ever hold ai companies meaningfully accountable for the harms they might cause,"Late last night the Senate’s parliamentarian gave the provision that would block state action a green light, making it ever less likely that the United States will ever hold AI companies meaningfully accountable for the harms they might cause.",prediction,causal,tier_3,ai_safety,2025-06-23,2025-06-23,1,llms-dishonest-unpredictable-and,https://garymarcus.substack.com/p/llms-dishonest-unpredictable-and,claim_00870
cluster_13b0cb1bcba4,lastly asking for standards is not unique to ai it s common across many industries to ask that companies evaluate the safety of their products according to set standards just look at the pharmaceutical industry or aviation automobiles etc,"Lastly, asking for standards is not unique to AI; it's common across many industries to ask that companies evaluate the safety of their products according to set standards: just look at the pharmaceutical industry, or aviation, automobiles, etc.",technical_assessment,descriptive,tier_2,ai_safety,2024-08-10,2024-08-10,1,an-open-letter-to-fei-fei-li-concerning,https://garymarcus.substack.com/p/an-open-letter-to-fei-fei-li-concerning,claim_00559
cluster_936a44b99c9a,large language models lack mechanisms for verifying truth we need to find new ways to integrate them with the tools of classical ai such as databases webs of knowledge and reasoning,"Large language models lack mechanisms for verifying truth; we need to find new ways to integrate them with the tools of classical AI, such as databases, webs of knowledge, and reasoning.",policy,normative,tier_3,llms,2023-02-15,2023-02-15,1,ais-jurassic-park-moment,https://garymarcus.substack.com/p/ais-jurassic-park-moment,claim_00088
cluster_e3fa95062b87,large language models alone were never going to solve the alignment problem,Large language models alone were never going to solve the alignment problem.,capability,descriptive,tier_1,llms,2023-11-26,2023-11-26,1,top-5-reasons-why-openai-was-probably,https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably,claim_00352
cluster_16222657ca22,ladders to the moon of agi by code of kai t but how do we know when irrational exuberance has unduly escalated asset values which then become subject to unexpected and prolonged contractions federal reserve chair alan greenspan 1996 not long before the dot com bubble burst ai doesn t have to be all that smart to cause a lot of harm,"Ladders to the Moon of AGI, by @Code_of_Kai t ""But how do we know when irrational exuberance has unduly escalated asset values …. .which then become subject to unexpected and prolonged contractions…?” Federal Reserve Chair Alan Greenspan, 1996, not long before the dot.com bubble burst AI doesn’t have to be all that smart to cause a lot of harm.",industry_market,causal,tier_1,agi,2023-04-09,2023-04-09,1,gpt-5-and-irrational-exuberance,https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance,claim_00194
cluster_5371d1ecd935,kohane recalled the ai winter of the 1980s in which funding abruptly dropped after expectations were not met and fears we could wind up with another similar crash if we are not realistic about what is and is not feasible,"Kohane recalled the “AI Winter” of the 1980s, in which funding abruptly dropped after expectations were not met, and fears we could wind up with another, similar crash if we are not realistic about what is and is not feasible.",industry_market,descriptive,tier_2,general_ai,2023-02-13,2023-02-13,1,did-googleai-just-snooker-one-of,https://garymarcus.substack.com/p/did-googleai-just-snooker-one-of,claim_00052
cluster_8f966a095fa4,key will be going beyond the literal text as davis and i explain in rebooting ai,"Key will be going beyond the literal text, as Davis and I explain in Rebooting AI .",prediction,predictive,tier_3,general_ai,2025-04-17,2025-04-17,1,dear-elon-musk-here-are-five-things,https://garymarcus.substack.com/p/dear-elon-musk-here-are-five-things,claim_00807
cluster_e69fe9369346,just let the world figure it out if they throw llm based agents over the fence we are all in grave danger but wait there s more,"Just let the world figure it out.’” If they throw LLM-based agents over the fence, we are all in grave danger. § But wait, there’s more!",technical_assessment,descriptive,tier_2,llms,2024-02-10,2024-02-10,1,what-could-possibly-go-wrong-with,https://garymarcus.substack.com/p/what-could-possibly-go-wrong-with,claim_00399
cluster_2858660c3a84,just as i argued here in april 2024 llms have reached a point of diminishing returns the economics are likely to be grim,"Just as I argued here in April 2024, LLMs have reached a point of diminishing returns . § The economics are likely to be grim.",technical_assessment,descriptive,tier_1,llms,2024-11-09,2024-11-09,1,confirmed-llms-have-indeed-reached,https://garymarcus.substack.com/p/confirmed-llms-have-indeed-reached,claim_00612
cluster_bda50a2803bd,just a couple days ago one serious computer scientist asserted to me that climate change is real and ai risk is not as if we were wasting time even thinking about the problem,"Just a couple days ago, one serious computer scientist asserted to me that “climate change is real and ""AI Risk"" is not”, as if we were wasting time even thinking about the problem.",technical_assessment,descriptive,tier_2,ai_safety,2023-08-27,2023-08-27,1,d28,https://garymarcus.substack.com/p/d28,claim_00247
cluster_999a7ab1f344,june 29 30 2022 free registration required 1 considerable efforts are being made towards making cross modal models like gato that take in visual input as well strings of words we think this is well worth investigating but unlikely in itself to suffice 2 arguments like steven piantadosi s recent claim that the internal states of current neural networks represent semantic information that might be tantamount to meaning run up against this,"June 29-30, 2022 [free registration required] 1 Considerable efforts are being made towards making “cross-modal” models like Gato that take in visual input as well strings of words; we think this is well worth investigating but unlikely in itself to suffice . 2 Arguments like Steven Piantadosi’s recent claim that the internal states of current neural networks represent semantic information that might be tantamount to meaning run up against this.",technical_assessment,descriptive,tier_1,general_ai,2023-02-11,2023-02-11,1,three-ideas-from-linguistics-that,https://garymarcus.substack.com/p/three-ideas-from-linguistics-that,claim_00035
cluster_67d3c59320f1,journal reports we are not going to get to human level ai just by scaling llms lecun said on alex kantrowitz s big technology podcast this spring there s no way absolutely no way and whatever you can hear from some of my more adventurous colleagues it s not going to happen within the next two years,"Journal reports: We are not going to get to human-level AI just by scaling LLMs,” [LeCun] said on Alex Kantrowitz’s Big Technology podcast this spring. “There’s no way, absolutely no way, and whatever you can hear from some of my more adventurous colleagues, it’s not going to happen within the next two years.",technical_assessment,descriptive,tier_3,llms,2026-01-06,2026-01-06,1,the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun,claim_01083
cluster_0e294d3cfd04,jepa does not understand anything about space once the sensory stream drifts outside of the training manifold jepa has no stabilizing mechanism to rebuild coherence denis o s closing summary absolutely nails it jepa helps deep learning to see the world more cleanly but seeing is not understanding,"JEPA does not understand anything about space. … once the sensory stream drifts outside of the training manifold, JEPA has no stabilizing mechanism to rebuild coherence.” Denis O’s closing summary absolutely nails it: “ JEPA helps deep learning to ‘see’ the world more cleanly… But seeing is not understanding.",technical_assessment,descriptive,tier_3,general_ai,2026-01-06,2026-01-06,1,breaking-marcus-weighs-in-mostly,https://garymarcus.substack.com/p/breaking-marcus-weighs-in-mostly,claim_01078
cluster_978e9f11ef87,item two also from earlier today was this reported by the new york times the only excuse i can see for the white house s escalating efforts at leaving ai all but entirely deregulated unlikely virtually any other industry from medicine to food to airplanes to cars to constructions is some sort of race with china,"Item two, also from earlier today was this, reported by The New York Times: The only excuse I can see for the White House’s escalating efforts at leaving AI all but entirely deregulated (unlikely virtually any other industry from medicine to food to airplanes to cars to constructions) is some sort of race with China.",technical_assessment,descriptive,tier_2,general_ai,2025-12-09,2025-12-09,1,is-the-white-houses-ai-policy-coherent,https://garymarcus.substack.com/p/is-the-white-houses-ai-policy-coherent,claim_01052
cluster_b8f9dd3aa8b7,it would likely also have considerable payoff for engineering but that s a story for another day if chomsky s more than a little disappointed about by the attention surrounding systems like gpt 3 it s because all this emphasis on statistical machines has distracted away from the incredibly important questions about the very nature of human language and cognition that he spent his career rightly trying to call attention to,"(It would likely also have considerable payoff for engineering, but that’s a story for another day.) If Chomsky’s more than a little disappointed about by the attention surrounding systems like GPT-3, it’s because all this emphasis on statistical machines has distracted away from the incredibly important questions about the very nature of human language and cognition that he spent his career rightly trying to call attention to.",technical_assessment,causal,tier_2,llms,2023-02-11,2023-02-11,1,noam-chomsky-and-gpt-3,https://garymarcus.substack.com/p/noam-chomsky-and-gpt-3,claim_00027
cluster_a34a100b612a,it will surely annoy you to hear this but i can recognize emails like yours already from the excited and very self confident even insistent tone of their subject lines or of their first sentences filled with boldface type and bluntly stark assertions about consciousness having arrived in the llm world,"It will surely annoy you to hear this, but I can recognize emails like yours already from the excited and very self-confident (even insistent) tone of their subject lines or of their first sentences, filled with boldface type and bluntly stark assertions about consciousness having arrived in the LLM world.",prediction,predictive,tier_3,llms,2025-07-09,2025-07-09,1,are-llms-starting-to-become-a-sentient,https://garymarcus.substack.com/p/are-llms-starting-to-become-a-sentient,claim_00885
cluster_0b5045aaea68,it will remain a turbocharged pastiche generator and a fine tool for brainstorming and for first drafts but not trustworthy general intelligence alignment between what humans want and what machines do will continue to be a critical unsolved problem,"It will remain a turbocharged pastiche generator, and a fine tool for brainstorming, and for first drafts, but not trustworthy general intelligence. “Alignment” between what humans want and what machines do will continue to be a critical, unsolved problem .",prediction,predictive,tier_3,ai_safety,2025-12-01,2025-12-01,1,three-years-on-chatgpt-still-isnt,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt,claim_01037
cluster_e8743f1b5fc4,it will lead to a dark age for the environment our children and marginalized communities consumer reports policy analyst for ai issues grace gedye also weighed in congress has long abdicated its responsibility to pass laws to address emerging consumer protection harms under this bill it would also prohibit the states from taking actions to protect their residents well aware of the challenges ai poses state leaders have already been acting,"It will lead to a Dark Age for the environment, our children, and marginalized communities.” Consumer Reports’ Policy Analyst for AI Issues Grace Gedye also weighed in, “Congress has long abdicated its responsibility to pass laws to address emerging consumer protection harms; under this bill, it would also prohibit the states from taking actions to protect their residents"" Well aware of the challenges AI poses, state leaders have already been acting.",policy,normative,tier_3,regulation,2025-05-14,2025-05-14,1,when-it-comes-to-ai-policy-congress,https://garymarcus.substack.com/p/when-it-comes-to-ai-policy-congress,claim_00830
cluster_67f439a1500d,it will be very very interesting to see how it all plays out this tweet doesn t seem far off the mark to me my guess is that in time trump will be remembered more for his ai policies than for ice or his tariffs and not in a good way,"It will be very, very interesting to see how it all plays out. § This tweet doesn’t seem far off the mark to me: § My guess is that in time Trump will be remembered more for his AI policies than for ICE or his tariffs, and not in a good way.",prediction,predictive,tier_2,general_ai,2026-02-27,2026-02-27,1,did-trump-just-overplay-his-hand,https://garymarcus.substack.com/p/did-trump-just-overplay-his-hand,claim_01146
cluster_6c3bc3e34059,it will be even better than gpt 4 at creating convincing sounding prose,It will be even better than GPT-4 at creating convincing sounding prose.,prediction,predictive,tier_2,llms,2023-04-09,2023-04-09,1,gpt-5-and-irrational-exuberance,https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance,claim_00198
cluster_3cc517e576c8,it was so popular you can get it on a t shirt the idea which has led us all the way into the apparent ai bubble was that one could use massive amounts of data often derived from human behavior as a substitute for intelligence i said it would never work,It was so popular you can get it on a t-shirt: The idea — which has led us all the way into the apparent AI bubble — was that one could use “ massive amounts of data – often derived from human behavior – as a substitute for intelligence. ” I said it would never work.,industry_market,descriptive,tier_1,general_ai,2025-12-17,2025-12-17,1,breaking-news-scale-is-all-you-need,https://garymarcus.substack.com/p/breaking-news-scale-is-all-you-need,claim_01062
cluster_ac4fa11607a5,it was obvious even in 1948 where the core of a chess program should begin with a world model viz a machine internal representation of the current board state which pieces are on which squares that can be updated after every move,"It was obvious even in 1948 where the core of a chess program should begin: with a world model, viz. a machine-internal representation of the current board state (which pieces are on which squares) that can be updated after every move.",policy,normative,tier_3,general_ai,2025-11-18,2025-11-18,1,generative-ais-crippling-and-widespread,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread,claim_01000
cluster_f8d95350ef09,it was always going to happen the ludicrously high expectations from last 18 chatgpt drenched months were never going to be met,It was always going to happen; the ludicrously high expectations from last 18 ChatGPT-drenched months were never going to be met.,technical_assessment,descriptive,tier_2,llms,2024-06-22,2024-06-22,1,the-great-ai-retrenchment-has-begun,https://garymarcus.substack.com/p/the-great-ai-retrenchment-has-begun,claim_00518
cluster_6a45525a8898,it was also inspired by his co founder jack clark who more less just promised politico essentially the same we have this notion that in late 2026 or early 2027 powerful ai systems will be built that will have intellectual capabilities that match or exceed nobel prize winners and it was inspired by the physicist max tegmark who a few days ago endorsed the above position with such certainty that he chided his mit colleagues for not the alleged coming tsunami,"It was also inspired by his co-founder Jack Clark, who more less just promised POLITICO essentially the same, “ We have this notion that in late 2026, or early 2027, powerful AI systems will be built that will have intellectual capabilities that match or exceed Nobel Prize winners .” And it was inspired by the physicist Max Tegmark, who a few days ago endorsed the above position with such certainty that he chided his MIT colleagues for not the (alleged)“ coming tsunami ”.",prediction,predictive,tier_1,general_ai,2025-03-09,2025-03-09,1,nobel-prizes-and-the-ai-hype-hall,https://garymarcus.substack.com/p/nobel-prizes-and-the-ai-hype-hall,claim_00772
cluster_0bdf1ccf19f7,it was also arguably the only challenge in biology or possibly in all the sciences that they could have tackled so successfully as for chatgpt and its relatives these will undoubtedly continue to provide a new generation of incredibly useful literature synthesis tools,"It was also, arguably, the only challenge in biology, or possibly in all the sciences, that they could have tackled so successfully … As for ChatGPT and its relatives, these will undoubtedly continue to provide a new generation of incredibly useful literature synthesis tools.",prediction,predictive,tier_2,llms,2024-04-14,2024-04-14,1,superhuman-agi-is-not-nigh,https://garymarcus.substack.com/p/superhuman-agi-is-not-nigh,claim_00464
cluster_adfd8e4e88b9,it turns out that attention the key component in llms and the focus of the justly famous transformer paper is not fact all you need,"It turns out that attention, the key component in LLMs, and the focus of the justly famous Transformer paper, is not fact “ all you need ”.",technical_assessment,descriptive,tier_2,llms,2025-08-09,2025-08-09,1,gpt-5-overdue-overhyped-and-underwhelming,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming,claim_00964
cluster_9d0aca4e7072,it should be obvious that applying hallucinatory and unreliable generative ai to weapon systems without humans in the loop could be catastrophic,It should be obvious that applying hallucinatory and unreliable Generative AI to weapon systems without humans in the loop could be catastrophic.,policy,normative,tier_3,general_ai,2026-02-25,2026-02-25,1,code-red-for-humanity,https://garymarcus.substack.com/p/code-red-for-humanity,claim_01135
cluster_3f3d55b9a76b,it s only when chatgpt eclipsed meta that lecun began to be sharply publicly critical of llms lecun has in fact probably never cited my own critiques and always presented his own critiques as if they were his own original ideas,"(It’s only when ChatGPT eclipsed Meta that LeCun began to be sharply, publicly critical of LLMs) LeCun has in fact probably never cited my own critiques, and always presented his own critiques as if they were his own original ideas.",technical_assessment,descriptive,tier_2,meta,2026-01-06,2026-01-06,1,the-false-glorification-of-yann-lecun,https://garymarcus.substack.com/p/the-false-glorification-of-yann-lecun,claim_01082
