cluster2_id,theme_label,target_mode,claim_type_mode,category_mode,falsifiability_tier_mode,first_date,last_date,occurrences,distinct_posts,horizon_values,goalpost_shift_candidate,representative_quote,supporting_claim_ids,source_urls
cluster2_c02cc3bc55e0,seems_scaling_iterations_100,agi,descriptive,capability,tier_1,2024-06-30,2024-06-30,1,1,,no,"Spending upwards of 100 billion dollars on the current approach, which is what two more iterations of scaling would likely require, given that is unlikely to get to AGI (or ever be reliable) seems wasteful to me.",claim_00524,https://garymarcus.substack.com/p/marcus-goes-gaga-over-gates-clip
cluster2_e9e732acc36d,altman_people_soon_musk,agi,predictive,prediction,tier_2,2024-08-01,2024-08-01,1,1,near_term,no,"Once you do, almost everything that people like Altman and Musk and Kurzweil are currently saying about AGI being nigh seems like sheer fantasy, on par with imagining that really tall ladders will soon make it to the moon.",claim_00545,https://garymarcus.substack.com/p/this-one-important-fact-about-current
cluster2_ba4ac691cf68,least_somewhat_years_see,agi,predictive,prediction,tier_3,2024-08-23,2024-08-23,1,1,,no,He thinks it is at least somewhat plausible we will see AGI in a few years; I do not.,claim_00573,https://garymarcus.substack.com/p/scoop-what-former-employees-of-openai
cluster2_fe84bf7dcb06,jokingly_said_when_side,agi,descriptive,technical_assessment,tier_2,2024-10-20,2024-10-20,1,1,,no,"But then again, their products have always been served with large side order of bullshit, like when Sam said, apparently jokingly, that “AGI has been achieved internally”.",claim_00595,https://garymarcus.substack.com/p/is-openai-more-like-wework-or-theranos
cluster2_a420436653ef,rather_approach_security_global,agi,normative,policy,tier_3,2024-10-24,2024-10-24,1,1,,no,"We can and should instead approach the challenge of safely building AGI as one of global , rather than national security.",claim_00605,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_3b97bbeaf2c5,distributed_jachiam_team_closely,agi,predictive,prediction,tier_3,2024-10-24,2024-10-24,1,1,,no,"The remainder of the AGI Readiness team will be distributed among other teams, and I'm working closely with @jachiam on transfer of some projects to the Mission Alignment team he is building.",claim_00608,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness
cluster2_1bac5a0f886e,even_said_emails_come,agi,predictive,prediction,tier_1,2024-12-08,2024-12-08,1,1,near_term,no,"I always say that AGI will come, just not soon, and in fact said so explicitly in emails to Newton yesterday (e.g., “we will get to AGI, but the field has been pursuing a hypothesis that was basically (just as I anticipated) disproven, so we will need new ideas.”) I also always say we need hybrid systems that include LLMs as one tool among many, never that that LLMs will altogether disappear, even if they become a commodity and valuations fall.",claim_00645,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_703e2946c4e4,whenever_right_all_said,agi,normative,policy,tier_3,2024-12-08,2024-12-08,1,1,,no,"In a pithy DM summing it all up, a colleague said that that Newton’s basic strategy was to reduce me to a “caricature he's created … and then use that caricature to dismiss the whole field.” § Newton is of course right that we need to prepare for AGI, whenever it comes.",claim_00647,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_a6c7fd28f419,possible_already_entirely_given,agi,causal,industry_market,tier_3,2024-12-08,2024-12-08,1,1,,no,"It is entirely possible to (a) be skeptical that we can simply scale LLMs to AGI, (b) be doubtful of the overall business model for LLMs given the lack of moat etc, and also (c) think that these tools are already powerful (though unreliable and untrustworthy) and therefore dangerous.",claim_00648,https://garymarcus.substack.com/p/hard-forked-casey-newtons-distorted
cluster2_166f12ae45af,further_important_dozens_chollet,agi,predictive,prediction,tier_2,2024-12-21,2024-12-21,1,1,,no,"Almost none seem to have read further, to the most important part of Chollet’s essay: it is important to note that ARC-AGI is not an acid test for AGI – as we've repeated dozens of times this year.",claim_00656,https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what
cluster2_9b022ceb42cf,suggest_even_points_early,agi,predictive,prediction,tier_1,2024-12-21,2024-12-21,1,1,2025-12-31,no,"Furthermore, early data points suggest that the upcoming ARC-AGI-2 benchmark will still pose a significant challenge to o3, potentially reducing its score to under 30% even at high compute (while a smart human would still be able to score over 95% with no training)” § In 2025, a lot of AI influencers and maybe some companies are going to claim we have reached AGI.",claim_00657,https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what
cluster2_8b0d3b10ad62,solved_suggested_problem_core,agi,predictive,prediction,tier_1,2024-12-21,2024-12-21,1,1,this_decade,no,Nothing in the o3 presentation yesterday suggested to me that this decades-old core problem has been remotely solved. § I am not saying we will never get AGI.,claim_00658,https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what
cluster2_ac12b937c62f,true_realized_capable_logical,agi,predictive,prediction,tier_3,2024-12-21,2024-12-21,1,1,,no,The dream of AGI will not be realized by statistical tricks but by building systems capable of true logical reasoning.,claim_00659,https://garymarcus.substack.com/p/o3-agi-the-art-of-the-demo-and-what
cluster2_4aad26fa81f8,conclude_fchollet_performance_lead,agi,normative,policy,tier_3,2024-12-22,2024-12-22,1,1,,no,"For many people, what sealed the deal, or lead them to conclude, wrongly, that o3 necessarily “must be a step to AGI”, was o3’s performance on @fchollet’s ARC—AGI.",claim_00660,https://garymarcus.substack.com/p/c39
cluster2_aea402b268b7,lake_pointed_called_nyu,agi,normative,policy,tier_3,2024-12-22,2024-12-22,1,1,,no,"As NYU prof Brenden Lake pointed out, the test should never have been called ARC-AGI.",claim_00661,https://garymarcus.substack.com/p/c39
cluster2_55fca8190abe,any_nearing_huggingface_commenting,agi,normative,policy,tier_3,2024-12-22,2024-12-22,1,1,,no,"Thom Wolf, cofounder of HuggingFace, wrote “people commenting that it's normal to train on the train set but somehow I would have expected/hoped that as we're nearing AGI-level capabilities we would not need to really fine-tune/specifically train the model on any specific downstream task” 5.",claim_00662,https://garymarcus.substack.com/p/c39
cluster2_a6b0e52ed944,know_important_none_saw,agi,descriptive,technical_assessment,tier_2,2024-12-22,2024-12-22,1,1,,no,"(And best humans still outperformed the model). ⁃ Until there is considerable external scientific scrutiny (so far there has been none), we won’t really know exactly what the o3 advance is or how important it is. ⁃ What we saw is not AGI.",claim_00663,https://garymarcus.substack.com/p/c39
cluster2_0d830dbdafce,certain_100_all_clear,agi,descriptive,technical_assessment,tier_2,2025-01-07,2025-01-07,1,1,,no,Does all this mean that I am absolutely 100% certain that AGI is not in clear sight?,claim_00690,https://garymarcus.substack.com/p/sam-altman-thinks-that-agi-is-basically
cluster2_a0cdbb21fcd4,clear_500_walked_usual,agi,descriptive,technical_assessment,tier_2,2025-01-09,2025-01-09,1,1,,no,"He made some of his usual overpromises (500,000 humanoid robots in three years, which seems to very unlikely) but also, importantly, and without clear acknowledgement, walked about his AGI predictions.",claim_00695,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5
cluster2_6312fecddd30,succeed_all_even_2025,agi,predictive,prediction,tier_1,2025-01-09,2025-01-09,1,1,2025-12-31,no,"I will stand by my own predictions that we won’t see AGI in 2025, and I won’t be at all surprised if don’t even see anything worthy of the GPT-5 name (which I still expect not to be able to succeed at the kinds of criteria for AGI I have previously laid out here and here ).",claim_00697,https://garymarcus.substack.com/p/agi-isnt-coming-in-2025-and-gpt-5
cluster2_ec8b83706360,longer_older_narrow_feels,agi,descriptive,technical_assessment,tier_3,2025-01-14,2025-01-14,1,1,,no,"If what have now is not AGI, what is it? § An older distinction, that no longer feels complete, is between narrow AI and general AI.",claim_00699,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence
cluster2_0db3749461c6,solved_influencers_true_solutions,agi,normative,policy,tier_3,2025-01-14,2025-01-14,1,1,2025-12-31,no,"Then, and only then, will we have reliable solutions to the unreliability that has plagued recent AI. § When grifters and influencers in 2025 claim that AGI has been solved or is imminent, you should ask: is that really true?",claim_00706,https://garymarcus.substack.com/p/agi-versus-broad-shallow-intelligence
cluster2_9aa09566059a,neither_2027_country_silicon,agi,predictive,prediction,tier_1,2025-01-26,2025-01-26,1,1,2027-12-31,no,"Contra Silicon Valley scuttlebutt, neither country will achieve AGI by the end of 2027.",claim_00720,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over
cluster2_84f4053d868b,true_country_best_fosters,agi,predictive,prediction,tier_2,2025-01-26,2025-01-26,1,1,,no,The race to AGI will be won not by the country with the most chips but by the one that best fosters true innovation.,claim_00722,https://garymarcus.substack.com/p/the-race-for-ai-supremacy-is-over
cluster2_14fdbc2d479a,included_arrive_all_core,agi,predictive,prediction,tier_2,2025-02-13,2025-02-13,1,1,,no,"In all likelihood AGI will some day arrive, with or without LLMs at the core, and likely with all kinds of other gadgets included.",claim_00738,https://garymarcus.substack.com/p/breaking-openais-efforts-at-pure
cluster2_8f6a825f544c,klein_completely_agree_when,agi,predictive,prediction,tier_3,2025-03-05,2025-03-05,1,1,,no,I completely agree with Klein that AGI will matter a lot when it comes.,claim_00751,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_a841bb4a554e,know_era_acknowledges_rightfully,agi,predictive,prediction,tier_3,2025-03-05,2025-03-05,1,1,,no,He rightfully acknowledges that we dont’t really know what the AGI era will look like.,claim_00752,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_9fd8983168e0,klein_dead_wrong_episode,agi,descriptive,technical_assessment,tier_2,2025-03-05,2025-03-05,1,1,,no,"But I think that Klein is dead wrong about the AGI timeline, around which a fair bit of the episode rests.",claim_00753,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_f4fdda54ded8,any_podcast_artificial_system,agi,predictive,prediction,tier_2,2025-03-05,2025-03-05,1,1,,no,"I think there is almost zero chance that artificial general intelligence (which his podcast guest reasonably defines as “a system capable of doing almost any cognitive task a human can do“) will arrive in the next two to three years, especially given how disappointing GPT 4.5 turned out to be.",claim_00754,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_b4be7c04b93f,everybody_say_cares_imminent,agi,descriptive,technical_assessment,tier_3,2025-03-05,2025-03-05,1,1,,no,Which is not say that everybody believes AGI imminent or cares or spends every waking hour contemplating that notion.,claim_00755,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_ee92ec4e7a8c,certainly_wrong_places_absurd,agi,predictive,prediction,tier_3,2025-03-05,2025-03-05,1,1,,no,"But it is absolutely absurd to pretend “AGI imminent” hypothesis isn’t getting play in high places. § Nonetheless, for reasons I will articulate shortly, I do think that the hypothesis that AGI is imminent almost certainly wrong.",claim_00756,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_4dbb9f3d81ca,hype_generalize_similar_industry,agi,normative,policy,tier_3,2025-03-05,2025-03-05,1,1,,no,"Because (a) I have learned to discount industry hype and (b) as a cognitive scientist, I look at what we have, and it’s still missing a lot of prerequisites, like these: • AGI should have a reliable ability to freely generalize abstractions to new instances regardless of how similar they are to items encountered in training.",claim_00758,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_6e35d15ac55b,numbers_even_digit_generalize,agi,normative,policy,tier_3,2025-03-05,2025-03-05,1,1,,no,"Another recent study on multiplication, replicates the weakness once again. even with the recent model o1-mini. 1 Every red cell in this graph (e.g, multiplying 20 digit numbers by 19 digit numbers 2 ) is failure to generalize, even after immense amounts of training data: On a good scientific calculator, every single number would be in green. • AGI should have reliable ability to reason over abstractions.",claim_00759,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_92e0a665743f,track_unpredictable_individuals_hallucination,agi,normative,policy,tier_3,2025-03-05,2025-03-05,1,1,,no,(Ongoing unpredictable errors in LLMs reflect this.) • AGI should have a reliable ability to keep track of individuals and their properties without hallucination.,claim_00760,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_ec7fa966de4e,occasional_syntactic_semantic_object,agi,normative,policy,tier_3,2025-03-05,2025-03-05,1,1,,no,The occasional bizarre violations in object permanence in models like Sora are another reflection of this ) • AGI should have a reliable ability to understand complex syntactic and semantic structure.,claim_00761,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_c6db08aebbaa,solved_all_getting_everywhere,agi,predictive,prediction,tier_2,2025-03-05,2025-03-05,1,1,,no,Everything won’t be solved everywhere all at once; getting to AGI will be a slog.,claim_00762,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_9b93f713b7c3,achieving_impossible_get_never,agi,predictive,prediction,tier_2,2025-03-05,2025-03-05,1,1,,no,"Achieving AGI is impossible, and we will never get there.",claim_00763,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_b56d3d22fec9,arrival_impressive_right_all,agi,causal,prediction,tier_2,2025-03-05,2025-03-05,1,1,,no,"But it is like thinking that the earth is at the center of the universe to think that it will all happen right now just where we are standing, just because LLMs are more impressive than many people initially expected. § Speculating about the arrival of AGI used to be just an “academic” question, a curiosity for philosophers and other interested parties to contemplate, but it is no longer.",claim_00764,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_9742f5c680c6,certain_develop_focus_getting,agi,normative,policy,tier_3,2025-03-05,2025-03-05,1,1,,no,"If getting to AGI in the next three years is not quite as certain as the sun rising every day from the east, we might want to hedge our bets, and try to focus on what the field of AI need to develop besides scaling.",claim_00766,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_bf8b39744567,remains_even_system_arithmetic,agi,predictive,prediction,tier_2,2025-03-05,2025-03-05,1,1,,no,"More importantly, even with extra augmentation, the system remains wildly unreliable on tasks that many systems have been able to handle for decades. 2 Some will say “humans make arithmetic errors, too”, but AGI really shouldn’t.",claim_00767,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_723391a7e57c,implicit_months_even_point,agi,predictive,prediction,tier_2,2025-03-05,2025-03-05,1,1,,no,"The point here is not about arithmetic but generalization . 3 Another implicit assumption is that getting to AGI first, even by a few months, will matter a lot.",claim_00768,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_1ab79ae4134e,interview_whoever_implicit_advantage,agi,predictive,prediction,tier_3,2025-03-05,2025-03-05,1,1,,no,There is a notion implicit in the interview that whoever gets to AGI first will have some massive advantage.,claim_00769,https://garymarcus.substack.com/p/ezra-kleins-new-take-on-agi-and-why
cluster2_34f6d415ebe8,times_journalists_podcasters_want,agi,normative,policy,tier_3,2025-03-14,2025-03-14,1,1,,no,"But, also: podcasters, if they want to grow up to be real journalists, should start asking some hard questions, too. § Update: Just after I finished drafting this essay, The New York Times published another “AGI is imminent essay”, second in about a week, this time by Kevin Roose.",claim_00780,https://garymarcus.substack.com/p/hype-anthropics-dario-amodei-the
cluster2_3a0c187dede9,survey_leading_rather_said,agi,causal,prediction,tier_2,2025-03-14,2025-03-14,1,1,,no,"This is especially embarrassing given a just published survey of the leading AI society, AAAI, which found that more than 84% of respondents (trained, accomplished academics rather than podcasters and influencers) said that neural networks alone are not enough to get us to AGI (seee also New Scientist’s “AI scientists are sceptical that modern models will lead to AGI” ).",claim_00781,https://garymarcus.substack.com/p/hype-anthropics-dario-amodei-the
cluster2_ad2a1fc3cb59,know_what_don,agi,descriptive,technical_assessment,tier_3,2025-04-01,2025-04-01,1,1,,no,"If this is not AGI, I don't know what is.",claim_00790,https://garymarcus.substack.com/p/breaking-gpt-5-news
cluster2_907c68d37d3f,time_invest_ideas_other,agi,normative,policy,tier_3,2025-04-17,2025-04-17,1,1,,no,"Seven years is a long time, but the field is going to need to invest in other ideas if we are going to get to AGI before the end of the decade.",claim_00802,https://garymarcus.substack.com/p/dear-elon-musk-here-are-five-things
cluster2_70b37f0343d0,vals_surely_basic_financial,agi,descriptive,technical_assessment,tier_2,2025-05-12,2025-05-12,1,1,,no,Surely this is not what we always meant by AGI. § The recent vals.ai financial benchmarks showed comparable failures reading basic financial reports.,claim_00821,https://garymarcus.substack.com/p/chatgpt-blows-mapmaking-101
cluster2_db484fe405d0,imminent_agree,agi,descriptive,technical_assessment,tier_3,2025-05-22,2025-05-22,1,1,,no,They agree that AGI is likely imminent.,claim_00849,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_fc3d5f639ef5,arrive_even_years_happen,agi,predictive,prediction,tier_2,2025-05-22,2025-05-22,1,1,,no,"And even though I highly doubt AGI will arrive in three years, I can’t absolutely promise you it won’t happen in 10.",claim_00851,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic
cluster2_163730d5b373,solved_problems_already_lot,agi,normative,policy,tier_3,2025-06-17,2025-06-17,1,1,,no,"Or, as the software engineer Gorgi Kosev just put it on X, “[LLMs] are decent solvers of already solved problems, indeed.” If we want to get to AGI, we’ll need to do a lot better.",claim_00858,https://garymarcus.substack.com/p/five-quick-updates-about-that-apple
cluster2_ee1653a75e3b,forward_step_cases_backwards,agi,normative,policy,tier_3,2025-06-17,2025-06-17,1,1,,no,AGI should be a step forward; in many cases LLMs are a step backwards.,claim_00859,https://garymarcus.substack.com/p/seven-replies-to-the-viral-apple
cluster2_b7f9f8cd3cb0,want_better_get,agi,predictive,prediction,tier_3,2025-06-17,2025-06-17,1,1,,no,"If we want to get to AGI, we will have to better.",claim_00860,https://garymarcus.substack.com/p/seven-replies-to-the-viral-apple
cluster2_f4a43112a11a,discs_moves_written_255,agi,normative,policy,tier_3,2025-06-17,2025-06-17,1,1,,no,"The LRMs failed on Tower of Hanoi with 8 discs, where the optimal solution is 255 moves, well within so-called token limits; (ii) well-written symbolic AI systems generally don’t suffer from this problem, and AGI should not either.",claim_00861,https://garymarcus.substack.com/p/seven-replies-to-the-viral-apple
cluster2_f87f255521e1,results_wall_correct_people,agi,descriptive,technical_assessment,tier_3,2025-06-17,2025-06-17,1,1,,no,"Gary Marcus , professor emeritus at NYU, and author of The Algebraic Mind and “Deep learning is hitting a wall”, both of which anticipated the correct results, is thrilled to see people finally realize that scaling is not enough to get us to AGI.",claim_00862,https://garymarcus.substack.com/p/seven-replies-to-the-viral-apple
cluster2_5a79c7de3e7c,spirit_any_relative_woman,agi,causal,technical_assessment,tier_2,2025-06-25,2025-06-25,1,1,,no,"AGI this ain’t. § There’s always a better model. o3 does better on some of the examples in my original article, but still can’t do my new (hence not previously discussed) example of the woman and the watch: And when I asked ChatGPT to draw a a tree on top of monkey — in the spirit of horse rides astronaut , but using new words in order to avoid any specific training relative to my prior, notorious example — I encountered this surreal dialogue.",claim_00871,https://garymarcus.substack.com/p/image-generation-still-crazy-after
cluster2_fa857ee2ad66,reliability_adaptiveness_human_combining,agi,normative,policy,tier_3,2025-07-03,2025-07-03,1,1,,no,"AGI shouldn’t be about perfectly replicating a human, it should (as I have often said) be about combining the best of both worlds, human adaptiveness with computational brute force and reliability.",claim_00880,https://garymarcus.substack.com/p/a-knockout-blow-for-llms
cluster2_b869689eb432,machines_weaknesses_vision_overcoming,agi,descriptive,technical_assessment,tier_2,2025-07-03,2025-07-03,1,1,,no,"The vision of AGI I have always had is one that combines the strengths of humans with the strength of machines, overcoming the weaknesses of humans.",claim_00881,https://garymarcus.substack.com/p/a-knockout-blow-for-llms
cluster2_50ff030b0f90,harder_when,agi,predictive,prediction,tier_3,2025-07-09,2025-07-09,1,1,,no,When we are really at AGI it will be much harder to do so.,claim_00889,https://garymarcus.substack.com/p/scott-alexanders-misleading-victory
cluster2_0d137fdab17d,mit_replying_all_artificial,agi,predictive,prediction,tier_2,2025-07-13,2025-07-13,1,1,,no,"When an influential economist Erik Brynjolfsson (then at MIT) complimented the article on Twitter, (“Thoughtful insights from @GaryMarcus on why deep learning won't get us all the way to artificial general intelligence”), Hinton’s long time associate Yann LeCun tried to contain the threat, immediately replying to Brynjolffson publicly that the paper was “Thoughtful, perhaps.",claim_00907,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_8c51df2a2f06,wall_similar_points_seem,agi,descriptive,technical_assessment,tier_1,2025-07-13,2025-07-13,1,1,2022-12-31,no,"(Few seem to have noticed the irony that came a few years later, when LeCun ultimately came around to making almost exactly the same points I was making then, declaring, e.g., that pure LLMs are not an adequate route to AGI, and emphasizing their limits in reasoning .) § The story was similar when my 2022 article Deep Learning is Hitting a Wall came out.",claim_00908,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_88a974fdd058,take_getting_breakthroughs,agi,predictive,prediction,tier_3,2025-07-13,2025-07-13,1,1,,no,Getting to AGI will likely take still more breakthroughs.,claim_00915,https://garymarcus.substack.com/p/how-o3-and-grok-4-accidentally-vindicated
cluster2_d3452e638543,wising_fact_adjacent_people,agi,descriptive,technical_assessment,tier_3,2025-08-09,2025-08-09,1,1,,no,People are wising up that LLMs are not in fact AGI-adjacent.,claim_00960,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
cluster2_00996b6a7f3e,any_know_materialize_percent,agi,predictive,prediction,tier_2,2025-08-09,2025-08-09,1,1,,no,"(Any one remember Facebook M, a decade ago?) • Allegedly godlike models that turn out to be incremental advances. • Claims like “We now know how to build AGI” that never turn out to be true. • Promises for world-changing science that rarely materialize. • Driverless cars that still are only available in couple percent of the world’s cities. • Promises to Congress (AI to filter our fake news!",claim_00961,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
cluster2_65331ba8b10b,intellectual_nobody_scaling_believe,agi,normative,policy,tier_3,2025-08-09,2025-08-09,1,1,,no,Nobody with intellectual integrity should still believe that pure scaling will get us to AGI.,claim_00962,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
cluster2_b2f00526946c,symbolic_abstract_genuine_ones,agi,predictive,prediction,tier_2,2025-08-09,2025-08-09,1,1,,no,"Only once we have systems that can reason about enduring representations of the world, including but not to limited to abstract symbolic ones, will we have a genuine shot at AGI.",claim_00965,https://garymarcus.substack.com/p/gpt-5-overdue-overhyped-and-underwhelming
cluster2_7899beb3bfbc,media_coverage_science_braggadacio,agi,descriptive,capability,tier_2,2025-08-14,2025-08-14,1,1,,no,"But media coverage is not science, and braggadacio alone cannot yield AGI.",claim_00971,https://garymarcus.substack.com/p/openais-waterloo
cluster2_ef9fef07411e,telling_said_hyping_disappointments,agi,descriptive,technical_assessment,tier_2,2025-08-14,2025-08-14,1,1,,no,"Altman didn’t look a lot better telling CNBC that AGI “is not a super useful term” days after the disappointments of GPT-5, when he had been hyping AGI for years and — literally just a few days earlier—he said claimed that GPT-5 was a “significant step along our path toward AGI”.",claim_00974,https://garymarcus.substack.com/p/openais-waterloo
cluster2_fccb2fae5093,hopefully_trustworthy_safe_eventually,agi,predictive,prediction,tier_3,2025-08-14,2025-08-14,1,1,,no,"And AGI—hopefully safe, trustworthy AGI– will eventually come.",claim_00975,https://garymarcus.substack.com/p/openais-waterloo
cluster2_f269fe7319c5,all_even_company_cash,agi,normative,policy,tier_3,2025-09-11,2025-09-11,1,1,,no,"And all this from a company thought (or claimed) that GPT-5 was going to be tantamount to AGI (spoiler alert: it wasn’t) For good measure Oracle doesn’t have the chips they would need to fulfill the contracts, or even the cash to buy them.",claim_00986,https://garymarcus.substack.com/p/peak-bubble
cluster2_54f074b037ed,path_general_someone_change,agi,descriptive,technical_assessment,tier_3,2025-10-16,2025-10-16,1,1,,no,"I am someone who believes that AGI (Artificial General Intelligence) could change the world, but also someone who thinks that LLMs are not the right path there, morally or technically.",claim_00989,https://garymarcus.substack.com/p/is-agi-the-right-goal-for-ai
cluster2_deee550407e3,bit_rules_beat_long,agi,normative,policy,tier_3,2025-11-18,2025-11-18,1,1,,no,"Not long ago an Atari 2600 (released in 1977, available for $55 on ebay, running an 1.19 MhZ 8-bit CPU, no GPU) beat ChatGPT . § Inducing the rules of chess should be table stakes for AGI.",claim_01009,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_4617a30f82e1,cognitive_gary_development_continues,agi,predictive,prediction,tier_3,2025-11-18,2025-11-18,1,1,,no,Gary Marcus continues to thinks that a deep understanding of cognitive science will be a key ingredient in the development of AGI.,claim_01014,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_4d4972f710bb,functions_degree_work_such,agi,predictive,capability,tier_2,2025-11-18,2025-11-18,1,1,,no,"Their work is interesting, and converges to a degree with the current argument, but my intuition is that such functions will not suffice for AGI.",claim_01015,https://garymarcus.substack.com/p/generative-ais-crippling-and-widespread
cluster2_77298d5b3f7c,times_know_all_short,agi,normative,policy,tier_3,2025-11-21,2025-11-21,1,1,2027-12-31,no,"The widely-discussed AI 2027 scenario, named-checked by Vice President Vance , lauded by The New York Times, and panned by me —you know the one in which AGI is reached in 2027 and in short order kills us all—has officially been postponed, by its co-creator: The White House Senior Policy Advisor Sriram Krishnan took note, and is frankly pissed that he was sold a bill of goods: In reality, the problems with the report should have been clear at the time.",claim_01019,https://garymarcus.substack.com/p/breaking-the-ai-2027-doomsday-scenario
cluster2_428f9bb79bce,fact_term_trump_coming,agi,descriptive,technical_assessment,tier_2,2025-11-21,2025-11-21,1,1,,no,"AGI is NOT in fact coming in Trump’s second term, and never was.",claim_01022,https://garymarcus.substack.com/p/breaking-the-ai-2027-doomsday-scenario
cluster2_844e3ccd35b4,straight_certain_run_ideas,agi,predictive,prediction,tier_2,2025-12-01,2025-12-01,1,1,,no,"But let’s suppose for the sake of argument that Sutskever and the rest of us are correct, and that AGI will never emerge straight from LLMs, and that to a certain extent that they have run their course, and that we do in fact need new ideas.",claim_01025,https://garymarcus.substack.com/p/a-trillion-dollars-is-a-terrible
cluster2_0f6dcc07312f,misrepresented_general_beliefs_intelligence,agi,descriptive,technical_assessment,tier_3,2025-12-01,2025-12-01,1,1,,no,"Before I dive in, let me make four of my core beliefs, often misrepresented, absolutely clear: I believe that artificial general intelligence (AGI) is achievable.",claim_01028,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_898d77ac5aa2,resourcesfulness_human_intelligence_breadth,agi,predictive,prediction,tier_2,2025-12-01,2025-12-01,1,1,near_term,no,AGI ( AI with the breadth and resourcesfulness of human intelligence ) is not coming soon.,claim_01031,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_b3cab24a6384,know_example_understood_january,agi,descriptive,technical_assessment,tier_3,2025-12-01,2025-12-01,1,1,,no,"In his January blog, for example, he wrote that “We are now confident we know how to build AGI as we have traditionally understood it.” Earlier he joked that AGI had been “achieved internally,” likely stoking FOMO on the part of potential investors.",claim_01043,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_79b3a78c8b31,klein_alluding_telling_interests,agi,descriptive,technical_assessment,tier_3,2025-12-01,2025-12-01,1,1,,no,"Ezra Klein has recently been telling us that AGI was likely “ coming in two to three years, during Donald Trump’s second term ” alluding to industry sources (with vested interests).",claim_01045,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_937a7a9ae2d6,best_what_commodity_never,agi,predictive,prediction,tier_2,2025-12-01,2025-12-01,1,1,,no,"But they will never be AGI, and they never be much more than commodity. § What is ChatGPT best for?",claim_01047,https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_1f7c47d311dd,silicon_rebuilding_lead_hope,agi,causal,prediction,tier_3,2025-12-23,2025-12-23,1,1,,no,"Silicon Valley and The White House appear to be completely smitten with large language models, rebuilding the world around the hope that LLMs will lead to artificial general intelligence, and a radically redefined economy.",claim_01070,https://garymarcus.substack.com/p/two-takes-on-ai-and-the-future-of
cluster2_c48589c180ae,particularly_raft_angela_director,regulation,normative,policy,tier_3,2023-02-15,2023-02-15,1,1,,no,"Angela Sheffield , Senior Director of AI at the DC security startup Raft , worried about how decision makers and policymakers should regulate AI, particularly when the actual AI that we currently have is by no stretch truly general intelligence.",claim_00089,https://garymarcus.substack.com/p/an-epic-ai-debateand-why-everyone
