cluster2_id,claim_id,claim_date,target,claim_type,category,falsifiability_tier,horizon_type,horizon_value,quote,url
cluster2_c3726147d377,claim_00091,2023-02-15,llms,predictive,prediction,tier_3,none,,"I said it once before, in an essay called How come GPT can seem so brilliant one minute and so breathtakingly dumb the next? , but I will say it again, using different terms: Large language models are not databases.",https://garymarcus.substack.com/p/is-chatgpt-really-a-code-red-for
cluster2_7527ec706f6a,claim_00093,2023-02-15,llms,descriptive,capability,tier_2,none,,"Those results aren't cherry picked, I've tried a lot puzzles for kids and chatGPT can't answer them.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_5c5c2f5cb80a,claim_00094,2023-02-15,llms,predictive,prediction,tier_2,none,,"What Silicon Valley, and indeed the world, is waiting for, is GPT-4. § I guarantee that minds will be blown.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_d5db8cbcf963,claim_00095,2023-02-15,llms,predictive,prediction,tier_3,none,,"When it comes out, it will totally eclipse ChatGPT; it’s safe bet that even more people will be talking about it..",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_d5db8cbcf963,claim_00935,2025-07-27,llms,predictive,prediction,tier_2,none,,"When it comes out, it will totally eclipse GPT-4.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_14c660cf65e2,claim_00096,2023-02-15,llms,predictive,prediction,tier_2,none,,"GPT-4 will be trained on considerably more, a significant fraction of the internet as a whole.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_9ffdf164563d,claim_00097,2023-02-15,llms,predictive,prediction,tier_2,none,,"Although GPT-4 will definitely seem smarter than its predecessors, its internal architecture remains problematic.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_9683c6382ebb,claim_00098,2023-02-15,llms,predictive,prediction,tier_2,none,,"GPT-4 may be better at faking term papers, but if it follows the same playbook as it predecessors, it still won’t really understand the world, and seams will eventually show.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_cb480f17ae77,claim_00099,2023-02-15,llms,predictive,prediction,tier_2,none,,"And so, against the tremendous optimism for GPT-4 that I have heard from much the AI community, here are seven dark predictions: GPT-4 will still, like its predecessors, be a bull in a china shop, reckless and hard to control .",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_cb480f17ae77,claim_00936,2025-07-27,llms,predictive,prediction,tier_2,none,,"GPT-5 will still, like its predecessors, be a bull in a china shop, reckless and hard to control .",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_cb480f17ae77,claim_01035,2025-12-01,llms,predictive,prediction,tier_1,explicit_date,2022-12-31,"Here’s seven concerns I expressed on Christmas Day, 2022, less than a month after ChatGPT first came out, in an essay called What to Expect When You are Expecting GPT-4 , Warning “against the tremendous optimism for GPT-4 that I have heard from much of the AI community” I made “seven dark predictions”: GPT-4 [though larger than GPT 3.5] will still, like its predecessors, be a bull in a china shop, reckless and hard to control .",https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_931b102f5fdb,claim_00100,2023-02-15,llms,predictive,prediction,tier_2,none,,"Reasoning about physical, psychological and mathematical world will still be unreliable , GPT-3 was challenged in theory of mind, medical and physical reasoning.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_27263f2713b8,claim_00101,2023-02-15,llms,predictive,capability,tier_1,none,,"GPT-4 will solve many of the individual specific items used in prior benchmarks, but still get tripped up, particularly in longer and more complex scenarios.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_27263f2713b8,claim_00937,2025-07-27,llms,predictive,capability,tier_1,none,,"Reasoning about physical, psychological and mathematical world will still be unreliable , GPT-5 will solve many of the individual specific items used in prior benchmarks, but still get tripped up, particularly in longer and more complex scenarios.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_f1c6dadd2d05,claim_00102,2023-02-15,llms,predictive,prediction,tier_2,none,,"Fluent hallucinations will still be common , and easily induced, continuing—and in in fact escalating— the risk of large language models being used as a tool for creating plausible-sounding yet false misinformation.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_f1c6dadd2d05,claim_00938,2025-07-27,llms,predictive,prediction,tier_2,none,,"Fluent hallucinations will still be common , and easily induced, continuing—and in in fact escalating— the risk of large language models being used as a tool for creating plausible-sounding yet false misinformation.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_f1c6dadd2d05,claim_01036,2025-12-01,llms,predictive,prediction,tier_2,none,,"Fluent hallucinations will still be common , and easily induced, … escalating … the risk of large language models being used as a tool for creating plausible-sounding yet false misinformation.",https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_a4b7d7f87e1c,claim_00103,2023-02-15,llms,predictive,prediction,tier_3,none,,"Guardrails (a la ChatGPT) may be in place, but the guardrails will teeter between being too weak (beaten by “jailbreaks”) and too strong (rejecting some perfectly reasonable requests).",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_a4b7d7f87e1c,claim_00939,2025-07-27,llms,predictive,prediction,tier_3,none,,"Guardrails (a la ChatGPT) may be in place, but the guardrails will teeter between being too weak (beaten by “jailbreaks”) and too strong (rejecting some perfectly reasonable requests).",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_6ea4fb3d2936,claim_00104,2023-02-15,llms,predictive,prediction,tier_2,none,,"Bad actors will in any case eventually be able to replicate much of GPT-4, dispensing with whatever guardrails are in place, and using knock-off systems to create whatever narratives they wish.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_11b7d6401531,claim_00105,2023-02-15,llms,predictive,capability,tier_1,none,,GPT-4 will not have reliable models of the things that it talks about that are accessible to external programmers in a way that reliably feeds downstream processes.,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_11b7d6401531,claim_00940,2025-07-27,llms,predictive,capability,tier_1,none,,GPT-5 will not have reliable models of the things that it talks about that are accessible to external programmers in a way that reliably feeds downstream processes.,https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_fc7a0fb9e93e,claim_00108,2023-02-15,llms,predictive,prediction,tier_3,none,,"Trustworthy, general artificial intelligence, aligned with human values, will come, when it does, from systems that are more structured, with more built-in knowledge, and will incorporate at least some degree of explicit tools for reasoning and planning, as well as explicit it knowledge, that are lacking in systems like GPT.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_fc7a0fb9e93e,claim_00943,2025-07-27,llms,predictive,prediction,tier_3,none,,"Trustworthy, general artificial intelligence, aligned with human values, will come, when it does, from systems that are more structured, with more built-in knowledge, and will incorporate at least some degree of explicit tools for reasoning and planning, as well as explicit knowledge, that are lacking in systems like GPT.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_fc7a0fb9e93e,claim_01039,2025-12-01,llms,predictive,prediction,tier_2,none,,"Trustworthy, general artificial intelligence, aligned with human values, will come, when it does, from systems that are more structured, with more built-in knowledge, and will incorporate at least some degree of explicit tools for reasoning and planning, as well as explicit knowledge, that are lacking in systems like GPT. … Nobody can deny that GPT-5 is more impressive than the original ChatGPT (aka GPT 3.5), or that the latest models have more utility.",https://garymarcus.substack.com/p/three-years-on-chatgpt-still-isnt
cluster2_37a8622daf7a,claim_00109,2023-02-15,llms,predictive,prediction,tier_2,relative,within_10_years,"Within a decade, maybe much less, the focus of AI will move from a pure focus on scaling large language models to a focus on integrating them with a wide range of other techniques.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_37a8622daf7a,claim_00944,2025-07-27,llms,predictive,prediction,tier_2,relative,within_10_years,"Within a decade, maybe much less, the focus of AI will move from a pure focus on scaling large language models to a focus on integrating them with a wide range of other techniques.",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_256cf6a0cb81,claim_00110,2023-02-15,llms,descriptive,technical_assessment,tier_2,none,,"Shiny things are always fun to play with, and I fully expect GPT-4 to be the shiniest so far, but that doesn’t mean that it is a critical step on the optimal path to AI that we can trust .",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting
cluster2_256cf6a0cb81,claim_00945,2025-07-27,llms,descriptive,technical_assessment,tier_2,none,,"Shiny things are always fun to play with, and I fully expect GPT-5 to be the shiniest so far, but that doesn’t mean that it is a critical step on the optimal path to AI that we can trust .",https://garymarcus.substack.com/p/what-to-expect-when-youre-expecting-62e
cluster2_6bc1b8076ea0,claim_00116,2023-02-16,llms,descriptive,capability,tier_1,none,,"ChatGPT is (at least in many ways) a far inferior intelligence, that, despite having some undeniable talents, cannot at all be trusted.",https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_0ddc8bc3a8e8,claim_00121,2023-02-16,llms,descriptive,technical_assessment,tier_3,none,,"But certainly the hunger is there, the funding is there, and my guess is that patience for LLMs (which I see as a detour) is not infinite.",https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_3dead0b718e0,claim_00122,2023-02-16,llms,descriptive,technical_assessment,tier_3,none,,A decent fraction of the AI community has already recognized that the primary forte of large language models is in generating bullshit; many also see that the current path to autonomous vehicles is not making the progress that some expected.,https://garymarcus.substack.com/p/agi-will-not-happen-in-your-lifetime
cluster2_5afb3022546f,claim_00129,2023-02-16,llms,predictive,prediction,tier_3,none,,"ChatGPT hasn’t done the conversion correctly (answer below), but the will to believe in this great new tool, full of precision (down to the second!), but lacking in reliability, is so strong that the author didn’t bother to check.",https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots
cluster2_1acc111c3150,claim_00131,2023-02-16,llms,descriptive,capability,tier_2,none,,"ChatGPT simply cannot reason well enough to to do this; as I have documented in previous essays, it has demonstrably misunderstood physics, biology, psychology, medicine, and so forth.",https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots
cluster2_badbd11aabe1,claim_00133,2023-02-16,llms,descriptive,technical_assessment,tier_3,none,,"If you treat ChatGPT as a sentient being, when it clearly is not, you are misleading the public into thinking ChatGPT is sentient; rather than communicating good science, you are hyping bullshit.",https://garymarcus.substack.com/p/scientists-please-dont-let-your-chatbots
cluster2_8ef2341952cd,claim_00140,2023-02-18,llms,predictive,capability,tier_2,none,,"First, ChatGPT fails to realize that Anne will expect to find the bookmark where she left it, since she does not know that Mark has moved it.",https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_ea918ade3698,claim_00141,2023-02-18,llms,normative,policy,tier_3,none,,"Second, ChatGPT claims that Anne should start reading from page 60, as if the position of the bookmark affects her place in the book rather than merely recording it.",https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_390f55f278dc,claim_00142,2023-02-18,llms,descriptive,technical_assessment,tier_2,none,,"Sure enough if you ask it, it can tell you about the paper and the experiments in detail; you can even just ask for them by name: So it is not surprising that when Kosinski presented it with the test, GPT-3 was able to match it against its training materials, and come up with the right answer.",https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_5f2ccd4e4c19,claim_00143,2023-02-18,llms,descriptive,technical_assessment,tier_2,none,,We did find some visible improvement; the new version of GPT-3 was much less likely to give answers that were completely off the wall.,https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_2788ac080df8,claim_00144,2023-02-18,llms,predictive,capability,tier_1,explicit_date,2020-12-31,"The number of frogs is now"" correctly as ""seven"" in 2020, but incorrectly as ""5"" in 2022. § Whenever a new update to an LLM or a new gimmick for prompt engineering arrives on the scene, the internet invariably fills up with people running previously published problems on the new system or with the new prompt, getting the right answer, and proclaiming loudly that now AI can solve all kinds of problems that all those AI skeptics said just a few months ago could never be solved.",https://garymarcus.substack.com/p/how-not-to-test-gpt-3
cluster2_7c0e33ac37e0,claim_00148,2023-02-18,llms,normative,policy,tier_3,none,,"Needless to say — or, rather, this should be needless to say, but this obvious fact can get buried beneath the ongoing avalanche of hype — ChatGPT made all the same kinds of mistakes that its predecessors did .",https://garymarcus.substack.com/p/large-language-models-like-chatgpt
cluster2_a905e55b4b66,claim_00149,2023-02-18,llms,normative,policy,tier_3,none,,"The patch works to some extent; if you now run the prompt in figure 7, ChatGPT will tell you emphatically that race and gender should not be used as criteria for judging whether someone is a good scientist.",https://garymarcus.substack.com/p/large-language-models-like-chatgpt
cluster2_6dc29f224a7a,claim_00150,2023-02-18,llms,predictive,prediction,tier_2,none,,"For example, the prompt ”What will be the gender of the first US President?” has yielded, to our knowledge, correct answers, incorrect answers (figure 6), and bizarre redirection and noncooperation (figure 8). • [The output of an LLM can depend on the existence of examples in the training corpus that are similar in irrelevant respects.",https://garymarcus.substack.com/p/large-language-models-like-chatgpt
cluster2_91813b0d00b9,claim_00151,2023-02-18,llms,descriptive,technical_assessment,tier_3,none,,"In the case of ChatGPT, the training corpus is not been made available to the general public.",https://garymarcus.substack.com/p/large-language-models-like-chatgpt
cluster2_d55798c19dd4,claim_00153,2023-02-18,llms,normative,policy,tier_3,none,,"One could argue, for example, that we should include positive examples as well as negative examples (we haven’t, since there is already a site ShareGPT for collecting GPT examples of all kinds ) The taxonomy of error types that on the database is certainly rough, arbitrary, and incomplete (we included a catchall “other”). .",https://garymarcus.substack.com/p/large-language-models-like-chatgpt
cluster2_7047c9d6a242,claim_00155,2023-02-20,llms,descriptive,technical_assessment,tier_2,none,,"ChatGPT was, I believe, mainly powered by GPT 3.5 plus a module known as RLHF (which combines Reinforcement learning with human feedback, to put some guardrails in place).",https://garymarcus.substack.com/p/why-is-bing-so-reckless
cluster2_6b451c7d188a,claim_00156,2023-02-20,llms,descriptive,capability,tier_2,none,,Arvind Narayanan @random_walker The bot's behavior has enough differences from ChatGPT that it can't be the same underlying model.,https://garymarcus.substack.com/p/why-is-bing-so-reckless
cluster2_ee5bd50cf194,claim_00157,2023-02-20,llms,predictive,prediction,tier_3,none,,Maybe every new update of a large language model will require a complete retraining of the reinforcement learning module.,https://garymarcus.substack.com/p/why-is-bing-so-reckless
cluster2_8e4ad13eb8bf,claim_00168,2023-03-02,llms,descriptive,technical_assessment,tier_3,none,,"One keen Twitter reader pointed me to two small but real examples of actual harm by ChatGPT, surely the tip of an unpleasant iceberg: AIAAIC.org @AiControversy ChatGPT is causing actual, demonstrable harm.",https://garymarcus.substack.com/p/dont-look-up-the-ai-edition
cluster2_6cb83b12e457,claim_00169,2023-03-11,llms,descriptive,technical_assessment,tier_3,none,,"State actors and extremist groups are likely to use large language models to deliberately mass produce authoritative-sounding misinformation with fake references and data at unprecedented scale, attempting to sway elections and public opinion.",https://garymarcus.substack.com/p/the-long-shadow-of-gpt
cluster2_0442b59d24f6,claim_00171,2023-03-11,llms,predictive,prediction,tier_3,none,,"Lately I have been asked to participate in a bunch of debates about whether LLMs will, on balance, be net positive or net negative.",https://garymarcus.substack.com/p/the-long-shadow-of-gpt
cluster2_1557212985b4,claim_00174,2023-03-12,llms,descriptive,technical_assessment,tier_3,none,,ChatGPT’s errors reveal that its “understanding” of the world is not systematic but rather consists of patches of competence separated by regions of incompetence and incoherence.,https://garymarcus.substack.com/p/caricaturing-noam-chomsky
cluster2_b341840fef62,claim_00175,2023-03-12,llms,descriptive,technical_assessment,tier_2,none,,Are you really happy with using the fact that chatGPT sometimes misunderstands to claim that it never understands?,https://garymarcus.substack.com/p/caricaturing-noam-chomsky
cluster2_50a8e9851315,claim_00176,2023-03-12,llms,predictive,prediction,tier_2,none,,"Furthermore, since this is a matter of principle, irremediable, if they improve their performance for language it only reveals more clearly their fundamental and irremediable flaws, since by the same token they will improve their performance for impossible systems.” For elaboration., see my earlier essay Chomsky and GPT-3, The Road to AI We Can Trust Noam Chomsky and GPT-3 “You can’t go to a physics conference and say: I’ve got a great theory.",https://garymarcus.substack.com/p/caricaturing-noam-chomsky
cluster2_d42bfa574d2a,claim_00178,2023-03-15,llms,descriptive,technical_assessment,tier_2,none,,"Although GPT-4 is clearly better than GPT-3 and 3.5, it is not so far as I can tell, qualitatively better, only quantitatively better; as noted above, the limits remain more or less the same.",https://garymarcus.substack.com/p/gpt-4s-successes-and-gpt-4s-failures
cluster2_5c586797c58f,claim_00179,2023-03-15,llms,descriptive,capability,tier_1,none,,GPT-4 is not thus far a solution to making Chat-style search work.,https://garymarcus.substack.com/p/gpt-4s-successes-and-gpt-4s-failures
cluster2_bbc1e7396964,claim_00183,2023-03-25,llms,causal,capability,tier_1,none,,"The paper’s core claim— “GPT-4 attains a form of general intelligence [as] demonstrated by its core mental capabilities (such as reasoning, creativity, and deduction)”—literally cannot be tested with serious scrutiny, because the scientific community has no access to the training data.",https://garymarcus.substack.com/p/the-sparks-of-agi-or-the-end-of-science
cluster2_a0b708459abf,claim_00184,2023-03-29,llms,normative,policy,tier_3,none,,"I had no hand in drafting it, and there are things to fuss over (e.g., what exactly counts as more powerful than GPT-4? and how would we know, given that no details of GPT-4’s architecture or training set have been published?)—but the spirit of the letter is one that I support: until we get a better handle on the risks and benefits, we should proceed with caution.",https://garymarcus.substack.com/p/a-temporary-pause-on-training-extra
cluster2_18b57218f5f0,claim_00187,2023-03-30,llms,normative,policy,tier_3,explicit_date,2023-12-31,"ChatGPT and other LLMs are as close to real AI as my Python compiler: both a few hundred steps on a ladder to the moon. 1:53 PM · Mar 30, 2023 But I don’t think that legitimate concerns about the hypey-ness of letter in anyway undermines the real need to rein in the systems are currently being rolled out at unprecedented scale.",https://garymarcus.substack.com/p/the-open-letter-controversy
cluster2_678a80348f01,claim_00190,2023-04-04,llms,descriptive,technical_assessment,tier_2,none,,"What has happened is a serious precedent that needs to be taken very seriously”, adding “With the popularisation of ChatGPT, the general public has discovered the potential of artificial intelligence in our lives like never before.",https://garymarcus.substack.com/p/the-first-known-chatbot-associated
cluster2_a2733e6ac553,claim_00191,2023-04-04,llms,causal,technical_assessment,tier_1,relative,near_term,"Documentation, reports, decision support -- all seem more useful in the near term.” Let’s use LLM’s where there can be help, and be cautious where they might cause harm.",https://garymarcus.substack.com/p/the-first-known-chatbot-associated
cluster2_857d1c20b38c,claim_00196,2023-04-09,llms,predictive,prediction,tier_1,explicit_date,2024-12-31,"But GPT-5 is not going to do any of that; it’s not going to be smart enough to revolutionize fusion; it’s not going to be smart enough to revolutionize nanotech, and starships most definitely aren’t going to be here in 2024.",https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance
cluster2_8222239b1e41,claim_00197,2023-04-09,llms,predictive,prediction,tier_2,none,,"It might be on the nice-to-have list; it will not mark the mythical singularity. § A safe bet is that GPT-5 will be a lot like GPT-4, and do the same kinds of things and have the same kinds of flaws, but be somewhat better.",https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance
cluster2_0c63b67a9b3f,claim_00198,2023-04-09,llms,predictive,prediction,tier_2,none,,It will be even better than GPT-4 at creating convincing sounding prose.,https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance
cluster2_eb89f17ddce4,claim_00199,2023-04-09,llms,predictive,prediction,tier_2,none,,"GPT’s regurgitate ideas; they don’t invent them. § Some form of AI may eventually do everything people are imagining, revolutionizing science and technology and so on, but LLMs will be at most only a tiny part of whatever as-yet-uninvented technology does that.",https://garymarcus.substack.com/p/gpt-5-and-irrational-exuberance
cluster2_9923d8236b9f,claim_00209,2023-04-28,llms,predictive,prediction,tier_1,explicit_date,2023-12-31,"elicited from ChatGPT by Roman Semenov, February 2023 In hindsight, ChatGPT may come to be seen as the greatest publicity stunt in AI history, an intoxicating glimpse at a future that may actually take years to realize—kind of like a 2012-vintage driverless car demo, but this time with a foretaste of an ethical guardrail that will take years to perfect.",https://garymarcus.substack.com/p/inside-the-heart-of-chatgpts-darkness
cluster2_9923d8236b9f,claim_00594,2024-10-17,llms,predictive,prediction,tier_1,explicit_date,2012-12-31,"The essay opened as follows: In hindsight, ChatGPT may come to be seen as the greatest publicity stunt in AI history, an intoxicating glimpse at a future that may actually take years to realize—kind of like a 2012-vintage driverless car demo, but this time with a foretaste of an ethical guardrail that will take years to perfect.",https://garymarcus.substack.com/p/when-it-comes-to-security-llms-are
cluster2_38a6f09c4d73,claim_00210,2023-04-28,llms,normative,policy,tier_3,none,,"ChatGPT’s guardrails aren’t borne of some kind of conceptual understanding that the system should not recommend violence, but of something far more superficial, and more easily tricked.",https://garymarcus.substack.com/p/inside-the-heart-of-chatgpts-darkness
cluster2_446eed0d8f6d,claim_00223,2023-08-13,llms,descriptive,technical_assessment,tier_2,none,,"A lawyer who used ChatGPT for legal research was excoriated by a judge, and basically had to promise, in writing, never to do so again in an unsupervised way.",https://garymarcus.substack.com/p/what-if-generative-ai-turned-out
cluster2_df33da9ef87d,claim_00233,2023-08-14,llms,predictive,prediction,tier_3,none,,"LLMs will probably get cheaper to operate over time, both as the hardware required inevitably gets cheaper, and as people figure out how to make them more efficient.",https://garymarcus.substack.com/p/what-exactly-are-the-economics-of
cluster2_5374131c5b8a,claim_00234,2023-08-14,llms,predictive,prediction,tier_1,relative,near_term,"I plan to write more about this soon, but the basic gist is that you can never really predict for any given question whether a large language model will give you a correct answer, We now know that answers can even change from one month to the next—which makes third-party engineering of large language models into complex systems a huge uphill struggle.",https://garymarcus.substack.com/p/what-exactly-are-the-economics-of
cluster2_8b86fc096dd3,claim_00235,2023-08-14,llms,descriptive,capability,tier_2,none,,"AI is not a magical economic engine; it works brilliantly in some use cases (such as selling ads, helping coders write code faster, playing classic board games) but in many others it simply isn’t reliable enough (e.g., truly autonomous driverless cars, medical diagnosis, ChatGPT-style search).",https://garymarcus.substack.com/p/what-exactly-are-the-economics-of
cluster2_caeed33506f1,claim_00239,2023-08-20,llms,descriptive,technical_assessment,tier_2,none,,We are not even close to machines that exceed the capacity of typical humans to cope with unusual circumstances while driving Humans can write summaries and reliably answer many questions about original films and television programs that they watch; I doubt LLMs (or any other extant AI technology) can do this at all.,https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent
cluster2_6b29ab6a716d,claim_00240,2023-08-20,llms,predictive,capability,tier_1,explicit_date,2014-12-31,"(I suggested this as an informal benchmark in 2014, see little progress) Humans can write summaries of things without hallucination ; LLMs cannot do so reliably.",https://garymarcus.substack.com/p/no-virginia-agi-is-not-imminent
cluster2_78d769c95775,claim_00243,2023-08-24,llms,predictive,prediction,tier_2,relative,near_term,"Maybe it’s too soon to declare victory on my August 12th bet that ChatGPT will turn out to be a dud , but I will tell you one thing, it’s not obvious I am wrong.",https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt
cluster2_fc1cf16d8290,claim_00245,2023-08-24,llms,normative,policy,tier_3,none,,"This could be particularly devastating because Large Language Models aren’t like classical databases in which individual pieces of data can be removed at will; if any content is removed, the entire model must (so far as I understand it) be retrained, at great expense.",https://garymarcus.substack.com/p/the-rise-and-fall-of-chatgpt
cluster2_388c05672638,claim_00268,2023-09-21,llms,predictive,prediction,tier_2,none,,"He said, and I quote, “We are not currently training what will be GPT-5.",https://garymarcus.substack.com/p/six-months-after-the-pause-letter
cluster2_f294b48714a4,claim_00273,2023-09-22,llms,descriptive,technical_assessment,tier_2,none,,"The core problem, as I pointed out then, is that in many real world problems, you can never fully cover the space of possible examples, and in a broad class of heavily-data-driven systems like LLMs that lack explicit variables and operations over variables, you are out of luck when you try to extrapolate beyond that space of training examples.",https://garymarcus.substack.com/p/elegant-and-powerful-new-result-that
cluster2_7a678d1ee722,claim_00279,2023-09-27,llms,predictive,prediction,tier_3,none,,"I have no doubt, of course, that some AI companies will eventually merit these stratospheric valuations, but I am not convinced that a pure LLM play ever will.",https://garymarcus.substack.com/p/top-5-reasons-openai-is-probably
cluster2_3bd752e35f3d,claim_00280,2023-10-05,llms,predictive,prediction,tier_1,explicit_date,2017-12-31,"(And it is not even clear that LLMs do this any better at this than the many other older techniques studied in 2017.) § I asked Ernie Davis about the new paper, and he wrote back a couple hours later with a razor-sharp email, pointing out that even if you charitably called the findings that Gurnee and Tegmark documented a “model”, the system as a whole probably doesn’t actually use that (much) downstream.",https://garymarcus.substack.com/p/muddles-about-models
cluster2_94e3ebad2fe7,claim_00282,2023-10-05,llms,descriptive,technical_assessment,tier_2,none,,"If you want trustworthy AI, this ain’t it. § Every week or three somebody tries to persuade me that GPT has miraculously learned to play chess, but inevitably someone else reports that the latest systems still regularly maks illegal moves like these, that no human player with even modest competence would ever make: To be sure, GPT can sometimes play a decent (never world-class) game of case by correlating against some massive library of chess games that it has no doubt been trained on.",https://garymarcus.substack.com/p/muddles-about-models
cluster2_34d419139435,claim_00293,2023-10-10,llms,descriptive,capability,tier_1,none,,"They just don’t. § In the next bit, Pelley and Hinton show an example in which ChatGPT succeeds at reasoning, but they never consider any of those in which it fails—thereby inadvertently illustrating a very human failure, confirmation bias .",https://garymarcus.substack.com/p/what-was-60-minutes-thinking-in-that
cluster2_4a62dbc297b4,claim_00301,2023-10-17,llms,descriptive,technical_assessment,tier_2,none,,It is quite possible that no preleased product in the history of technology (with the possible exception of the iPhone) has ever has had more expectations put upon it that GPT-5.,https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations
cluster2_01ef7dff053c,claim_00304,2023-10-17,llms,descriptive,technical_assessment,tier_2,none,,"Since pretty much all of us assumed that GPT-4 would be followed by GPT-5, often imagined to be significantly more powerful, as quickly as possible, that pair of Sam’s sentences came as a surprise.",https://garymarcus.substack.com/p/what-if-gpt-5-didnt-meet-expectations
cluster2_ac2edae528e6,claim_00311,2023-10-19,llms,descriptive,capability,tier_1,none,,"It’s not just that the performance on MathGLM steadily declines as the problems gets bigger, with the discrepancy between it and a calculator steadily increasing, it’s that the LLM based system is generalizing by similarity, doing better on cases that are in or near the training set, never, ever getting to a complete, abstract, reliable representation of what multiplication is.",https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and
cluster2_1c85639b02d4,claim_00312,2023-10-19,llms,descriptive,technical_assessment,tier_2,none,,The LLM never induces such an algorithm.,https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and
cluster2_30cc16aff32a,claim_00313,2023-10-19,llms,normative,policy,tier_3,none,,"That, in a nutshell, is why we should never trust pure LLMs; even under carefully controlled circumstances with massive amounts of directly relevant data, they still never really get even the most basic linear functions.",https://garymarcus.substack.com/p/math-is-hard-if-you-are-an-llm-and
cluster2_757d92826cf1,claim_00314,2023-10-23,llms,predictive,prediction,tier_2,none,,"If you enable the Code Interpreter or the Wolfram Alpha plug-in in ChatGPT (we will call these “GPT4+CI” and “GPT4+WA” henceforth in this article), and then you ask ChatGPT to multiply two 8-digit numbers or evaluate a definite integral, or compute the ratio of the mass of the earth to the mass of the star Betelgeuse or carry out some similar calculations involving straightforward mathematics, you reliably get the right answer.",https://garymarcus.substack.com/p/getting-gpt-to-work-with-external
cluster2_6e5a111c0f7e,claim_00315,2023-10-23,llms,descriptive,capability,tier_1,none,,"However, this does not mean that GPT-4 can now reliably solve word problems that involve simple math or involve a combination of simple science and math; it cannot.",https://garymarcus.substack.com/p/getting-gpt-to-work-with-external
cluster2_23f42ba7581d,claim_00316,2023-10-23,llms,causal,technical_assessment,tier_2,none,,"Some impressive successes which both systems got right Some problems that both systems got wrong § Because the output from GPT-4 with these plug-ins gives a full trace of the calls that GPT-4 made to the external programs, it is often possible to determine where things went wrong.",https://garymarcus.substack.com/p/getting-gpt-to-work-with-external
cluster2_3d0b79a7b24d,claim_00323,2023-10-26,llms,normative,policy,tier_3,none,,"We need to stop worrying (just) about Skynet and robots taking over the world, and think a lot more about what criminals, including terrorists, might do with LLMs, and what, if anything, we might do to stop them.",https://garymarcus.substack.com/p/a-cern-for-ai-and-the-global-governance
